uid,namedLocation,domainID,siteID,plotID,subplotID,trapID,decimalLatitude,decimalLongitude,elevation,nlcdClass,plotType,geodeticDatum,coordinateUncertainty,elevationUncertainty,date,samplingProtocolVersion,targetTaxaPresent,trapType,trapPlacement,trapSize,remarks,recordedBy,publicationDate,release
fb2e4ea9-0c66-4549-b605-fd3d33571547,BART_034.basePlot.ltr,D01,BART,BART_034,21,BART_034_025,44.064284,-71.285608,265.9,mixedForest,tower,WGS84,20.2,0.3,2017-05-09,NEON.DOC.001710vE,Y,Ground,Random,1.5,Replaced a ground litter trap in another subplot due to incorrect initial deployment.,jbreault@field-ops.org,20220207T173804Z,PROVISIONAL
83f250af-a1ac-4e2f-b5fe-14325793b373,BART_071.basePlot.ltr,D01,BART,BART_071,39,BART_071_648,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2017-05-09,NEON.DOC.001710vE,Y,Ground,Random,1.5,Replaced a ground litter trap in another subplot due to incorrect initial deployment.,jbreault@field-ops.org,20220207T173804Z,PROVISIONAL
702535bf-0bf2-4408-adb4-fe170bd909e0,BART_034.basePlot.ltr,D01,BART,BART_034,41,BART_034_855,44.064284,-71.285608,265.9,mixedForest,tower,WGS84,20.2,0.3,2017-06-20,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
bb01e635-c4f1-46ab-85f1-659682661b4f,BART_071.basePlot.ltr,D01,BART,BART_071,39,BART_071_579,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2017-06-20,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
66a56a43-391a-44f1-9b4e-325c4c71b279,BART_034.basePlot.ltr,D01,BART,BART_034,21,BART_034_084,44.064284,-71.285608,265.9,mixedForest,tower,WGS84,20.2,0.3,2017-06-20,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
bb419e4d-2dfc-40ed-ac59-ded987cebcd0,BART_071.basePlot.ltr,D01,BART,BART_071,21,BART_071_165,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2017-06-20,NEON.DOC.001710vE,Y,Elevated,Random,0.5,"",ramundson@field-ops.org,20220207T173804Z,PROVISIONAL
5522dd00-baee-4855-bbcc-66c272199783,BART_046.basePlot.ltr,D01,BART,BART_046,39,BART_046_634,44.059946,-71.285408,303,deciduousForest,tower,WGS84,20.2,0.3,2020-11-05,NEON.DOC.001710vH,Y,Elevated,Random,0.5,"",0000-0003-1933-3182,20220207T173804Z,PROVISIONAL
18300218-07e5-4248-a7f3-51cf97423db1,HARV_052.basePlot.ltr,D01,HARV,HARV_052,23,HARV_052_314,42.54213,-72.176577,358.9,mixedForest,tower,WGS84,20.3,0.3,2015-05-13,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",dcrandall@neoninc.org,20220207T172615Z,PROVISIONAL
3f13d25a-61bf-4542-ad7d-c01518f3bb5f,HARV_052.basePlot.ltr,D01,HARV,HARV_052,41,HARV_052_902,42.54213,-72.176577,358.9,mixedForest,tower,WGS84,20.3,0.3,2015-05-13,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",dcrandall@neoninc.org,20220207T172615Z,PROVISIONAL
d48a6264-2790-4b2d-a1b6-b09bcac67bb9,HARV_052.basePlot.ltr,D01,HARV,HARV_052,23,HARV_052_253,42.54213,-72.176577,358.9,mixedForest,tower,WGS84,20.3,0.3,2015-05-13,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",dcrandall@neoninc.org,20220207T172615Z,PROVISIONAL
d3f63a36-6a8b-464c-8047-6b98893ee686,HARV_052.basePlot.ltr,D01,HARV,HARV_052,41,HARV_052_935,42.54213,-72.176577,358.9,mixedForest,tower,WGS84,20.3,0.3,2015-05-13,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",dcrandall@neoninc.org,20220207T172615Z,PROVISIONAL
a3d4f63f-0672-487f-853f-b1f2b2dbc459,HARV_044.basePlot.ltr,D01,HARV,HARV_044,21,HARV_044_111,42.535376,-72.176486,365.8,deciduousForest,tower,WGS84,20.1,0.1,2015-05-13,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",dcrandall@neoninc.org,20220207T172615Z,PROVISIONAL
b8ba23fe-180d-41fc-9eaa-46595dfb1b18,HARV_043.basePlot.ltr,D01,HARV,HARV_043,21,HARV_043_034,42.541027,-72.176583,354.4,evergreenForest,tower,WGS84,20.1,0.2,2015-05-13,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",dcrandall@neoninc.org,20220207T172615Z,PROVISIONAL
8969126c-a4a4-494b-8b0b-463c2049925e,HARV_044.basePlot.ltr,D01,HARV,HARV_044,41,HARV_044_815,42.535376,-72.176486,365.8,deciduousForest,tower,WGS84,20.1,0.1,2015-05-13,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",dcrandall@neoninc.org,20220207T172615Z,PROVISIONAL
66ea514f-1851-4b60-b27c-57a8152185dc,HARV_044.basePlot.ltr,D01,HARV,HARV_044,21,HARV_044_060,42.535376,-72.176486,365.8,deciduousForest,tower,WGS84,20.1,0.1,2015-05-13,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",dcrandall@neoninc.org,20220207T172615Z,PROVISIONAL
5cb38e17-2c4b-438f-8bca-e5ba2225c59d,HARV_043.basePlot.ltr,D01,HARV,HARV_043,21,HARV_043_007,42.541027,-72.176583,354.4,evergreenForest,tower,WGS84,20.1,0.2,2015-05-13,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",dcrandall@neoninc.org,20220207T172615Z,PROVISIONAL
eb2e57c6-64a0-4e5f-9730-bb862ff8f0f3,HARV_044.basePlot.ltr,D01,HARV,HARV_044,41,HARV_044_809,42.535376,-72.176486,365.8,deciduousForest,tower,WGS84,20.1,0.1,2015-05-13,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",dcrandall@neoninc.org,20220207T172615Z,PROVISIONAL
7cfbcd96-14d6-4a5f-a06c-91c06b93393f,HARV_035.basePlot.ltr,D01,HARV,HARV_035,23,HARV_035_402,42.539966,-72.178072,365.8,evergreenForest,tower,WGS84,20.2,0.3,2015-05-13,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",dcrandall@neoninc.org,20220207T172615Z,PROVISIONAL
3d2cc7e7-e58c-4f83-a2d5-f0343986c5e2,HARV_035.basePlot.ltr,D01,HARV,HARV_035,21,HARV_035_032,42.539966,-72.178072,365.8,evergreenForest,tower,WGS84,20.2,0.3,2015-05-13,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",dcrandall@neoninc.org,20220207T172615Z,PROVISIONAL
381dddf7-ce72-45e7-abce-dbe5ed5057af,HARV_035.basePlot.ltr,D01,HARV,HARV_035,23,HARV_035_349,42.539966,-72.178072,365.8,evergreenForest,tower,WGS84,20.2,0.3,2015-05-13,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",dcrandall@neoninc.org,20220207T172615Z,PROVISIONAL
71d955de-3aa3-479b-8429-d53fdfdaa99a,HARV_035.basePlot.ltr,D01,HARV,HARV_035,21,HARV_035_120,42.539966,-72.178072,365.8,evergreenForest,tower,WGS84,20.2,0.3,2015-05-13,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",dcrandall@neoninc.org,20220207T172615Z,PROVISIONAL
25b8528c-09eb-4f9d-8e40-ac29dc14b0cc,HARV_043.basePlot.ltr,D01,HARV,HARV_043,39,HARV_043_615,42.541027,-72.176583,354.4,evergreenForest,tower,WGS84,20.1,0.2,2015-05-14,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",gvanscoy@field-ops.org,20220207T172615Z,PROVISIONAL
fca6804e-b55f-47c4-a4df-6ef7c6ab351d,HARV_048.basePlot.ltr,D01,HARV,HARV_048,23,HARV_048_251,42.541304,-72.178017,360.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-14,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",gvanscoy@field-ops.org,20220207T172615Z,PROVISIONAL
b846515b-9ce1-4600-a82c-65acadd59638,HARV_048.basePlot.ltr,D01,HARV,HARV_048,39,HARV_048_608,42.541304,-72.178017,360.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-14,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",gvanscoy@field-ops.org,20220207T172615Z,PROVISIONAL
79736820-e655-4b5b-befc-8a07154ad385,HARV_049.basePlot.ltr,D01,HARV,HARV_049,23,HARV_049_385,42.535171,-72.179779,370,mixedForest,tower,WGS84,20.3,0.3,2015-05-14,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",gvanscoy@field-ops.org,20220207T172615Z,PROVISIONAL
1dbdf8ca-e05b-4ac8-9d38-d3454b1389fc,HARV_048.basePlot.ltr,D01,HARV,HARV_048,39,HARV_048_701,42.541304,-72.178017,360.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-14,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",gvanscoy@field-ops.org,20220207T172615Z,PROVISIONAL
6373fee0-efe3-47aa-8dc8-b3773e198fc6,HARV_043.basePlot.ltr,D01,HARV,HARV_043,39,HARV_043_550,42.541027,-72.176583,354.4,evergreenForest,tower,WGS84,20.1,0.2,2015-05-14,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",gvanscoy@field-ops.org,20220207T172615Z,PROVISIONAL
cc6ac36f-0ff5-4cc6-9e7f-0a29a79321a8,HARV_048.basePlot.ltr,D01,HARV,HARV_048,23,HARV_048_355,42.541304,-72.178017,360.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-14,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",gvanscoy@field-ops.org,20220207T172615Z,PROVISIONAL
0163c2be-6905-4d57-be84-c16166c9e66b,HARV_049.basePlot.ltr,D01,HARV,HARV_049,41,HARV_049_890,42.535171,-72.179779,370,mixedForest,tower,WGS84,20.3,0.3,2015-05-15,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",ccahill@field-ops.org,20220207T172615Z,PROVISIONAL
4e9adee3-20d9-466e-a9b1-c7990b79723c,HARV_050.basePlot.ltr,D01,HARV,HARV_050,41,HARV_050_947,42.53627,-72.179357,368.4,mixedForest,tower,WGS84,20.2,0.4,2015-05-15,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",ccahill@field-ops.org,20220207T172615Z,PROVISIONAL
5bba3472-f411-4b84-b362-790750c97c7e,HARV_050.basePlot.ltr,D01,HARV,HARV_050,41,HARV_050_822,42.53627,-72.179357,368.4,mixedForest,tower,WGS84,20.2,0.4,2015-05-15,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",ccahill@field-ops.org,20220207T172615Z,PROVISIONAL
1226cf5b-e2f8-4f81-ab2c-7bdb19edd8d1,HARV_050.basePlot.ltr,D01,HARV,HARV_050,21,HARV_050_173,42.53627,-72.179357,368.4,mixedForest,tower,WGS84,20.2,0.4,2015-05-15,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",ccahill@field-ops.org,20220207T172615Z,PROVISIONAL
35a1d8ff-4743-495f-8222-f38a5093b081,HARV_049.basePlot.ltr,D01,HARV,HARV_049,41,HARV_049_902,42.535171,-72.179779,370,mixedForest,tower,WGS84,20.3,0.3,2015-05-15,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",ccahill@field-ops.org,20220207T172615Z,PROVISIONAL
d643c0c2-8d8f-4ec8-814b-7d4fd5c7644d,HARV_041.basePlot.ltr,D01,HARV,HARV_041,39,HARV_041_597,42.536795,-72.180797,361.6,evergreenForest,tower,WGS84,20.1,0.2,2015-05-15,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",ccahill@field-ops.org,20220207T172615Z,PROVISIONAL
05fa5c51-49f8-4c08-a97d-f8e33ba56402,HARV_041.basePlot.ltr,D01,HARV,HARV_041,23,HARV_041_264,42.536795,-72.180797,361.6,evergreenForest,tower,WGS84,20.1,0.2,2015-05-15,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",ccahill@field-ops.org,20220207T172615Z,PROVISIONAL
230288e9-ad53-4d96-8a2a-3d37b152493f,HARV_041.basePlot.ltr,D01,HARV,HARV_041,39,HARV_041_620,42.536795,-72.180797,361.6,evergreenForest,tower,WGS84,20.1,0.2,2015-05-15,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",ccahill@field-ops.org,20220207T172615Z,PROVISIONAL
ca2b3b50-6bab-42f6-aebe-c10a6e59eb05,HARV_041.basePlot.ltr,D01,HARV,HARV_041,23,HARV_041_401,42.536795,-72.180797,361.6,evergreenForest,tower,WGS84,20.1,0.2,2015-05-15,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",ccahill@field-ops.org,20220207T172615Z,PROVISIONAL
c2a60f77-fde7-4ab5-9590-0745e108d7ff,HARV_050.basePlot.ltr,D01,HARV,HARV_050,21,HARV_050_043,42.53627,-72.179357,368.4,mixedForest,tower,WGS84,20.2,0.4,2015-05-15,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",ccahill@field-ops.org,20220207T172615Z,PROVISIONAL
e17cd16b-dfef-41f4-a0e8-fbf32bd83f4e,HARV_049.basePlot.ltr,D01,HARV,HARV_049,23,HARV_049_437,42.535171,-72.179779,370,mixedForest,tower,WGS84,20.3,0.3,2015-05-15,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",ccahill@field-ops.org,20220207T172615Z,PROVISIONAL
69871b62-8918-4e01-8438-6bc0592f02c2,HARV_040.basePlot.ltr,D01,HARV,HARV_040,41,HARV_040_849,42.539918,-72.175931,342.8,mixedForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",gvanscoy@field-ops.org,20220207T172615Z,PROVISIONAL
d9c777c9-cb34-4ac7-a2bf-28d099e69c9b,HARV_036.basePlot.ltr,D01,HARV,HARV_036,23,HARV_036_414,42.542123,-72.173119,368.2,deciduousForest,tower,WGS84,20.1,0.2,2015-05-18,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",gvanscoy@field-ops.org,20220207T172615Z,PROVISIONAL
c601fb93-88d9-4c88-8f9e-7ee7a6041546,HARV_036.basePlot.ltr,D01,HARV,HARV_036,21,HARV_036_148,42.542123,-72.173119,368.2,deciduousForest,tower,WGS84,20.1,0.2,2015-05-18,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",gvanscoy@field-ops.org,20220207T172615Z,PROVISIONAL
75d90f70-e888-41c5-955e-30c181ff7b15,HARV_036.basePlot.ltr,D01,HARV,HARV_036,23,HARV_036_426,42.542123,-72.173119,368.2,deciduousForest,tower,WGS84,20.1,0.2,2015-05-18,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",llukas@field-ops.org,20220207T172615Z,PROVISIONAL
06e7a165-6c8f-4af7-83db-a26706983297,HARV_036.basePlot.ltr,D01,HARV,HARV_036,21,HARV_036_167,42.542123,-72.173119,368.2,deciduousForest,tower,WGS84,20.1,0.2,2015-05-18,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",gvanscoy@field-ops.org,20220207T172615Z,PROVISIONAL
dffb350d-1556-4f1d-a4ed-122b924c12ce,HARV_040.basePlot.ltr,D01,HARV,HARV_040,41,HARV_040_862,42.539918,-72.175931,342.8,mixedForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",gvanscoy@field-ops.org,20220207T172615Z,PROVISIONAL
80f803f9-5bfb-416c-a313-aa2dba7a829f,HARV_040.basePlot.ltr,D01,HARV,HARV_040,23,HARV_040_292,42.539918,-72.175931,342.8,mixedForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",llukas@field-ops.org,20220207T172615Z,PROVISIONAL
605c54e9-1c32-49e3-a4e1-ac5388c7deed,HARV_045.basePlot.ltr,D01,HARV,HARV_045,21,HARV_045_075,42.542078,-72.1713,370,deciduousForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",llukas@field-ops.org,20220207T172615Z,PROVISIONAL
c720fab2-bce8-4c0f-80fb-f91f70710d91,HARV_045.basePlot.ltr,D01,HARV,HARV_045,21,HARV_045_201,42.542078,-72.1713,370,deciduousForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",llukas@field-ops.org,20220207T172615Z,PROVISIONAL
2bd37df1-7d47-40fa-9521-1bfe3412e9ce,HARV_045.basePlot.ltr,D01,HARV,HARV_045,23,HARV_045_265,42.542078,-72.1713,370,deciduousForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",gvanscoy@field-ops.org,20220207T172615Z,PROVISIONAL
a388683e-5bd0-4cf6-abc2-aa1e0c09f2c6,HARV_045.basePlot.ltr,D01,HARV,HARV_045,23,HARV_045_384,42.542078,-72.1713,370,deciduousForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",gvanscoy@field-ops.org,20220207T172615Z,PROVISIONAL
1f3e230b-598d-4fba-9254-7512a35a8423,HARV_040.basePlot.ltr,D01,HARV,HARV_040,23,HARV_040_299,42.539918,-72.175931,342.8,mixedForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",llukas@field-ops.org,20220207T172615Z,PROVISIONAL
8022c7da-0083-4b2b-9564-8217eea2076b,HARV_047.basePlot.ltr,D01,HARV,HARV_047,21,HARV_047_111,42.536689,-72.175706,367.3,deciduousForest,tower,WGS84,20.2,0.4,2015-05-18,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",gvanscoy@field-ops.org,20220207T172615Z,PROVISIONAL
a4a5cd3a-68fe-477d-9584-387c8a4f78d9,HARV_034.basePlot.ltr,D01,HARV,HARV_034,39,HARV_034_608,42.535686,-72.177968,372.1,evergreenForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",sives@field-ops.org,20220207T172615Z,PROVISIONAL
551e6b3b-fafd-4981-9aa2-5d80261fc50a,HARV_051.basePlot.ltr,D01,HARV,HARV_051,39,HARV_051_653,42.534078,-72.179146,370,mixedForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",llukas@field-ops.org,20220207T172615Z,PROVISIONAL
52df23ac-c014-4050-8132-22a1227fb9cf,HARV_051.basePlot.ltr,D01,HARV,HARV_051,23,HARV_051_288,42.534078,-72.179146,370,mixedForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",llukas@field-ops.org,20220207T172615Z,PROVISIONAL
bc4c4564-b7c3-4adb-b265-c66c47d5c672,HARV_051.basePlot.ltr,D01,HARV,HARV_051,23,HARV_051_361,42.534078,-72.179146,370,mixedForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",llukas@field-ops.org,20220207T172615Z,PROVISIONAL
20210269-08c6-4d82-83d0-749021a9af81,HARV_042.basePlot.ltr,D01,HARV,HARV_042,39,HARV_042_557,42.534167,-72.176562,371,mixedForest,tower,WGS84,20.1,0.1,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",llukas@field-ops.org,20220207T172615Z,PROVISIONAL
d2f5ab31-db78-4d61-abdd-aac99178fb70,HARV_042.basePlot.ltr,D01,HARV,HARV_042,39,HARV_042_699,42.534167,-72.176562,371,mixedForest,tower,WGS84,20.1,0.1,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",llukas@field-ops.org,20220207T172615Z,PROVISIONAL
28d01da4-623c-49dd-8929-073b183e9da7,HARV_042.basePlot.ltr,D01,HARV,HARV_042,41,HARV_042_858,42.534167,-72.176562,371,mixedForest,tower,WGS84,20.1,0.1,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",llukas@field-ops.org,20220207T172615Z,PROVISIONAL
47f142d1-114b-45cd-ac4f-d480bfe6e4b7,HARV_047.basePlot.ltr,D01,HARV,HARV_047,21,HARV_047_142,42.536689,-72.175706,367.3,deciduousForest,tower,WGS84,20.2,0.4,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",sives@field-ops.org,20220207T172615Z,PROVISIONAL
025bc25f-5be5-449d-82bf-66b7bc34e6d7,HARV_042.basePlot.ltr,D01,HARV,HARV_042,41,HARV_042_809,42.534167,-72.176562,371,mixedForest,tower,WGS84,20.1,0.1,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",llukas@field-ops.org,20220207T172615Z,PROVISIONAL
fb6ea4d2-5c82-4ec8-a842-e7e36f5593d2,HARV_038.basePlot.ltr,D01,HARV,HARV_038,23,HARV_038_363,42.537334,-72.177877,367.4,mixedForest,tower,WGS84,20.2,0.3,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",sives@field-ops.org,20220207T172615Z,PROVISIONAL
c360630b-f223-4448-9bcf-fb48c739d483,HARV_038.basePlot.ltr,D01,HARV,HARV_038,39,HARV_038_543,42.537334,-72.177877,367.4,mixedForest,tower,WGS84,20.2,0.3,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",sives@field-ops.org,20220207T172615Z,PROVISIONAL
e6a02d4d-e50c-4d32-9a0b-2874a2e1fef5,HARV_038.basePlot.ltr,D01,HARV,HARV_038,23,HARV_038_385,42.537334,-72.177877,367.4,mixedForest,tower,WGS84,20.2,0.3,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",sives@field-ops.org,20220207T172615Z,PROVISIONAL
e2bf5c7d-0753-4847-a5f6-988c9fbe0677,HARV_037.basePlot.ltr,D01,HARV,HARV_037,41,HARV_037_849,42.537308,-72.179312,361.9,evergreenForest,tower,WGS84,20.1,0.2,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",sives@field-ops.org,20220207T172615Z,PROVISIONAL
5e6c8e58-cdda-48ab-b93b-f8ad02eb475e,HARV_037.basePlot.ltr,D01,HARV,HARV_037,23,HARV_037_292,42.537308,-72.179312,361.9,evergreenForest,tower,WGS84,20.1,0.2,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",sives@field-ops.org,20220207T172615Z,PROVISIONAL
258dc44c-df69-4b94-9a00-1e1acf31b336,HARV_037.basePlot.ltr,D01,HARV,HARV_037,23,HARV_037_299,42.537308,-72.179312,361.9,evergreenForest,tower,WGS84,20.1,0.2,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",sives@field-ops.org,20220207T172615Z,PROVISIONAL
e5d1e65f-303f-4074-b167-fff6e879b846,HARV_038.basePlot.ltr,D01,HARV,HARV_038,39,HARV_038_550,42.537334,-72.177877,367.4,mixedForest,tower,WGS84,20.2,0.3,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",sives@field-ops.org,20220207T172615Z,PROVISIONAL
06c001e9-4cda-4275-9290-735a3fabe9cc,HARV_034.basePlot.ltr,D01,HARV,HARV_034,23,HARV_034_371,42.535686,-72.177968,372.1,evergreenForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",sives@field-ops.org,20220207T172615Z,PROVISIONAL
19a71edf-b227-43da-b816-84d54c412357,HARV_034.basePlot.ltr,D01,HARV,HARV_034,39,HARV_034_680,42.535686,-72.177968,372.1,evergreenForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",sives@field-ops.org,20220207T172615Z,PROVISIONAL
15565535-48da-4f76-a64e-c574b0d5e30f,HARV_037.basePlot.ltr,D01,HARV,HARV_037,41,HARV_037_862,42.537308,-72.179312,361.9,evergreenForest,tower,WGS84,20.1,0.2,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",sives@field-ops.org,20220207T172615Z,PROVISIONAL
eb83360d-0289-4d98-9133-6809221911f7,HARV_034.basePlot.ltr,D01,HARV,HARV_034,23,HARV_034_259,42.535686,-72.177968,372.1,evergreenForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",sives@field-ops.org,20220207T172615Z,PROVISIONAL
2f7e8d0c-a00f-4b53-8b04-612f2f00b170,HARV_051.basePlot.ltr,D01,HARV,HARV_051,39,HARV_051_701,42.534078,-72.179146,370,mixedForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",llukas@field-ops.org,20220207T172615Z,PROVISIONAL
d8dab7b0-6066-4b5c-9402-4c60d7d90338,HARV_033.basePlot.ltr,D01,HARV,HARV_033,23,HARV_033_397,42.538302,-72.175607,358.8,deciduousForest,tower,WGS84,20.2,0.2,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T172615Z,PROVISIONAL
e32e71e7-6914-4d25-8ea3-dacb3adc7991,HARV_033.basePlot.ltr,D01,HARV,HARV_033,21,HARV_033_115,42.538302,-72.175607,358.8,deciduousForest,tower,WGS84,20.2,0.2,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T172615Z,PROVISIONAL
0d05775b-e981-4269-8ba6-586f796b1735,HARV_033.basePlot.ltr,D01,HARV,HARV_033,21,HARV_033_209,42.538302,-72.175607,358.8,deciduousForest,tower,WGS84,20.2,0.2,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T172615Z,PROVISIONAL
50ff6b17-d7b7-4083-bac8-b6c4734f3f0a,HARV_033.basePlot.ltr,D01,HARV,HARV_033,23,HARV_033_269,42.538302,-72.175607,358.8,deciduousForest,tower,WGS84,20.2,0.2,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T172615Z,PROVISIONAL
969aff6b-dfdf-4060-bc38-d19216ebbc8e,HARV_047.basePlot.ltr,D01,HARV,HARV_047,41,HARV_047_870,42.536689,-72.175706,367.3,deciduousForest,tower,WGS84,20.2,0.4,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,"",nhall@field-ops.org,20220207T172615Z,PROVISIONAL
d9a9d525-a198-441b-a99b-5cca1647a3ae,HARV_047.basePlot.ltr,D01,HARV,HARV_047,41,HARV_047_947,42.536689,-72.175706,367.3,deciduousForest,tower,WGS84,20.2,0.4,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T172615Z,PROVISIONAL
262ed295-599c-4fd7-a402-29538690a85f,HARV_039.basePlot.ltr,D01,HARV,HARV_039,39,HARV_039_660,42.533247,-72.17769,373.2,mixedForest,tower,WGS84,20.2,0.2,2015-05-21,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T172615Z,PROVISIONAL
46734da1-6b8a-4153-9a45-a240679ced7b,HARV_046.basePlot.ltr,D01,HARV,HARV_046,21,HARV_046_204,42.537915,-72.180759,361.4,mixedForest,tower,WGS84,20.3,0.3,2015-05-21,NEON.DOC.001710vB,Y,Elevated,Random,0.5,"",nhall@field-ops.org,20220207T172615Z,PROVISIONAL
