uid,namedLocation,domainID,siteID,plotID,trapID,setDate,collectDate,eventID,trappingDays,fieldSampleID,samplingProtocolVersion,trapCondition,toxicodendronPossible,remarks,measuredBy,recordedBy,publicationDate,release
d4abb780-c9f1-4ef8-b07a-b41d3a3dc7a5,HARV_045.basePlot.ltr,D01,HARV,HARV_045,HARV_045_265,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV045265.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,jwebber@field-ops.org,Jcoleman01@battelleecology.org,20211222T043359Z,RELEASE-2022
3a911329-95a1-4197-af62-0b53ddefecf0,HARV_034.basePlot.ltr,D01,HARV,HARV_034,HARV_034_371,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV034371.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jcoleman01@battelleecology.org,jwebber@field-ops.org,20211222T043359Z,RELEASE-2022
df82edf2-cfde-47fc-9d0f-1cdafcb8274a,HARV_048.basePlot.ltr,D01,HARV,HARV_048,HARV_048_355,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV048355.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jcoleman01@battelleecology.org,Jcoleman01@battelleecology.org,20211222T043359Z,RELEASE-2022
124a8fea-b082-407e-a2f3-285e167b5d6a,HARV_033.basePlot.ltr,D01,HARV,HARV_033,HARV_033_397,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV033397.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jcoleman01@battelleecology.org,Jcoleman01@battelleecology.org,20211222T043359Z,RELEASE-2022
3815df32-5def-4307-b90d-5d641ad8a6dd,HARV_049.basePlot.ltr,D01,HARV,HARV_049,HARV_049_890,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV049890.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jcoleman01@battelleecology.org,jwebber@field-ops.org,20211222T043359Z,RELEASE-2022
8c17a25a-e898-42b1-b718-79eb56834bf5,HARV_052.basePlot.ltr,D01,HARV,HARV_052,HARV_052_314,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV052314.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,jwebber@field-ops.org,jwebber@field-ops.org,20211222T043359Z,RELEASE-2022
24bb43d7-8f71-43c1-89c1-52c00c579a6f,HARV_043.basePlot.ltr,D01,HARV,HARV_043,HARV_043_007,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV043007.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jcoleman01@battelleecology.org,Jcoleman01@battelleecology.org,20211222T043359Z,RELEASE-2022
6d433c93-be8e-404c-905b-84ef338fe030,HARV_041.basePlot.ltr,D01,HARV,HARV_041,HARV_041_620,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV041620.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jcoleman01@battelleecology.org,jwebber@field-ops.org,20211222T043359Z,RELEASE-2022
73601e2a-b44d-4be0-9126-22ed6c86d5b6,HARV_042.basePlot.ltr,D01,HARV,HARV_042,HARV_042_699,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV042699.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,jwebber@field-ops.org,Jcoleman01@battelleecology.org,20211222T043359Z,RELEASE-2022
0be4df3c-45b7-409d-bc58-ca20719f8e2e,HARV_038.basePlot.ltr,D01,HARV,HARV_038,HARV_038_363,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV038363.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,jwebber@field-ops.org,jwebber@field-ops.org,20211222T043359Z,RELEASE-2022
1008d385-5886-47a5-803f-bb007f1ae726,HARV_044.basePlot.ltr,D01,HARV,HARV_044,HARV_044_111,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV044111.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jcoleman01@battelleecology.org,jwebber@field-ops.org,20211222T043359Z,RELEASE-2022
8463379b-ff9c-46c8-9745-e3a4c0d49b65,HARV_034.basePlot.ltr,D01,HARV,HARV_034,HARV_034_608,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV034608.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jcoleman01@battelleecology.org,jwebber@field-ops.org,20211222T043359Z,RELEASE-2022
e747a175-17b8-4148-9e43-5a1cdbd8c1d9,HARV_051.basePlot.ltr,D01,HARV,HARV_051,HARV_051_361,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV051361.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,jwebber@field-ops.org,jwebber@field-ops.org,20211222T043359Z,RELEASE-2022
0d06a735-03c3-4e83-903c-510f74e040df,HARV_035.basePlot.ltr,D01,HARV,HARV_035,HARV_035_120,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV035120.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jcoleman01@battelleecology.org,Jcoleman01@battelleecology.org,20211222T043359Z,RELEASE-2022
17c1d2c7-115a-4de0-95f7-5673d50c94f3,HARV_049.basePlot.ltr,D01,HARV,HARV_049,HARV_049_437,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV049437.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,jwebber@field-ops.org,jwebber@field-ops.org,20211222T043359Z,RELEASE-2022
528a2bd4-b4e6-44c4-a5c9-0632de870dee,HARV_047.basePlot.ltr,D01,HARV,HARV_047,HARV_047_947,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV047947.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,jwebber@field-ops.org,Jcoleman01@battelleecology.org,20211222T043359Z,RELEASE-2022
7482082d-9f7c-4315-864d-0c354b5f910a,HARV_036.basePlot.ltr,D01,HARV,HARV_036,HARV_036_182,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV036182.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,jwebber@field-ops.org,Jcoleman01@battelleecology.org,20211222T043359Z,RELEASE-2022
3c8ba510-9182-4bd1-a868-9652f65e392e,HARV_050.basePlot.ltr,D01,HARV,HARV_050,HARV_050_043,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV050043.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jcoleman01@battelleecology.org,jwebber@field-ops.org,20211222T043359Z,RELEASE-2022
008fa3dd-60cf-4788-bac1-28f9a88b9de7,HARV_036.basePlot.ltr,D01,HARV,HARV_036,HARV_036_426,2017-04-17,2017-06-12,LTR.2017.HARV.03,56,NEON.LTR.HARV036426.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jcoleman01@battelleecology.org,jwebber@field-ops.org,20211222T043359Z,RELEASE-2022
950c42fd-641a-4f7e-ba88-6d720b98bab7,HARV_040.basePlot.ltr,D01,HARV,HARV_040,HARV_040_849,2017-04-18,2017-06-12,LTR.2017.HARV.03,55,NEON.LTR.HARV040849.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,jwebber@field-ops.org,Jcoleman01@battelleecology.org,20211222T043359Z,RELEASE-2022
9f54a349-839d-4b9c-8389-4acb9ee6f4e8,HARV_040.basePlot.ltr,D01,HARV,HARV_040,HARV_040_292,2017-04-18,2017-06-12,LTR.2017.HARV.03,55,NEON.LTR.HARV040292.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jcoleman01@battelleecology.org,Jcoleman01@battelleecology.org,20211222T043359Z,RELEASE-2022
ef9cf0fc-70ce-49af-8401-727070f087c2,HARV_046.basePlot.ltr,D01,HARV,HARV_046,HARV_046_204,2017-04-18,2017-06-12,LTR.2017.HARV.03,55,NEON.LTR.HARV046204.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,Jcoleman01@battelleecology.org,jwebber@field-ops.org,20211222T043359Z,RELEASE-2022
82d2a088-2b72-4c96-a9bd-38b505e8f664,HARV_046.basePlot.ltr,D01,HARV,HARV_046,HARV_046_764,2017-04-18,2017-06-12,LTR.2017.HARV.03,55,NEON.LTR.HARV046764.20170612,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,jwebber@field-ops.org,jwebber@field-ops.org,20211222T043359Z,RELEASE-2022
2a256d85-cec7-4431-b689-bd0e6a7f9405,HARV_049.basePlot.ltr,D01,HARV,HARV_049,HARV_049_890,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV049890.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
2aa9de3f-5dfa-4199-bd21-9f4eb8de6f4f,HARV_048.basePlot.ltr,D01,HARV,HARV_048,HARV_048_701,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV048701.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
fd761d4d-61cb-4127-99ae-1dc5c77ee983,HARV_035.basePlot.ltr,D01,HARV,HARV_035,HARV_035_402,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV035402.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
aea081fa-d5d3-495c-aeca-a71c296a5cf7,HARV_043.basePlot.ltr,D01,HARV,HARV_043,HARV_043_550,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV043550.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
fd903bf2-4c75-4193-babe-7b6fdd1c71af,HARV_051.basePlot.ltr,D01,HARV,HARV_051,HARV_051_361,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV051361.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
6aec07c2-0016-4bed-8e23-0aadc89b7408,HARV_052.basePlot.ltr,D01,HARV,HARV_052,HARV_052_902,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV052902.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
3012f3f8-7da7-46ec-8e0d-93012d501242,HARV_049.basePlot.ltr,D01,HARV,HARV_049,HARV_049_437,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV049437.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
1ae0f040-ade1-425b-bd38-e69e833a07bd,HARV_050.basePlot.ltr,D01,HARV,HARV_050,HARV_050_947,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV050947.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
c3303ac5-9c39-41e5-bafe-0668bd2d9d3c,HARV_036.basePlot.ltr,D01,HARV,HARV_036,HARV_036_182,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV036182.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
7b2a4562-62bd-4990-8e77-982b00a6465e,HARV_042.basePlot.ltr,D01,HARV,HARV_042,HARV_042_858,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV042858.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
4ed64fce-5ce0-4057-93f8-06947f7bc26e,HARV_033.basePlot.ltr,D01,HARV,HARV_033,HARV_033_209,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV033209.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,Hole repaired with tape but it was loose with enough room for tsca needles to fall through,sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
2460913c-a6a3-41a7-91a8-1252a8fb7ad5,HARV_044.basePlot.ltr,D01,HARV,HARV_044,HARV_044_111,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV044111.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
3386e6a1-8314-487f-8739-d71042c3c3ee,HARV_041.basePlot.ltr,D01,HARV,HARV_041,HARV_041_620,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV041620.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
d5c0d6f6-a873-4643-905a-8a65bd206f99,HARV_045.basePlot.ltr,D01,HARV,HARV_045,HARV_045_265,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV045265.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
c585ac5b-e907-4daf-b193-6eb859de98b2,HARV_040.basePlot.ltr,D01,HARV,HARV_040,HARV_040_849,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV040849.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
58191f98-25dc-41fa-9321-e333e6c2e2e9,HARV_044.basePlot.ltr,D01,HARV,HARV_044,HARV_044_815,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV044815.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
90e9a175-f9f9-42c4-a44c-e7fb82f8f039,HARV_050.basePlot.ltr,D01,HARV,HARV_050,HARV_050_043,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV050043.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
32345224-d586-4ace-88b0-d7ac707f2f62,HARV_045.basePlot.ltr,D01,HARV,HARV_045,HARV_045_201,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV045201.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
76a00674-3b0e-4a5d-a9de-5095d9aa0306,HARV_033.basePlot.ltr,D01,HARV,HARV_033,HARV_033_397,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV033397.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
a143f946-84e0-4431-90ec-b5d8930784f3,HARV_052.basePlot.ltr,D01,HARV,HARV_052,HARV_052_314,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV052314.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
17bea0b2-9099-4c39-b2f4-6cbde1c5baba,HARV_039.basePlot.ltr,D01,HARV,HARV_039,HARV_039_660,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV039660.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
32765995-2a7a-4931-9d62-ab334e9c6b52,HARV_039.basePlot.ltr,D01,HARV,HARV_039,HARV_039_872,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV039872.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
92b405ee-7c7e-4ccc-a5c6-d3916b34621c,HARV_043.basePlot.ltr,D01,HARV,HARV_043,HARV_043_007,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV043007.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
5ecdaf28-15cd-48b9-b06d-81473a524993,HARV_042.basePlot.ltr,D01,HARV,HARV_042,HARV_042_699,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV042699.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
3625eaff-99ef-4a62-a41b-1101b828de02,HARV_051.basePlot.ltr,D01,HARV,HARV_051,HARV_051_571,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV051571.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,Small hole that could allow hemlock needles to pass through,sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
b56f83a2-816c-4d28-802d-a915246a17f2,HARV_046.basePlot.ltr,D01,HARV,HARV_046,HARV_046_764,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV046764.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,Taped up but not fully sealed.,sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
043acbbd-6f86-48a2-9751-9621e78cc53d,HARV_034.basePlot.ltr,D01,HARV,HARV_034,HARV_034_608,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV034608.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
13725516-92e2-4e99-a432-931d24ff8a95,HARV_038.basePlot.ltr,D01,HARV,HARV_038,HARV_038_543,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV038543.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,Small 1in tear near PVC,sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
7a0e0762-ce24-4efe-bb6a-7a19d30a5bc0,HARV_034.basePlot.ltr,D01,HARV,HARV_034,HARV_034_371,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV034371.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
4690edbb-4fb7-4cca-bb58-2331e2473aaa,HARV_040.basePlot.ltr,D01,HARV,HARV_040,HARV_040_292,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV040292.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
eae04505-ca65-413f-a70a-a82f49413e3f,HARV_037.basePlot.ltr,D01,HARV,HARV_037,HARV_037_849,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV037849.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
92975e82-2925-4ca9-9ac5-960c05ec0a2d,HARV_037.basePlot.ltr,D01,HARV,HARV_037,HARV_037_292,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV037292.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
de2acf6e-cea6-4aa8-9582-f4ca3f21f2f6,HARV_041.basePlot.ltr,D01,HARV,HARV_041,HARV_041_264,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV041264.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
076d3738-12c5-4e24-b3ec-d0a02f3fdff7,HARV_038.basePlot.ltr,D01,HARV,HARV_038,HARV_038_363,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV038363.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
d34d0b82-b801-4620-b2f1-4bdf1f3ed5aa,HARV_047.basePlot.ltr,D01,HARV,HARV_047,HARV_047_947,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV047947.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
5ca484fd-2ee6-44d8-ab70-668b7ffe48c8,HARV_048.basePlot.ltr,D01,HARV,HARV_048,HARV_048_355,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV048355.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
959522ed-d7e8-4e99-95a1-264714c3a81c,HARV_035.basePlot.ltr,D01,HARV,HARV_035,HARV_035_120,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV035120.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
d774012c-f0f9-40dc-83ac-b4e4e079028f,HARV_046.basePlot.ltr,D01,HARV,HARV_046,HARV_046_204,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV046204.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,Holes taped up but no litter lost,sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
b3e2342b-f4eb-40e6-8458-026a902955a4,HARV_036.basePlot.ltr,D01,HARV,HARV_036,HARV_036_426,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV036426.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
14e530d0-d83c-4620-b8bc-0e7bb288326e,HARV_047.basePlot.ltr,D01,HARV,HARV_047,HARV_047_111,2017-06-12,2017-08-07,LTR.2017.HARV.04,56,NEON.LTR.HARV047111.20170807,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,"",sstevens@battelleecology.org,chines@field-ops.org,20211221T203043Z,RELEASE-2022
25dc95e8-b09a-415c-8a6d-f63849c9ceeb,HARV_040.basePlot.ltr,D01,HARV,HARV_040,HARV_040_292,2017-08-07,2017-10-02,LTR.2017.HARV.05,56,NEON.LTR.HARV040292.20171002,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,gvanscoy@field-ops.org,bhudson@battelleecology.org,20211221T220531Z,RELEASE-2022
3bb67367-f148-40c2-b647-74566be78f80,HARV_042.basePlot.ltr,D01,HARV,HARV_042,HARV_042_699,2017-08-07,2017-10-02,LTR.2017.HARV.05,56,NEON.LTR.HARV042699.20171002,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,gvanscoy@field-ops.org,bhudson@battelleecology.org,20211221T220531Z,RELEASE-2022
fc739bc2-ff05-41b0-940a-7cb374e5017e,HARV_045.basePlot.ltr,D01,HARV,HARV_045,HARV_045_201,2017-08-07,2017-10-02,LTR.2017.HARV.05,56,NEON.LTR.HARV045201.20171002,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,gvanscoy@field-ops.org,bhudson@battelleecology.org,20211221T220531Z,RELEASE-2022
6ade17ae-cccc-4fa5-81f0-dcf15e7afb43,HARV_038.basePlot.ltr,D01,HARV,HARV_038,HARV_038_543,2017-08-07,2017-10-02,LTR.2017.HARV.05,56,NEON.LTR.HARV038543.20171002,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,gvanscoy@field-ops.org,bhudson@battelleecology.org,20211221T220531Z,RELEASE-2022
744c197f-146c-4e6c-a6ca-fb80a42a25f3,HARV_049.basePlot.ltr,D01,HARV,HARV_049,HARV_049_890,2017-08-07,2017-10-02,LTR.2017.HARV.05,56,NEON.LTR.HARV049890.20171002,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,gvanscoy@field-ops.org,bhudson@battelleecology.org,20211221T220531Z,RELEASE-2022
07467186-738d-4bf5-8e35-6c3ac80a7a61,HARV_047.basePlot.ltr,D01,HARV,HARV_047,HARV_047_111,2017-08-07,2017-10-02,LTR.2017.HARV.05,56,NEON.LTR.HARV047111.20171002,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,gvanscoy@field-ops.org,bhudson@battelleecology.org,20211221T220531Z,RELEASE-2022
6e1f4d26-63ca-486c-a024-71113d6b052c,HARV_035.basePlot.ltr,D01,HARV,HARV_035,HARV_035_402,2017-08-07,2017-10-02,LTR.2017.HARV.05,56,NEON.LTR.HARV035402.20171002,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,gvanscoy@field-ops.org,bhudson@battelleecology.org,20211221T220531Z,RELEASE-2022
3798d5e1-61fb-42f6-bb45-5adb08d7898e,HARV_048.basePlot.ltr,D01,HARV,HARV_048,HARV_048_355,2017-08-07,2017-10-02,LTR.2017.HARV.05,56,NEON.LTR.HARV048355.20171002,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,gvanscoy@field-ops.org,bhudson@battelleecology.org,20211221T220531Z,RELEASE-2022
103bb9d9-11b5-4f6b-ba36-bb4f1616e9f1,HARV_044.basePlot.ltr,D01,HARV,HARV_044,HARV_044_111,2017-08-07,2017-10-02,LTR.2017.HARV.05,56,NEON.LTR.HARV044111.20171002,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,gvanscoy@field-ops.org,bhudson@battelleecology.org,20211221T220531Z,RELEASE-2022
