uid,namedLocation,domainID,siteID,plotID,collectDate,processedDate,sampleMaterial,geneticSampleID,laboratoryName,dnaSampleID,dnaSampleCode,internalLabID,testProtocolVersion,nucleicAcidConcentration,inhibitorRemovalRequired,targetGene,targetTaxonGroup,meanCopyNumber,copyNumberStandardDeviation,processedBy,reviewedBy,remarks,publicationDate,release
f441023f-454b-4678-a713-058f0aeb1db4,HARV_034.basePlot.bgc,D01,HARV,HARV_034,2016-08-02T18:31Z,2018-09-10,soil,HARV_034-O-18-8-20160802-GEN,Battelle Applied Genomics,HARV_034-O-18-8-20160802-GEN-DNA3,,BMI_Plate2WellB6,BMI_qPCR_SOP_v6,31,N,ITS,fungi,22.8,0.9,/4JMnnzktjKOnJ64C5ylpQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T170130Z,RELEASE-2021
50179ad2-c500-4498-b752-f8195bb116ac,HARV_034.basePlot.bgc,D01,HARV,HARV_034,2016-08-02T19:05Z,2017-09-11,soil,HARV_034-O-36.5-37.5-20160802-GEN,Battelle Applied Genomics,HARV_034-O-36.5-37.5-20160802-GEN-DNA3,,BMI_Plate2WellC7,BMI_qPCR_SOP_v1,28,N,ITS,fungi,0.1,0,EpO2CC/Vy5ISfMKifWWP0Q==,hZbYwvE98vBA1vUJjmUdFg==,"",20201217T170130Z,RELEASE-2021
f4e59e85-9dfe-473d-ab3e-e751f689ac29,HARV_034.basePlot.bgc,D01,HARV,HARV_034,2016-08-02T19:05Z,2017-09-09,soil,HARV_034-O-36.5-37.5-20160802-GEN,Battelle Applied Genomics,HARV_034-O-36.5-37.5-20160802-GEN-DNA3,,BMI_Plate2WellC7,BMI_qPCR_SOP_v1,28,N,16S,bacteria and archaea,118.7,19.1,EpO2CC/Vy5ISfMKifWWP0Q==,hZbYwvE98vBA1vUJjmUdFg==,"",20201217T170130Z,RELEASE-2021
2e70e2e7-92f6-480a-b60d-34cc6d515672,HARV_013.basePlot.bgc,D01,HARV,HARV_013,2016-08-03T13:49Z,2017-09-11,soil,HARV_013-O-1.5-8.5-20160803-GEN,Battelle Applied Genomics,HARV_013-O-1.5-8.5-20160803-GEN-DNA3,,BMI_Plate2WellA12,BMI_qPCR_SOP_v1,7.1,N,ITS,fungi,0,0,EpO2CC/Vy5ISfMKifWWP0Q==,hZbYwvE98vBA1vUJjmUdFg==,"",20201217T170130Z,RELEASE-2021
4dc09e19-1d38-4543-a5d0-e0b98f59d23a,HARV_013.basePlot.bgc,D01,HARV,HARV_013,2016-08-03T14:11Z,2017-09-02,soil,HARV_013-O-23.5-38-20160803-GEN,Battelle Applied Genomics,HARV_013-O-23.5-38-20160803-GEN-DNA3,,BMI_Plate2WellE2,BMI_qPCR_SOP_v1,16,N,ITS,fungi,0,0,EpO2CC/Vy5ISfMKifWWP0Q==,hZbYwvE98vBA1vUJjmUdFg==,"",20201217T170130Z,RELEASE-2021
21e17fc0-7326-469b-a830-19a96092e7cb,HARV_001.basePlot.bgc,D01,HARV,HARV_001,2016-08-03T15:16Z,2017-08-28,soil,HARV_001-O-38.5-1-20160803-GEN,Battelle Applied Genomics,HARV_001-O-38.5-1-20160803-GEN-DNA1,,BMI_Plate1WellC3,BMI_qPCR_SOP_v1,119,N,ITS,fungi,58.2,15.4,EpO2CC/Vy5ISfMKifWWP0Q==,RuY12me+ipXm0I2ck7Euxg==,"",20201217T170130Z,RELEASE-2021
51114662-132e-4c7d-a894-788f03ac9f4c,HARV_001.basePlot.bgc,D01,HARV,HARV_001,2016-08-03T15:48Z,2017-08-30,soil,HARV_001-O-2.5-18-20160803-GEN,Battelle Applied Genomics,HARV_001-O-2.5-18-20160803-GEN-DNA1,,BMI_Plate1WellC8,BMI_qPCR_SOP_v1,16,N,16S,bacteria and archaea,169.3,64.6,EpO2CC/Vy5ISfMKifWWP0Q==,rxnG2CiGqmtjb2l9Nr0Pnw==,"",20201217T170130Z,RELEASE-2021
ef4e849a-4f22-4928-a90e-11c722baa866,HARV_001.basePlot.bgc,D01,HARV,HARV_001,2016-08-03T15:48Z,2017-09-02,soil,HARV_001-O-2.5-18-20160803-GEN,Battelle Applied Genomics,HARV_001-O-2.5-18-20160803-GEN-DNA1,,BMI_Plate1WellC8,BMI_qPCR_SOP_v1,16,N,ITS,fungi,2.1,0.4,EpO2CC/Vy5ISfMKifWWP0Q==,rxnG2CiGqmtjb2l9Nr0Pnw==,"",20201217T170130Z,RELEASE-2021
1c6a52d9-0ff3-41ad-8342-750057d6341c,HARV_001.basePlot.bgc,D01,HARV,HARV_001,2016-08-03T16:12Z,2017-09-02,soil,HARV_001-O-30.5-37.5-20160803-GEN,Battelle Applied Genomics,HARV_001-O-30.5-37.5-20160803-GEN-DNA1,,BMI_Plate1WellE9,BMI_qPCR_SOP_v1,12,N,ITS,fungi,151.8,68.3,EpO2CC/Vy5ISfMKifWWP0Q==,rxnG2CiGqmtjb2l9Nr0Pnw==,"",20201217T170130Z,RELEASE-2021
8dcc6ffb-8828-46b3-8910-6cd8fb2896b2,HARV_001.basePlot.bgc,D01,HARV,HARV_001,2016-08-03T16:12Z,2017-08-30,soil,HARV_001-O-30.5-37.5-20160803-GEN,Battelle Applied Genomics,HARV_001-O-30.5-37.5-20160803-GEN-DNA1,,BMI_Plate1WellE9,BMI_qPCR_SOP_v1,12,N,16S,bacteria and archaea,32022.3,6924.1,EpO2CC/Vy5ISfMKifWWP0Q==,rxnG2CiGqmtjb2l9Nr0Pnw==,"",20201217T170130Z,RELEASE-2021
ec522e28-c4cd-4515-acdd-3f03d4daa751,HARV_010.basePlot.bgc,D01,HARV,HARV_010,2016-08-03T17:30Z,2017-08-28,soil,HARV_010-O-28-6-20160803-GEN,Battelle Applied Genomics,HARV_010-O-28-6-20160803-GEN-DNA1,,BMI_Plate1WellB3,BMI_qPCR_SOP_v1,132,N,ITS,fungi,35.4,9.4,EpO2CC/Vy5ISfMKifWWP0Q==,RuY12me+ipXm0I2ck7Euxg==,"",20201217T170130Z,RELEASE-2021
bf4dfe90-eee5-4375-bb74-881f0933c381,HARV_004.basePlot.bgc,D01,HARV,HARV_004,2016-08-03T18:49Z,2017-08-30,soil,HARV_004-O-24.5-1-20160803-GEN,Battelle Applied Genomics,HARV_004-O-24.5-1-20160803-GEN-DNA1,,BMI_Plate1WellB4,BMI_qPCR_SOP_v1,72,N,16S,bacteria and archaea,84.8,42.3,EpO2CC/Vy5ISfMKifWWP0Q==,RuY12me+ipXm0I2ck7Euxg==,"",20201217T170130Z,RELEASE-2021
ccda6dfe-fbc1-409d-b722-1239133c5f11,HARV_004.basePlot.bgc,D01,HARV,HARV_004,2016-08-03T18:49Z,2017-08-30,soil,HARV_004-O-24.5-1-20160803-GEN,Battelle Applied Genomics,HARV_004-O-24.5-1-20160803-GEN-DNA1,,BMI_Plate1WellB4,BMI_qPCR_SOP_v1,72,N,ITS,fungi,0.3,0.1,EpO2CC/Vy5ISfMKifWWP0Q==,rxnG2CiGqmtjb2l9Nr0Pnw==,"",20201217T170130Z,RELEASE-2021
cd923c93-48bf-4d66-902d-319511f945fc,HARV_004.basePlot.bgc,D01,HARV,HARV_004,2016-08-03T19:26Z,2017-09-02,soil,HARV_004-O-9.5-33-20160803-GEN,Battelle Applied Genomics,HARV_004-O-9.5-33-20160803-GEN-DNA1,,BMI_Plate1WellA9,BMI_qPCR_SOP_v1,1,N,ITS,fungi,0,0,EpO2CC/Vy5ISfMKifWWP0Q==,rxnG2CiGqmtjb2l9Nr0Pnw==,"",20201217T170130Z,RELEASE-2021
695ff70c-fbcf-4dae-98a4-48d0742e7e3c,HARV_020.basePlot.bgc,D01,HARV,HARV_020,2016-08-09T14:54Z,2018-10-08,soil,HARV_020-O-35.5-7.5-20160809-GEN,Battelle Applied Genomics,HARV_020-O-35.5-7.5-20160809-GEN-DNA1,,BMI_Plate75WellD1,BMI_qPCR_SOP_v6,60,N,ITS,fungi,15.3,1.2,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution included in calculation,20201217T170130Z,RELEASE-2021
76eeb78d-c6c8-4be9-a5fd-45ecd353c7d5,HARV_020.basePlot.bgc,D01,HARV,HARV_020,2016-08-09T14:54Z,2018-10-05,soil,HARV_020-O-35.5-7.5-20160809-GEN,Battelle Applied Genomics,HARV_020-O-35.5-7.5-20160809-GEN-DNA1,,BMI_Plate75WellD1,BMI_qPCR_SOP_v6,60,N,16S,bacteria and archaea,32619.7,5156.7,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution included in calculation,20201217T170130Z,RELEASE-2021
21fb6852-4305-45f9-be8a-4497304472f3,HARV_002.basePlot.bgc,D01,HARV,HARV_002,2016-08-09T16:32Z,2017-08-30,soil,HARV_002-O-19.5-39-20160809-GEN,Battelle Applied Genomics,HARV_002-O-19.5-39-20160809-GEN-DNA1,,BMI_Plate1WellA4,BMI_qPCR_SOP_v1,18,N,16S,bacteria and archaea,40.7,6.1,EpO2CC/Vy5ISfMKifWWP0Q==,RuY12me+ipXm0I2ck7Euxg==,"",20201217T170130Z,RELEASE-2021
d99c260a-69ac-4978-bbe7-4caf28070bbe,HARV_002.basePlot.bgc,D01,HARV,HARV_002,2016-08-09T16:57Z,2017-08-28,soil,HARV_002-O-39-7-20160809-GEN,Battelle Applied Genomics,HARV_002-O-39-7-20160809-GEN-DNA1,,BMI_Plate1WellA3,BMI_qPCR_SOP_v1,54,N,ITS,fungi,36.8,8.8,EpO2CC/Vy5ISfMKifWWP0Q==,RuY12me+ipXm0I2ck7Euxg==,"",20201217T170130Z,RELEASE-2021
f4ad04c3-7f49-4ddc-83c3-ab58f353eca5,HARV_002.basePlot.bgc,D01,HARV,HARV_002,2016-08-09T17:25Z,2017-08-28,soil,HARV_002-O-1.5-7-20160809-GEN,Battelle Applied Genomics,HARV_002-O-1.5-7-20160809-GEN-DNA1,,BMI_Plate1WellB2,BMI_qPCR_SOP_v1,63,N,ITS,fungi,88.5,1.7,EpO2CC/Vy5ISfMKifWWP0Q==,RuY12me+ipXm0I2ck7Euxg==,"",20201217T170130Z,RELEASE-2021
e5278479-9594-4183-a13f-f55c19376c0e,HARV_002.basePlot.bgc,D01,HARV,HARV_002,2016-08-09T17:25Z,2017-08-28,soil,HARV_002-O-1.5-7-20160809-GEN,Battelle Applied Genomics,HARV_002-O-1.5-7-20160809-GEN-DNA1,,BMI_Plate1WellB2,BMI_qPCR_SOP_v1,63,N,16S,bacteria and archaea,4896.3,373.7,EpO2CC/Vy5ISfMKifWWP0Q==,hZbYwvE98vBA1vUJjmUdFg==,"",20201217T170130Z,RELEASE-2021
c58ec8c2-046f-4871-91d4-fa15ea0c7e12,HARV_020.basePlot.bgc,D01,HARV,HARV_020,2016-08-11T17:55Z,2017-09-09,soil,HARV_020-O-31-27-20160811-GEN,Battelle Applied Genomics,HARV_020-O-31-27-20160811-GEN-DNA3,,BMI_Plate2WellF6,BMI_qPCR_SOP_v1,41,N,16S,bacteria and archaea,3256.1,816.2,EpO2CC/Vy5ISfMKifWWP0Q==,hZbYwvE98vBA1vUJjmUdFg==,"",20201217T170130Z,RELEASE-2021
5dd3ef2a-616a-4b0c-bb9d-a2fe1745c6d4,HARV_020.basePlot.bgc,D01,HARV,HARV_020,2016-08-11T17:55Z,2018-09-10,soil,HARV_020-O-31-27-20160811-GEN,Battelle Applied Genomics,HARV_020-O-31-27-20160811-GEN-DNA3,,BMI_Plate2WellF6,BMI_qPCR_SOP_v6,41,N,ITS,fungi,15.4,0.8,/4JMnnzktjKOnJ64C5ylpQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T170130Z,RELEASE-2021
ce284377-efc0-4264-87b3-e0003aa74450,HARV_020.basePlot.bgc,D01,HARV,HARV_020,2016-08-11T18:27Z,2017-09-09,soil,HARV_020-O-17-31-20160811-GEN,Battelle Applied Genomics,HARV_020-O-17-31-20160811-GEN-DNA2,,BMI_Plate2WellF7,BMI_qPCR_SOP_v1,34,N,16S,bacteria and archaea,1996.1,604.5,EpO2CC/Vy5ISfMKifWWP0Q==,hZbYwvE98vBA1vUJjmUdFg==,"",20201217T170130Z,RELEASE-2021
a928e13c-e847-4d9b-9d6e-7fdee2581fd8,HARV_020.basePlot.bgc,D01,HARV,HARV_020,2016-08-11T18:27Z,2017-09-11,soil,HARV_020-O-17-31-20160811-GEN,Battelle Applied Genomics,HARV_020-O-17-31-20160811-GEN-DNA2,,BMI_Plate2WellF7,BMI_qPCR_SOP_v1,34,N,ITS,fungi,2.8,0.3,EpO2CC/Vy5ISfMKifWWP0Q==,hZbYwvE98vBA1vUJjmUdFg==,"",20201217T170130Z,RELEASE-2021
0b9784bc-8db4-4917-bc9d-05a6378c3aec,HARV_020.basePlot.bgc,D01,HARV,HARV_020,2016-08-11T18:27Z,2017-09-09,soil,HARV_020-O-17-31-20160811-GEN,Battelle Applied Genomics,HARV_020-O-17-31-20160811-GEN-DNA3,,BMI_Plate2WellC12,BMI_qPCR_SOP_v1,13,N,16S,bacteria and archaea,225.7,40.8,EpO2CC/Vy5ISfMKifWWP0Q==,hZbYwvE98vBA1vUJjmUdFg==,"",20201217T170130Z,RELEASE-2021
f23fc150-f4df-4c32-8c24-1617be885aae,HARV_020.basePlot.bgc,D01,HARV,HARV_020,2016-08-11T18:27Z,2017-09-11,soil,HARV_020-O-17-31-20160811-GEN,Battelle Applied Genomics,HARV_020-O-17-31-20160811-GEN-DNA3,,BMI_Plate2WellC12,BMI_qPCR_SOP_v1,13,N,ITS,fungi,0.2,0.1,EpO2CC/Vy5ISfMKifWWP0Q==,hZbYwvE98vBA1vUJjmUdFg==,"",20201217T170130Z,RELEASE-2021
c370af32-d4a4-4ad2-9be5-b7d4ba142b9a,HARV_013.basePlot.bgc,D01,HARV,HARV_013,2016-12-05T15:15Z,2018-06-07,soil,HARV_013-O-10.5-4-20161205-GEN,Battelle Applied Genomics,HARV_013-O-10.5-4-20161205-GEN-DNA1,,BMI_Plate62WellF9,BMI_qPCR_SOP_v5,51,N,16S,bacteria and archaea,61432.3,2183.7,vMLbKuU6fpHPtzVuPHJJHg==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T164200Z,RELEASE-2021
0dd85652-8dce-434a-812f-ded5c4d077b3,HARV_013.basePlot.bgc,D01,HARV,HARV_013,2016-12-05T15:15Z,2018-06-13,soil,HARV_013-O-10.5-4-20161205-GEN,Battelle Applied Genomics,HARV_013-O-10.5-4-20161205-GEN-DNA1,,BMI_Plate62WellF9,BMI_qPCR_SOP_v5,51,N,ITS,fungi,52.1,0.7,lB45gbSpt1o9A1rsmuBeww==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T164200Z,RELEASE-2021
7504e6d2-b3c4-4219-870a-b348c65093aa,HARV_033.basePlot.bgc,D01,HARV,HARV_033,2016-12-05T15:30Z,2018-06-15,soil,HARV_033-O-33-5-20161205-GEN,Battelle Applied Genomics,HARV_033-O-33-5-20161205-GEN-DNA1,,BMI_Plate63WellC10,BMI_qPCR_SOP_v5,15,N,16S,bacteria and archaea,12963.7,4192.4,lB45gbSpt1quifC/yR2GrQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T164200Z,RELEASE-2021
74cf9cac-ae80-4626-9c84-0ac98c003897,HARV_033.basePlot.bgc,D01,HARV,HARV_033,2016-12-05T15:30Z,2018-07-24,soil,HARV_033-O-33-5-20161205-GEN,Battelle Applied Genomics,HARV_033-O-33-5-20161205-GEN-DNA1,,BMI_Plate63WellC10,BMI_qPCR_SOP_v6,15,N,ITS,fungi,7,0.2,lB45gbSpt1quifC/yR2GrQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T164200Z,RELEASE-2021
398d9eb0-dffd-4f9d-a3d6-6c15201b5d09,HARV_013.basePlot.bgc,D01,HARV,HARV_013,2016-12-05T15:43Z,2018-06-08,soil,HARV_013-O-20-0-20161205-GEN,Battelle Applied Genomics,HARV_013-O-20-0-20161205-GEN-DNA1,,BMI_Plate62WellF12,BMI_qPCR_SOP_v5,18,N,16S,bacteria and archaea,62283.6,14311.7,hZbYwvE98vAJ9xQ7q9q84A==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T164200Z,RELEASE-2021
9ab01786-07bf-4c5a-ba94-8395da74e5b3,HARV_013.basePlot.bgc,D01,HARV,HARV_013,2016-12-05T15:43Z,2018-06-14,soil,HARV_013-O-20-0-20161205-GEN,Battelle Applied Genomics,HARV_013-O-20-0-20161205-GEN-DNA1,,BMI_Plate62WellF12,BMI_qPCR_SOP_v5,18,N,ITS,fungi,75.2,2.1,vMLbKuU6fpHQRZdWLavRHQ==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T164200Z,RELEASE-2021
e8dc14aa-8f76-4d36-90fe-c35effb0ce5d,HARV_033.basePlot.bgc,D01,HARV,HARV_033,2016-12-05T15:44Z,2018-07-24,soil,HARV_033-O-22-32.5-20161205-GEN,Battelle Applied Genomics,HARV_033-O-22-32.5-20161205-GEN-DNA1,,BMI_Plate63WellC8,BMI_qPCR_SOP_v6,78,N,ITS,fungi,5.4,0.3,lB45gbSpt1quifC/yR2GrQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T164200Z,RELEASE-2021
78f12e56-1600-4e76-ae0d-23b6386f8ead,HARV_033.basePlot.bgc,D01,HARV,HARV_033,2016-12-05T15:44Z,2018-06-13,soil,HARV_033-O-22-32.5-20161205-GEN,Battelle Applied Genomics,HARV_033-O-22-32.5-20161205-GEN-DNA1,,BMI_Plate63WellC8,BMI_qPCR_SOP_v5,78,N,16S,bacteria and archaea,39157.7,9339.6,lB45gbSpt1quifC/yR2GrQ==,hZbYwvE98vC74xef62GeRA==,1:100 dilution; included in calculations,20201217T164200Z,RELEASE-2021
8a5282a9-fffe-40b0-967a-ebbcfaa657ea,HARV_033.basePlot.bgc,D01,HARV,HARV_033,2016-12-05T15:57Z,2018-07-24,soil,HARV_033-O-16.5-31-20161205-GEN,Battelle Applied Genomics,HARV_033-O-16.5-31-20161205-GEN-DNA1,,BMI_Plate63WellC7,BMI_qPCR_SOP_v6,28,N,ITS,fungi,25.2,2.2,lB45gbSpt1quifC/yR2GrQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T164200Z,RELEASE-2021
8954d41c-9b6a-4451-bd09-6f1e8f13870d,HARV_033.basePlot.bgc,D01,HARV,HARV_033,2016-12-05T15:57Z,2018-06-13,soil,HARV_033-O-16.5-31-20161205-GEN,Battelle Applied Genomics,HARV_033-O-16.5-31-20161205-GEN-DNA1,,BMI_Plate63WellC7,BMI_qPCR_SOP_v5,28,N,16S,bacteria and archaea,74593.4,18476.8,lB45gbSpt1quifC/yR2GrQ==,hZbYwvE98vC74xef62GeRA==,1:100 dilution; included in calculations,20201217T164200Z,RELEASE-2021
1d693bef-c364-4ca6-8bba-08cbd1943a07,HARV_013.basePlot.bgc,D01,HARV,HARV_013,2016-12-05T16:08Z,2018-06-11,soil,HARV_013-O-31-32.5-20161205-GEN,Battelle Applied Genomics,HARV_013-O-31-32.5-20161205-GEN-DNA1,,BMI_Plate62WellG1,BMI_qPCR_SOP_v5,42,N,ITS,fungi,82.5,5.3,vMLbKuU6fpHPtzVuPHJJHg==,lB45gbSpt1o9A1rsmuBeww==,1:10 dilution; included in calculations,20201217T164200Z,RELEASE-2021
304d1657-79aa-44e1-a1f8-0c28d93c7138,HARV_013.basePlot.bgc,D01,HARV,HARV_013,2016-12-05T16:08Z,2018-06-07,soil,HARV_013-O-31-32.5-20161205-GEN,Battelle Applied Genomics,HARV_013-O-31-32.5-20161205-GEN-DNA1,,BMI_Plate62WellG1,BMI_qPCR_SOP_v5,42,N,16S,bacteria and archaea,169836.7,3297.6,lB45gbSpt1pn43dN2c9shg==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T164200Z,RELEASE-2021
8c30dbd3-c280-4078-9378-485104a32fc6,HARV_034.basePlot.bgc,D01,HARV,HARV_034,2016-12-05T16:40Z,2018-06-07,soil,HARV_034-O-8-37-20161205-GEN,Battelle Applied Genomics,HARV_034-O-8-37-20161205-GEN-DNA1,,BMI_Plate62WellG9,BMI_qPCR_SOP_v5,12,N,16S,bacteria and archaea,80131.4,2594.4,vMLbKuU6fpHPtzVuPHJJHg==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T164200Z,RELEASE-2021
42a2bdd0-cf96-4ce9-b07c-590df48086ce,HARV_034.basePlot.bgc,D01,HARV,HARV_034,2016-12-05T16:40Z,2018-06-13,soil,HARV_034-O-8-37-20161205-GEN,Battelle Applied Genomics,HARV_034-O-8-37-20161205-GEN-DNA1,,BMI_Plate62WellG9,BMI_qPCR_SOP_v5,12,N,ITS,fungi,84.9,8.5,lB45gbSpt1o9A1rsmuBeww==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T164200Z,RELEASE-2021
56145eb3-4faf-426a-9144-bbbb0d486443,HARV_034.basePlot.bgc,D01,HARV,HARV_034,2016-12-05T17:01Z,2018-06-11,soil,HARV_034-O-2.5-15.5-20161205-GEN,Battelle Applied Genomics,HARV_034-O-2.5-15.5-20161205-GEN-DNA1,,BMI_Plate63WellD1,BMI_qPCR_SOP_v5,38,N,16S,bacteria and archaea,48454,1775.4,hZbYwvE98vBGFKVOstOfUQ==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T164200Z,RELEASE-2021
c10afa46-c89d-476a-b2b8-841685f4df8e,HARV_001.basePlot.bgc,D01,HARV,HARV_001,2016-12-05T17:08Z,2018-06-13,soil,HARV_001-O-1-26-20161205-GEN,Battelle Applied Genomics,HARV_001-O-1-26-20161205-GEN-DNA1,,BMI_Plate62WellD9,BMI_qPCR_SOP_v5,2.1,N,ITS,fungi,13.3,2,lB45gbSpt1o9A1rsmuBeww==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T164200Z,RELEASE-2021
287b971b-8c58-427b-8b96-f389d0937a6c,HARV_001.basePlot.bgc,D01,HARV,HARV_001,2016-12-05T17:08Z,2018-06-07,soil,HARV_001-O-1-26-20161205-GEN,Battelle Applied Genomics,HARV_001-O-1-26-20161205-GEN-DNA1,,BMI_Plate62WellD9,BMI_qPCR_SOP_v5,2.1,N,16S,bacteria and archaea,124384,10000,vMLbKuU6fpHPtzVuPHJJHg==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T164200Z,RELEASE-2021
b31be141-af75-4c28-8eb5-86ae1c7b6524,HARV_001.basePlot.bgc,D01,HARV,HARV_001,2016-12-05T17:27Z,2018-06-14,soil,HARV_001-O-23-31-20161205-GEN,Battelle Applied Genomics,HARV_001-O-23-31-20161205-GEN-DNA1,,BMI_Plate62WellD10,BMI_qPCR_SOP_v5,21,N,ITS,fungi,44.7,3,vMLbKuU6fpHQRZdWLavRHQ==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T164200Z,RELEASE-2021
fbb704a0-192e-4a2c-b3b6-af67d8972197,HARV_001.basePlot.bgc,D01,HARV,HARV_001,2016-12-05T17:27Z,2018-06-08,soil,HARV_001-O-23-31-20161205-GEN,Battelle Applied Genomics,HARV_001-O-23-31-20161205-GEN-DNA1,,BMI_Plate62WellD10,BMI_qPCR_SOP_v5,21,N,16S,bacteria and archaea,98076.1,12214.7,hZbYwvE98vAJ9xQ7q9q84A==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T164200Z,RELEASE-2021
d7ce465e-b7c3-4ff6-a763-ca6317c263f7,HARV_034.basePlot.bgc,D01,HARV,HARV_034,2016-12-05T17:28Z,2018-06-11,soil,HARV_034-O-27.5-0.5-20161205-GEN,Battelle Applied Genomics,HARV_034-O-27.5-0.5-20161205-GEN-DNA1,,BMI_Plate63WellD2,BMI_qPCR_SOP_v5,2.1,N,16S,bacteria and archaea,50194.6,12791.5,hZbYwvE98vBGFKVOstOfUQ==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T164200Z,RELEASE-2021
f739d365-88ef-474e-b9fa-79fa6e83c029,HARV_034.basePlot.bgc,D01,HARV,HARV_034,2016-12-05T17:28Z,2018-07-23,soil,HARV_034-O-27.5-0.5-20161205-GEN,Battelle Applied Genomics,HARV_034-O-27.5-0.5-20161205-GEN-DNA1,,BMI_Plate63WellD2,BMI_qPCR_SOP_v6,2.1,N,ITS,fungi,9.5,2,lB45gbSpt1quifC/yR2GrQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T164200Z,RELEASE-2021
d6a66fde-8ee5-4785-8a4a-b8f034344456,HARV_001.basePlot.bgc,D01,HARV,HARV_001,2016-12-05T17:45Z,2018-06-08,soil,HARV_001-O-34-12-20161205-GEN,Battelle Applied Genomics,HARV_001-O-34-12-20161205-GEN-DNA1,,BMI_Plate62WellD11,BMI_qPCR_SOP_v5,12,N,16S,bacteria and archaea,89273.1,13200.5,hZbYwvE98vAJ9xQ7q9q84A==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T164200Z,RELEASE-2021
b5bf17e3-c4cd-4260-844e-276fc0d9c77c,HARV_001.basePlot.bgc,D01,HARV,HARV_001,2016-12-05T17:45Z,2018-06-14,soil,HARV_001-O-34-12-20161205-GEN,Battelle Applied Genomics,HARV_001-O-34-12-20161205-GEN-DNA1,,BMI_Plate62WellD11,BMI_qPCR_SOP_v5,12,N,ITS,fungi,223.9,9.8,vMLbKuU6fpHQRZdWLavRHQ==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T164200Z,RELEASE-2021
2c630418-9c88-4a8a-bb6e-49f152577d0b,HARV_010.basePlot.bgc,D01,HARV,HARV_010,2016-12-05T18:25Z,2018-06-11,soil,HARV_010-O-3-24-20161205-GEN,Battelle Applied Genomics,HARV_010-O-3-24-20161205-GEN-DNA1,,BMI_Plate62WellF6,BMI_qPCR_SOP_v5,12,N,ITS,fungi,164.4,5.9,vMLbKuU6fpHPtzVuPHJJHg==,lB45gbSpt1o9A1rsmuBeww==,1:10 dilution; included in calculations,20201217T164200Z,RELEASE-2021
fd858cdc-e500-4f6b-b345-5ae50a57d1c0,HARV_010.basePlot.bgc,D01,HARV,HARV_010,2016-12-05T18:25Z,2018-06-07,soil,HARV_010-O-3-24-20161205-GEN,Battelle Applied Genomics,HARV_010-O-3-24-20161205-GEN-DNA1,,BMI_Plate62WellF6,BMI_qPCR_SOP_v5,12,N,16S,bacteria and archaea,83377.8,8004.9,vMLbKuU6fpHPtzVuPHJJHg==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T164200Z,RELEASE-2021
a87301f3-42d5-4958-9bef-fd90b46f863c,HARV_037.basePlot.bgc,D01,HARV,HARV_037,2016-12-05T18:30Z,2018-06-13,soil,HARV_037-O-36-14.5-20161205-GEN,Battelle Applied Genomics,HARV_037-O-36-14.5-20161205-GEN-DNA1,,BMI_Plate62WellH8,BMI_qPCR_SOP_v5,48,N,ITS,fungi,16.1,0.8,lB45gbSpt1o9A1rsmuBeww==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T164200Z,RELEASE-2021
