uid,domainID,siteID,plotID,namedLocation,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedBy,remarks,genomicsDataQF,publicationDate,release
43e482da-5938-46d0-af0a-05af58691c5d,D01,HARV,HARV_005,HARV_005.basePlot.bgc,2018-07-11T18:06Z,,NEON.DOC.014048vK,HARV_005-O-24.5-36-20180711|HARV_005-O-11-37-20180711|HARV_005-O-7-1.5-20180711,HARV_005-O-20180711-COMP,D00000007958,OK,muffenbeck@battelleecology.org,,,20201218T085323Z,RELEASE-2021
500846c1-5350-4d26-ba57-897c40b61927,D01,HARV,HARV_005,HARV_005.basePlot.bgc,2018-07-11T18:14Z,,NEON.DOC.014048vK,HARV_005-M-11-37-20180711|HARV_005-M-24.5-36-20180711|HARV_005-M-7-1.5-20180711,HARV_005-M-20180711-COMP,D00000007959,OK,muffenbeck@battelleecology.org,,,20201218T085323Z,RELEASE-2021
25809308-e888-4237-a1fe-3970519019ed,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2018-07-12T14:51Z,,NEON.DOC.014048vK,HARV_013-O-2.5-25-20180712|HARV_013-O-33-23-20180712|HARV_013-O-0-6-20180712,HARV_013-O-20180712-COMP,D00000007960,OK,scook@battelleecology.org,,,20201218T085323Z,RELEASE-2021
74c57fb7-5237-4d7c-ad91-408701a08656,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2018-07-12T15:05Z,,NEON.DOC.014048vK,HARV_013-M-0-6-20180712|HARV_013-M-33-23-20180712|HARV_013-M-2.5-25-20180712,HARV_013-M-20180712-COMP,D00000007961,OK,scook@battelleecology.org,,,20201218T085323Z,RELEASE-2021
beedcbe4-d323-42ba-8cde-867b0b0d0d2c,D01,HARV,HARV_021,HARV_021.basePlot.bgc,2018-07-12T19:15Z,,NEON.DOC.014048vK,HARV_021-O-39.5-23-20180712|HARV_021-O-6.5-2-20180712|HARV_021-O-38-18.5-20180712,HARV_021-O-20180712-COMP,D00000007962,OK,scook@battelleecology.org,,,20201218T085323Z,RELEASE-2021
4bc45d25-052d-4808-83f4-f529954eaf3b,D01,HARV,HARV_021,HARV_021.basePlot.bgc,2018-07-12T19:25Z,,NEON.DOC.014048vK,HARV_021-M-38-18.5-20180712|HARV_021-M-6.5-2-20180712|HARV_021-M-39.5-23-20180712,HARV_021-M-20180712-COMP,D00000007963,OK,scook@battelleecology.org,,,20201218T085323Z,RELEASE-2021
c878576c-b7db-4a3c-93ad-b1b5c54dfdb8,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2019-07-15T17:36Z,,NEON.DOC.014048vL,HARV_033-O-7.5-0.5-20190715|HARV_033-O-14-33-20190715|HARV_033-O-39.5-6.5-20190715,HARV_033-O-20190715-COMP,B00000028262,OK,,,,20201218T153427Z,RELEASE-2021
a1b6e3ce-297a-46e8-82c4-5562b88ed4bb,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2019-07-15T20:05Z,,NEON.DOC.014048vL,HARV_037-O-19.5-34-20190715|HARV_037-O-29.5-33-20190715|HARV_037-O-38-15-20190715,HARV_037-O-20190715-COMP,B00000028277,OK,,,,20201218T153427Z,RELEASE-2021
71bd6ceb-c928-40e7-bd57-b9b0c5ad822d,D01,HARV,HARV_005,HARV_005.basePlot.bgc,2019-07-16T15:16Z,,NEON.DOC.014048vL,HARV_005-O-37-0.5-20190716|HARV_005-O-10-39-20190716|HARV_005-O-31.5-22-20190716,HARV_005-O-20190716-COMP,B00000028252,OK,,,,20201218T153427Z,RELEASE-2021
1a9a779e-4cda-4ef9-b827-2fcbf690a7c5,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2019-07-16T17:52Z,,NEON.DOC.014048vL,HARV_002-O-9-8-20190716|HARV_002-O-21-8-20190716|HARV_002-O-39.5-39.5-20190716,HARV_002-O-20190716-COMP,B00000028245,OK,,,,20201218T153427Z,RELEASE-2021
64650d24-b803-49c7-912b-1b408a9cb429,D01,HARV,HARV_021,HARV_021.basePlot.bgc,2019-07-16T20:21Z,,NEON.DOC.014048vL,HARV_021-O-27-0.5-20190716|HARV_021-O-7-22.5-20190716|HARV_021-O-17.5-3.5-20190716,HARV_021-O-20190716-COMP,B00000028261,OK,,,,20201218T153427Z,RELEASE-2021
aa600687-d541-48b6-a3dc-0fed4ec6e4d7,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2019-07-17T14:27Z,,NEON.DOC.014048vL,HARV_013-O-11.5-6.5-20190717|HARV_013-O-16-35-20190717|HARV_013-O-37.5-21.5-20190717,HARV_013-O-20190717-COMP,B00000028254,OK,,,,20201218T153427Z,RELEASE-2021
5182c49c-47c7-4f5f-b260-a80720e869f0,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2019-07-17T16:41Z,,NEON.DOC.014048vL,HARV_001-O-17.5-5-20190717|HARV_001-O-24.5-7-20190717|HARV_001-O-34.5-24.5-20190717,HARV_001-O-20190717-COMP,B00000028239,OK,,,,20201218T153427Z,RELEASE-2021
19e722fd-46a1-49a5-88a9-c228bc67fba5,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2019-07-18T13:55Z,,NEON.DOC.014048vL,HARV_004-O-7-23-20190718|HARV_004-O-28.5-8.5-20190718|HARV_004-O-10-5.5-20190718,HARV_004-O-20190718-COMP,B00000028246,OK,,,,20201218T153427Z,RELEASE-2021
c89eae1d-4101-45f2-a8d7-22f700af283b,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2019-07-18T16:01Z,,NEON.DOC.014048vL,HARV_035-O-30.5-23.5-20190718|HARV_035-O-15-8-20190718|HARV_035-O-24.5-5-20190718,HARV_035-O-20190718-COMP,B00000028270,OK,,,,20201218T153427Z,RELEASE-2021
1c22dead-d971-4d9a-b09d-663e704d9a56,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2019-07-18T18:04Z,,NEON.DOC.014048vL,HARV_034-O-32.5-3.5-20190718|HARV_034-O-16.5-8.5-20190718|HARV_034-O-23-30-20190718,HARV_034-O-20190718-COMP,B00000028266,OK,,,,20201218T153427Z,RELEASE-2021
1ea6f46c-4f27-4bac-9b15-c27a85ea496e,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2020-07-13T13:41Z,HARV.peakGreenness.2020,NEON.DOC.014048vN,HARV_034-O-23.5-4.5-20200713|HARV_034-O-39.5-20.5-20200713|HARV_034-O-19-2-20200713,HARV_034-O-20200713-COMP,B00000028743,OK,0000-0003-3463-8507,,,20210504T165940Z,PROVISIONAL
e387acd6-425e-4843-bffc-268ae86dcd69,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2020-07-13T14:12Z,HARV.peakGreenness.2020,NEON.DOC.014048vN,HARV_013-O-39-20.5-20200713|HARV_013-O-11-36.5-20200713|HARV_013-O-31.5-17-20200713,HARV_013-O-20200713-COMP,B00000028731,OK,0000-0002-0226-3205,,,20210504T165940Z,PROVISIONAL
6cd57277-872f-44a6-940a-fe475566b514,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2020-07-13T15:07Z,HARV.peakGreenness.2020,NEON.DOC.014048vN,HARV_037-O-19-33.5-20200713|HARV_037-O-31-26.5-20200713|HARV_037-O-38-3-20200713,HARV_037-O-20200713-COMP,B00000028751,OK,0000-0003-3463-8507,,,20210504T165940Z,PROVISIONAL
81a036bc-a2c0-46c3-8edd-98399fdd1c47,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2020-07-13T16:01Z,HARV.peakGreenness.2020,NEON.DOC.014048vN,HARV_001-O-2-12.5-20200713|HARV_001-O-38.5-38.5-20200713|HARV_001-O-29-9-20200713,HARV_001-O-20200713-COMP,B00000028715,OK,0000-0002-0226-3205,,,20210504T165940Z,PROVISIONAL
31f365b8-be24-4b45-88dc-c89ef520f382,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2020-07-13T17:58Z,HARV.peakGreenness.2020,NEON.DOC.014048vN,HARV_004-O-11-6-20200713|HARV_004-O-31-34.5-20200713|HARV_004-O-20.5-2-20200713,HARV_004-O-20200713-COMP,B00000028723,OK,0000-0002-0226-3205,,,20210504T165940Z,PROVISIONAL
15992b73-4727-4789-83ee-ac864a74a6f8,D01,HARV,HARV_021,HARV_021.basePlot.bgc,2020-07-14T15:28Z,HARV.peakGreenness.2020,NEON.DOC.014048vN,HARV_021-O-33-12-20200714|HARV_021-O-16-0-20200714|HARV_021-O-35.5-28.5-20200714,HARV_021-O-20200714-COMP,B00000028732,OK,0000-0002-7459-3860,,,20210504T165940Z,PROVISIONAL
47441c0f-9451-4603-a302-bc08a1af3a43,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2020-07-15T13:57Z,HARV.peakGreenness.2020,NEON.DOC.014048vN,HARV_035-O-37-9.5-20200715|HARV_035-O-14-1.5-20200715|HARV_035-O-37-23-20200715,HARV_035-O-20200715-COMP,B00000028747,OK,0000-0002-6931-9699,,,20210504T165940Z,PROVISIONAL
2e9b762e-0e4a-42aa-a4fd-557843b3ee1d,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2020-07-15T15:56Z,HARV.peakGreenness.2020,NEON.DOC.014048vN,HARV_033-O-24-8.5-20200715|HARV_033-O-4.5-24.5-20200715|HARV_033-O-35-20.5-20200715,HARV_033-O-20200715-COMP,B00000028739,OK,0000-0002-6931-9699,,,20210504T165940Z,PROVISIONAL
b4045272-7a81-4684-84a1-7b9da956a041,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2020-07-15T18:25Z,HARV.peakGreenness.2020,NEON.DOC.014048vN,HARV_002-O-30.5-32-20200715|HARV_002-O-29.5-0.5-20200715|HARV_002-O-11.5-9-20200715,HARV_002-O-20200715-COMP,B00000028716,OK,0000-0002-6931-9699,,,20210504T165940Z,PROVISIONAL
1fc7b441-fa2a-4b87-9756-e6d8a53f4dd3,D01,HARV,HARV_005,HARV_005.basePlot.bgc,2020-07-16T19:49Z,HARV.peakGreenness.2020,NEON.DOC.014048vN,HARV_005-O-38.5-2-20200716|HARV_005-O-27-34-20200716|HARV_005-O-13-6-20200716,HARV_005-O-20200716-COMP,B00000028727,OK,"",,,20210504T165940Z,PROVISIONAL
ce251fca-5ab0-41bb-a1ae-03beeff47b87,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2021-07-05T15:13Z,HARV.peakGreenness.2021,NEON.DOC.014048vN,HARV_035-O-36.5-24.5-20210705|HARV_035-O-6.5-26-20210705|HARV_035-O-7.5-16-20210705,HARV_035-O-20210705-COMP,B00000068193,OK,0000-0002-9520-4182,,,20211102T184322Z,PROVISIONAL
1e03b1a0-632b-49e0-a0c2-a4c39b857595,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2021-07-05T17:43Z,HARV.peakGreenness.2021,NEON.DOC.014048vN,HARV_033-O-3-10.5-20210705|HARV_033-O-38.5-0.5-20210705|HARV_033-O-37-31-20210705,HARV_033-O-20210705-COMP,B00000068192,OK,0000-0002-9520-4182,,,20211102T184322Z,PROVISIONAL
2aa85fa2-452f-4968-b1a0-f7e8251e6d5e,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2021-07-06T13:42Z,HARV.peakGreenness.2021,NEON.DOC.014048vN,HARV_034-O-33-36.5-20210706|HARV_034-O-35-11-20210705|HARV_034-O-2-35-20210705,HARV_034-O-20210705-COMP,B00000068194,OK,0000-0002-9520-4182,,,20211102T184322Z,PROVISIONAL
b5d25259-71b7-4cd9-a02c-451e9c03d30b,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2021-07-06T16:04Z,HARV.peakGreenness.2021,NEON.DOC.014048vN,HARV_037-O-6-12-20210706|HARV_037-O-26-35.5-20210706|HARV_037-O-1-35.5-20210706,HARV_037-O-20210706-COMP,B00000068195,OK,0000-0002-9520-4182,,,20211102T184322Z,PROVISIONAL
718ca794-5dbe-49ca-84f5-eeb31fc7b50c,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2021-07-06T19:28Z,HARV.peakGreenness.2021,NEON.DOC.014048vN,HARV_004-O-5.5-33.5-20210706|HARV_004-O-28-4.5-20210706|HARV_004-O-16.5-4.5-20210706,HARV_004-O-20210706-COMP,B00000068197,OK,0000-0002-9520-4182,,,20211102T184322Z,PROVISIONAL
6faea56c-ecbd-48e8-a5e2-3bdb2b21e336,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2021-07-07T14:33Z,HARV.peakGreenness.2021,NEON.DOC.014048vN,HARV_013-O-36-29.5-20210707|HARV_013-O-9-26.5-20210707|HARV_013-O-5-2-20210707,HARV_013-O-20210707-COMP,B00000068191,OK,0000-0002-9520-4182,,,20211102T184322Z,PROVISIONAL
bf93bf9c-be34-4786-9c3d-133405483eef,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2021-07-07T16:47Z,HARV.peakGreenness.2021,NEON.DOC.014048vN,HARV_001-O-33-39.5-20210707|HARV_001-O-8.5-18.5-20210707|HARV_001-O-6-38-20210707,HARV_001-O-20210707-COMP,B00000068200,OK,0000-0002-9520-4182,,,20211102T184322Z,PROVISIONAL
4207341b-d299-4e28-8767-3dfbb4a3416a,D01,HARV,HARV_005,HARV_005.basePlot.bgc,2021-07-08T13:37Z,HARV.peakGreenness.2021,NEON.DOC.014048vN,HARV_005-O-32.5-27.5-20210708|HARV_005-O-8-10-20210708|HARV_005-O-8.5-38-20210708,HARV_005-O-20210708-COMP,B00000068198,OK,0000-0002-9022-4475,,,20211102T184322Z,PROVISIONAL
a5428a83-863b-4e32-b191-15750579cf7b,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2021-07-08T15:45Z,HARV.peakGreenness.2021,NEON.DOC.014048vN,HARV_002-O-37-35-20210708|HARV_002-O-3-34-20210708|HARV_002-O-0.5-7-20210708,HARV_002-O-20210708-COMP,B00000068199,OK,0000-0002-9022-4475,,,20211102T184322Z,PROVISIONAL
ef2dde83-e1cd-4719-969c-667e19fa1912,D01,HARV,HARV_021,HARV_021.basePlot.bgc,2021-07-08T18:08Z,HARV.peakGreenness.2021,NEON.DOC.014048vN,HARV_021-O-33.5-17-20210708|HARV_021-O-12.5-3.5-20210708|HARV_021-O-20.5-31-20210708,HARV_021-O-20210708-COMP,B00000068196,OK,0000-0002-9022-4475,,,20211102T184322Z,PROVISIONAL
27f18bcd-03d0-4d10-b09c-d3f83189b120,D02,SERC,SERC_049,SERC_049.basePlot.bgc,2016-08-09T13:20Z,,NEON.DOC.014048vF,SERC_049-O-37-13-20160809,SERC_049-O-20160809-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
d1ab432b-64c5-44a3-ad17-48cb0b6b3b68,D02,SERC,SERC_049,SERC_049.basePlot.bgc,2016-08-09T14:30Z,,NEON.DOC.014048vF,SERC_049-M-28-37.5-20160809|SERC_049-M-37-13-20160809|SERC_049-M-17.5-31-20160809,SERC_049-M-20160809-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
3a27db01-b489-46aa-8c6b-30f933a4a5fd,D02,SERC,SERC_047,SERC_047.basePlot.bgc,2016-08-09T15:10Z,,NEON.DOC.014048vF,SERC_047-O-6-21-20160809,SERC_047-O-20160809-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
06eafef1-d85a-4f8b-9806-9f70d73ba9fa,D02,SERC,SERC_047,SERC_047.basePlot.bgc,2016-08-09T16:10Z,,NEON.DOC.014048vF,SERC_047-M-14.5-12.5-20160809|SERC_047-M-30-26.5-20160809,SERC_047-M-20160809-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
8576b23c-67ce-4a3e-97bf-8c865a6a576c,D02,SERC,SERC_007,SERC_007.basePlot.bgc,2016-08-09T19:21Z,,NEON.DOC.014048vF,SERC_007-M-38.5-20-20160809|SERC_007-M-13.5-36.5-20160809|SERC_007-M-19-2.5-20160809,SERC_007-M-20160809-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
2ec7da7a-a032-4bd5-85a1-ef9ed74989f9,D02,SERC,SERC_005,SERC_005.basePlot.bgc,2016-08-10T11:45Z,,NEON.DOC.014048vF,SERC_005-M-1-4-20160810,SERC_005-M-20160810-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
b8dd16f4-406c-4cab-b3a1-a48914a775a6,D02,SERC,SERC_005,SERC_005.basePlot.bgc,2016-08-10T12:50Z,,NEON.DOC.014048vF,SERC_005-O-36.5-17.5-20160810|SERC_005-O-34.5-20.5-20160810,SERC_005-O-20160810-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
c0a2f757-642b-4758-a08d-5fbc1eb0e6d4,D02,SERC,SERC_044,SERC_044.basePlot.bgc,2016-08-10T15:20Z,,NEON.DOC.014048vF,SERC_044-O-0-31-20160810|SERC_044-O-24.5-31.5-20160810|SERC_044-O-28.5-4.5-20160810,SERC_044-O-20160810-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
7bd1a5fc-f3b6-40be-b97c-4976533d99cb,D02,SERC,SERC_045,SERC_045.basePlot.bgc,2016-08-10T19:38Z,,NEON.DOC.014048vF,SERC_045-M-31-20.5-20160810|SERC_045-M-33.5-6-20160810,SERC_045-M-20160810-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
dc03d737-cf06-4599-9750-a9cb150bb883,D02,SERC,SERC_045,SERC_045.basePlot.bgc,2016-08-10T19:57Z,,NEON.DOC.014048vF,SERC_045-O-5-27-20160810,SERC_045-O-20160810-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
fcdbcd34-dc38-4fe9-b66e-ed9df60947bc,D02,SERC,SERC_001,SERC_001.basePlot.bgc,2016-08-11T12:46Z,,NEON.DOC.014048vF,SERC_001-M-0.5-20-20160811,SERC_001-M-20160811-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
21acf5b3-aa7c-4ccf-a5d9-abbc63273c1e,D02,SERC,SERC_001,SERC_001.basePlot.bgc,2016-08-11T13:31Z,,NEON.DOC.014048vF,SERC_001-O-32.5-29-20160811|SERC_001-O-37.5-8-20160811,SERC_001-O-20160811-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
ebfb02c4-f67b-4610-97db-0eff9dad49c1,D02,SERC,SERC_004,SERC_004.basePlot.bgc,2016-08-11T15:59Z,,NEON.DOC.014048vF,SERC_004-M-38-3.5-20160811|SERC_004-M-8-36-20160811,SERC_004-M-20160811-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
228f4818-7033-4e1b-bb51-00cf14e95192,D02,SERC,SERC_004,SERC_004.basePlot.bgc,2016-08-11T15:35Z,,NEON.DOC.014048vF,SERC_004-O-34.5-24-20160811,SERC_004-O-20160811-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
c5bbf74d-ce69-4ee4-9ae1-0799a67e0102,D02,SERC,SERC_003,SERC_003.basePlot.bgc,2016-08-11T18:01Z,,NEON.DOC.014048vF,SERC_003-O-14.5-38.5-20160811|SERC_003-O-31-18.5-20160811,SERC_003-O-20160811-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
e17c7f97-9a9d-4675-831b-dfc0fa931e2f,D02,SERC,SERC_003,SERC_003.basePlot.bgc,2016-08-11T17:43Z,,NEON.DOC.014048vF,SERC_003-M-35-24-20160811,SERC_003-M-20160811-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
76b78ae8-58bb-4fd4-be69-3737654504c9,D02,SERC,SERC_002,SERC_002.basePlot.bgc,2016-08-12T13:37Z,,NEON.DOC.014048vF,SERC_002-O-30.5-22.5-20160812|SERC_002-O-1.5-20.5-20160812|SERC_002-O-8.5-10.5-20160812,SERC_002-O-20160812-COMP,,OK,tspindler@field-ops.org,,,20201217T165802Z,RELEASE-2021
a689e8c0-c784-4c56-b1bf-f8581f92d439,D02,SERC,SERC_007,SERC_007.basePlot.bgc,2017-07-10T17:40Z,,NEON.DOC.014048vJ,SERC_007-M-33-37-20170710|SERC_007-M-4-23-20170710|SERC_007-M-29-0.5-20170710,SERC_007-M-20170710-COMP,,OK,dsoteropoulos@neoninc.org,,,20201217T203751Z,RELEASE-2021
8ff5301d-78c5-4975-9afc-044e94a388d5,D02,SERC,SERC_001,SERC_001.basePlot.bgc,2017-07-10T19:17Z,,NEON.DOC.014048vJ,SERC_001-M-31-0.5-20170710|SERC_001-M-23-32.5-20170710|SERC_001-M-5.5-19-20170710,SERC_001-M-20170710-COMP,,OK,jward@battelleecology.org,,,20201217T203751Z,RELEASE-2021
edca60ca-51cb-413e-8612-70b05428a73a,D02,SERC,SERC_004,SERC_004.basePlot.bgc,2017-07-10T21:20Z,,NEON.DOC.014048vJ,SERC_004-M-0-32-20170710|SERC_004-M-37-21.5-20170710|SERC_004-M-32-19.5-20170710,SERC_004-M-20170710-COMP,,OK,dsoteropoulos@neoninc.org,,,20201217T203751Z,RELEASE-2021
b18d8ff0-d301-4e32-a4b7-892130536d0c,D02,SERC,SERC_045,SERC_045.basePlot.bgc,2017-07-11T12:51Z,,NEON.DOC.014048vJ,SERC_045-M-15.5-5.5-20170711|SERC_045-M-21-39.5-20170711|SERC_045-M-31.5-8-20170711,SERC_045-M-20170711-COMP,,OK,jward@battelleecology.org,,,20201217T203751Z,RELEASE-2021
5bd962e1-2d8d-4a4a-a9cf-e958f52b73fd,D02,SERC,SERC_049,SERC_049.basePlot.bgc,2017-07-11T14:43Z,,NEON.DOC.014048vJ,SERC_049-M-33-3.5-20170711|SERC_049-M-16.5-0-20170711|SERC_049-M-33-25-20170711,SERC_049-M-20170711-COMP,,OK,dsoteropoulos@neoninc.org,,,20201217T203751Z,RELEASE-2021
49538748-8058-4f7f-961c-0cfa2ec97f2a,D02,SERC,SERC_047,SERC_047.basePlot.bgc,2017-07-11T15:59Z,,NEON.DOC.014048vJ,SERC_047-M-33-17-20170711|SERC_047-M-33.5-28-20170711|SERC_047-M-3-26.5-20170711,SERC_047-M-20170711-COMP,,OK,jward@battelleecology.org,,,20201217T203751Z,RELEASE-2021
0d6f03c7-aca1-46fd-adb0-34c643c76e3d,D02,SERC,SERC_044,SERC_044.basePlot.bgc,2017-07-11T18:32Z,,NEON.DOC.014048vJ,SERC_044-M-28.5-31.5-20170711|SERC_044-M-20-9-20170711|SERC_044-M-13-0-20170711,SERC_044-M-20170711-COMP,,OK,dsoteropoulos@neoninc.org,,,20201217T203751Z,RELEASE-2021
86455dce-ef1c-4406-98e2-57d3c299c26f,D02,SERC,SERC_005,SERC_005.basePlot.bgc,2017-07-11T20:17Z,,NEON.DOC.014048vJ,SERC_005-M-7.5-20.5-20170711|SERC_005-M-22-0.5-20170711|SERC_005-M-35-31.5-20170711,SERC_005-M-20170711-COMP,,OK,dsoteropoulos@neoninc.org,,,20201217T203751Z,RELEASE-2021
574742f3-b9af-4c55-bb6e-2b15e935d8c6,D02,SERC,SERC_003,SERC_003.basePlot.bgc,2017-07-11T21:55Z,,NEON.DOC.014048vJ,SERC_003-M-7-18.5-20170711|SERC_003-M-28.5-2.5-20170711|SERC_003-M-36-38.5-20170711,SERC_003-M-20170711-COMP,,OK,dsoteropoulos@neoninc.org,,,20201217T203751Z,RELEASE-2021
79b376fc-5741-4da9-b921-1a69e88da4b1,D02,SERC,SERC_002,SERC_002.basePlot.bgc,2017-07-12T12:39Z,,NEON.DOC.014048vJ,SERC_002-M-34-2-20170712|SERC_002-M-6-31-20170712|SERC_002-M-32-20-20170712,SERC_002-M-20170712-COMP,,OK,dsoteropoulos@neoninc.org,,,20201217T203751Z,RELEASE-2021
9604a01c-07a4-4a0b-92e6-382aafa93de5,D02,SERC,SERC_005,SERC_005.basePlot.bgc,2021-07-06T16:43Z,SERC.peakGreenness.2021,NEON.DOC.014048vN,SERC_005-M-7-2-20210706|SERC_005-M-33.5-32-20210706|SERC_005-M-32.5-0-20210706,SERC_005-M-20210706-COMP,B00000052733,OK,0000-0001-5623-6512,,,20211102T182412Z,PROVISIONAL
43186716-8a65-4e28-8e5e-55d4738a3569,D02,SERC,SERC_047,SERC_047.basePlot.bgc,2021-07-06T16:15Z,SERC.peakGreenness.2021,NEON.DOC.014048vN,SERC_047-M-31-19.5-20210706|SERC_047-M-17.5-30-20210706|SERC_047-M-26.5-35-20210706,SERC_047-M-20210706-COMP,B00000052729,OK,0000-0001-7914-5891,,,20211102T182412Z,PROVISIONAL
838c9e87-9668-4651-a7fb-bf59ecff3ebb,D02,SERC,SERC_001,SERC_001.basePlot.bgc,2021-07-06T15:50Z,SERC.peakGreenness.2021,NEON.DOC.014048vN,SERC_001-M-25-9-20210706,SERC_001-M-20210706-COMP,B00000052704,OK,0000-0001-7914-5891,,,20211102T182412Z,PROVISIONAL
758325e5-755c-48f6-b949-c1984215cc32,D02,SERC,SERC_049,SERC_049.basePlot.bgc,2021-07-06T18:17Z,SERC.peakGreenness.2021,NEON.DOC.014048vN,SERC_049-M-20-3-20210706|SERC_049-M-3-29.5-20210706|SERC_049-M-31.5-21-20210706,SERC_049-M-20210706-COMP,B00000052737,OK,0000-0001-7914-5891,,,20211102T182412Z,PROVISIONAL
ac99ab78-aaf0-4e33-a34a-cbbb1d697f90,D02,SERC,SERC_003,SERC_003.basePlot.bgc,2021-07-06T18:45Z,SERC.peakGreenness.2021,NEON.DOC.014048vN,SERC_003-M-16-4.5-20210706|SERC_003-M-35.5-1-20210706|SERC_003-M-6.5-35.5-20210706,SERC_003-M-20210706-COMP,B00000052715,OK,0000-0001-5623-6512,,,20211102T182412Z,PROVISIONAL
e8287727-9245-4989-860d-a82cab0dca5e,D02,SERC,SERC_007,SERC_007.basePlot.bgc,2021-07-06T18:29Z,SERC.peakGreenness.2021,NEON.DOC.014048vN,SERC_007-M-4-36-20210706|SERC_007-M-7.5-6.5-20210706|SERC_007-M-34-19.5-20210706,SERC_007-M-20210706-COMP,B00000052706,OK,0000-0001-7914-5891,,,20211102T182412Z,PROVISIONAL
a8363008-5875-444d-b43d-a1f17b4f7830,D02,SERC,SERC_004,SERC_004.basePlot.bgc,2021-07-07T13:53Z,SERC.peakGreenness.2021,NEON.DOC.014048vN,SERC_004-M-8.5-13-20210707|SERC_004-M-22.5-31-20210707|SERC_004-M-5-21-20210707,SERC_004-M-20210707-COMP,B00000052724,OK,0000-0001-5623-6512,,,20211102T182412Z,PROVISIONAL
e530d4d6-b6bf-42e0-8ae0-be8726a04cde,D02,SERC,SERC_002,SERC_002.basePlot.bgc,2021-07-07T13:58Z,SERC.peakGreenness.2021,NEON.DOC.014048vN,SERC_002-M-23.5-38.5-20210707|SERC_002-M-4-6.5-20210707|SERC_002-M-39-16-20210707,SERC_002-M-20210707-COMP,B00000052707,OK,0000-0001-9356-3117,,,20211102T182412Z,PROVISIONAL
091fca8f-d001-47a3-904d-d80526d0b0cc,D02,SERC,SERC_044,SERC_044.basePlot.bgc,2021-07-07T16:06Z,SERC.peakGreenness.2021,NEON.DOC.014048vN,SERC_044-M-10.5-31-20210707|SERC_044-M-29.5-1.5-20210707|SERC_044-M-7-14-20210707,SERC_044-M-20210707-COMP,B00000052717,OK,0000-0001-8122-5196,,,20211102T182412Z,PROVISIONAL
3a77f833-eee0-4f5b-a394-03b3f7c527d9,D02,SERC,SERC_045,SERC_045.basePlot.bgc,2021-07-07T16:24Z,SERC.peakGreenness.2021,NEON.DOC.014048vN,SERC_045-M-3-26-20210707|SERC_045-M-28-2-20210707|SERC_045-M-0-0.5-20210707,SERC_045-M-20210707-COMP,B00000052725,OK,0000-0001-5623-6512,,,20211102T182412Z,PROVISIONAL
