uid,domainID,siteID,plotID,namedLocation,collectDate,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,sampleID,sampleCode,cnSampleID,cnSampleCode,bgcArchiveID,bgcArchiveCode,bgcArchiveMass,toxicodendronPossible,sampleCondition,bgcRemarks,processedBy,bgcDataQF,publicationDate,release
81dd4307-a6e8-4c9d-af1a-f1eb17e26ef6,D01,BART,BART_042,BART_042.basePlot.bgc,2015-07-28T12:31Z,NEON.DOC.014048vF,M,,,BART_042-M-36.5-11.5-20150728,,BART_042-M-36.5-11.5-20150728-CN,,BART_042-M-36.5-11.5-20150728-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
e1709699-4924-497b-ace5-482b7371db0b,D01,BART,BART_042,BART_042.basePlot.bgc,2015-07-28T12:31Z,NEON.DOC.014048vF,O,,,BART_042-O-36.5-11.5-20150728,,BART_042-O-36.5-11.5-20150728-CN,,BART_042-O-36.5-11.5-20150728-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
ff2a0791-e3bd-4388-8e4c-3fd710f47307,D01,BART,BART_042,BART_042.basePlot.bgc,2015-07-28T12:49Z,NEON.DOC.014048vF,M,,,BART_042-M-37.5-24-20150728,,BART_042-M-37.5-24-20150728-CN,,BART_042-M-37.5-24-20150728-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
207bc3a3-bba8-48c7-b8aa-706cae817679,D01,BART,BART_042,BART_042.basePlot.bgc,2015-07-28T12:49Z,NEON.DOC.014048vF,O,,,BART_042-O-37.5-24-20150728,,BART_042-O-37.5-24-20150728-CN,,BART_042-O-37.5-24-20150728-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
71b553ca-5ded-4b04-ac9f-7a237715b7fe,D01,BART,BART_036,BART_036.basePlot.bgc,2015-07-28T13:31Z,NEON.DOC.014048vF,O,,,BART_036-O-37-4-20150728,,BART_036-O-37-4-20150728-CN,,BART_036-O-37-3.5-20150728-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
dc470b81-c545-4f42-8f9b-2233c60b9937,D01,BART,BART_036,BART_036.basePlot.bgc,2015-07-28T13:31Z,NEON.DOC.014048vF,M,,,BART_036-M-37-4-20150728,,BART_036-M-37-4-20150728-CN,,BART_036-M-37-3.5-20150728-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
c9e889d3-c5c7-4eb3-a8a5-dfb75dcc5d3c,D01,BART,BART_036,BART_036.basePlot.bgc,2015-07-28T13:45Z,NEON.DOC.014048vF,M,,,BART_036-M-33.5-24.5-20150728,,BART_036-M-33.5-24.5-20150728-CN,,BART_036-M-33.5-24.5-20150728-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
9b5a1233-a0f2-4762-8788-8ce581f20947,D01,BART,BART_036,BART_036.basePlot.bgc,2015-07-28T13:45Z,NEON.DOC.014048vF,O,,,BART_036-O-33.5-24.5-20150728,,BART_036-O-33.5-24.5-20150728-CN,,BART_036-O-33.5-24.5-20150728-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
8b935a47-e5b8-43fe-94ec-06f10e4953f7,D01,BART,BART_036,BART_036.basePlot.bgc,2015-07-28T14:02Z,NEON.DOC.014048vF,O,,,BART_036-O-4-27-20150728,,BART_036-O-4-27-20150728-CN,,BART_036-O-4-27-20150728-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
2aecf31e-c524-4e4f-900d-b7e02a8b27e3,D01,BART,BART_036,BART_036.basePlot.bgc,2015-07-28T14:02Z,NEON.DOC.014048vF,M,,,BART_036-M-4-27-20150728,,BART_036-M-4-27-20150728-CN,,BART_036-M-4-27-20150728-BA,,,,OK,,,legacyData,20201217T053854Z,RELEASE-2021
56810c75-e473-4399-938b-fb31b95eb6e8,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-07-09T14:05Z,NEON.DOC.014048vB,M,,,HARV_013-M-38-5-20130709,,HARV_013-M-38-5-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
612bcc1a-a45b-4497-8a9f-290b84b4f051,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-07-09T14:05Z,NEON.DOC.014048vB,O,,,HARV_013-O-38-5-20130709,,HARV_013-O-38-5-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
205c4ff0-f6dd-48da-9f0c-1e8f11c2b9b8,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-07-09T14:56Z,NEON.DOC.014048vB,M,,,HARV_013-M-9-22-20130709,,HARV_013-M-9-22-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
998c9a3e-e05a-4d17-9b1b-176ff1af8c2c,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-07-09T14:56Z,NEON.DOC.014048vB,O,,,HARV_013-O-9-22-20130709,,HARV_013-O-9-22-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
a8019c0f-179d-4d6c-958f-daa8e6bb2dc0,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-07-09T15:30Z,NEON.DOC.014048vB,O,,,HARV_013-O-22-37-20130709,,HARV_013-O-22-37-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
b59bdc44-1674-475f-9646-79fd66489b90,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-07-09T15:30Z,NEON.DOC.014048vB,M,,,HARV_013-M-22-37-20130709,,HARV_013-M-22-37-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
226ded97-6369-4722-80de-8772d2cc26a5,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-07-09T17:35Z,NEON.DOC.014048vB,O,,,HARV_001-O-25-38-20130709,,HARV_001-O-25-38-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
608a8c12-ebcf-463d-99e2-a12240a84b3f,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-07-09T17:35Z,NEON.DOC.014048vB,M,,,HARV_001-M-25-38-20130709,,HARV_001-M-25-38-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
509cfcad-dd8a-4836-8fbc-9e01858b4daa,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-07-09T18:15Z,NEON.DOC.014048vB,O,,,HARV_001-O-9-26-20130709,,HARV_001-O-9-26-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
061a9154-6aa9-4c85-9f35-f96914b0dfed,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-07-09T18:15Z,NEON.DOC.014048vB,M,,,HARV_001-M-9-26-20130709,,HARV_001-M-9-26-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
3feb335c-12d5-4cc4-89a7-ee44fcab24ce,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-07-09T18:45Z,NEON.DOC.014048vB,O,,,HARV_001-O-22-2-20130709,,HARV_001-O-22-2-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
809809d8-3658-430f-a6fc-c55f19d3e6b2,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-07-09T18:45Z,NEON.DOC.014048vB,M,,,HARV_001-M-22-2-20130709,,HARV_001-M-22-2-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
0adec29b-7363-4880-a451-26ed2d1963e9,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-07-09T20:10Z,NEON.DOC.014048vB,O,,,HARV_004-O-34-37-20130709,,HARV_004-O-34-37-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
34607e7e-5e13-4302-964f-484a40f37409,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-07-09T20:10Z,NEON.DOC.014048vB,M,,,HARV_004-M-34-37-20130709,,HARV_004-M-34-37-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
412ba7e6-a85a-47a9-9bc4-8bc0eb0dbc1b,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-07-09T20:44Z,NEON.DOC.014048vB,O,,,HARV_004-O-16-35-20130709,,HARV_004-O-16-35-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
4b8464af-deff-4c8c-b974-64d17ea14011,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-07-09T20:44Z,NEON.DOC.014048vB,M,,,HARV_004-M-16-35-20130709,,HARV_004-M-16-35-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
176edd71-05b5-4259-90d9-80e132dbcabd,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-07-09T21:21Z,NEON.DOC.014048vB,M,,,HARV_004-M-5-35-20130709,,HARV_004-M-5-35-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
80c87e43-b807-4b50-981a-356dbc7fb525,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-07-09T21:21Z,NEON.DOC.014048vB,O,,,HARV_004-O-5-35-20130709,,HARV_004-O-5-35-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
4f598391-a5e2-40f2-8039-0d4ab4e3a43b,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-07-09T22:35Z,NEON.DOC.014048vB,O,,,HARV_016-O-1-1-20130709,,HARV_016-O-1-1-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
19e4f58d-83e0-4dd2-89b2-bfd0df117682,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-07-09T22:35Z,NEON.DOC.014048vB,M,,,HARV_016-M-1-1-20130709,,HARV_016-M-1-1-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
241205f4-b6c8-4285-9b93-5be6d5286074,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-07-09T23:30Z,NEON.DOC.014048vB,M,,,HARV_016-M-22-33-20130709,,HARV_016-M-22-33-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
696cbaf4-e6ed-47a9-b09a-16b7ec9cdba3,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-07-09T23:39Z,NEON.DOC.014048vB,O,,,HARV_016-O-3-10-20130709,,HARV_016-O-3-10-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
cae4e876-048c-4e73-b8e8-11cc4e032117,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-07-09T23:39Z,NEON.DOC.014048vB,M,,,HARV_016-M-3-10-20130709,,HARV_016-M-3-10-20130709-CN,,,,,,OK,,,legacyData,20201217T033844Z,RELEASE-2021
54845bc6-e2be-4712-9e17-136366904b5f,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-08-07T13:12Z,NEON.DOC.014048vB,M,,,HARV_013-M-35-19-20130807,,HARV_013-M-35-19-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
1d097db4-14dc-4d49-9c1e-a1031e87ad8b,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-08-07T13:12Z,NEON.DOC.014048vB,O,,,HARV_013-O-35-19-20130807,,HARV_013-O-35-19-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
5802fdc5-cd09-4657-9f4e-4f320f5d5ec0,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-08-07T13:30Z,NEON.DOC.014048vB,M,,,HARV_013-M-39-37-20130807,,HARV_013-M-39-37-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
a782cee3-f442-439f-b913-5f65eb9267a7,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-08-07T13:30Z,NEON.DOC.014048vB,O,,,HARV_013-O-39-37-20130807,,HARV_013-O-39-37-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
a189865b-8d86-4129-b40a-2b2512fe6efc,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-08-07T13:40Z,NEON.DOC.014048vB,M,,,HARV_013-M-10-14-20130807,,HARV_013-M-10-14-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
4fe6f7be-9f88-4365-9d48-f079cdd03b44,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-08-07T13:40Z,NEON.DOC.014048vB,O,,,HARV_013-O-10-14-20130807,,HARV_013-O-10-14-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
bb57439f-efa3-4ce1-9e89-a4ff21a71320,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-08-07T14:45Z,NEON.DOC.014048vB,O,,,HARV_001-O-22-31-20130807,,HARV_001-O-22-31-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
85bd2cd6-0999-4b19-ad64-2b349fa7a0c6,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-08-07T14:45Z,NEON.DOC.014048vB,M,,,HARV_001-M-22-31-20130807,,HARV_001-M-22-31-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
be1e88f4-e3a0-42be-84a9-1bb83e688595,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-08-07T14:50Z,NEON.DOC.014048vB,O,,,HARV_001-O-8-5-20130807,,HARV_001-O-8-5-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
28547135-453a-4e18-aff3-812235dc9335,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-08-07T14:50Z,NEON.DOC.014048vB,M,,,HARV_001-M-8-5-20130807,,HARV_001-M-8-5-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
00c0c3a8-78ef-4e9b-8807-3a5fb76acd1b,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-08-07T15:18Z,NEON.DOC.014048vB,M,,,HARV_001-M-36-5-20130807,,HARV_001-M-36-5-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
387aa7d3-43c3-4e50-9760-043693ee6f20,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-08-07T15:18Z,NEON.DOC.014048vB,O,,,HARV_001-O-36-5-20130807,,HARV_001-O-36-5-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
bbfd24de-3700-4067-9fb8-05241b923ef8,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-08-07T16:50Z,NEON.DOC.014048vB,O,,,HARV_004-O-40-9-20130807,,HARV_004-O-40-9-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
d66403d7-5f62-4b42-a073-d3bcb9bd9de0,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-08-07T16:50Z,NEON.DOC.014048vB,M,,,HARV_004-M-40-9-20130807,,HARV_004-M-40-9-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
1c7ee38a-0dae-4408-9cfb-1a53aee3993a,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-08-07T17:10Z,NEON.DOC.014048vB,O,,,HARV_004-O-28-33-20130807,,HARV_004-O-28-33-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
ea589471-1204-4282-85a3-a2bb2ee16480,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-08-07T17:10Z,NEON.DOC.014048vB,M,,,HARV_004-M-28-33-20130807,,HARV_004-M-28-33-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
f9d41d0a-9d29-46fa-9b74-b1e2e088029e,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-08-07T17:18Z,NEON.DOC.014048vB,M,,,HARV_004-M-4-34-20130807,,HARV_004-M-4-34-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
ece3b51c-3508-4d46-83ac-956eb625462b,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-08-07T17:18Z,NEON.DOC.014048vB,O,,,HARV_004-O-4-34-20130807,,HARV_004-O-4-34-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
02d1fe19-0e84-4362-94fc-1b7195e2df7f,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-08-07T18:15Z,NEON.DOC.014048vB,O,,,HARV_016-O-25-5-20130807,,HARV_016-O-25-5-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
df50700c-041c-4e59-8330-f80580c4c540,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-08-07T18:15Z,NEON.DOC.014048vB,M,,,HARV_016-M-25-5-20130807,,HARV_016-M-25-5-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
817eb2da-e483-49ef-824d-8a4177d00ac8,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-08-07T18:30Z,NEON.DOC.014048vB,M,,,HARV_016-M-3-19-20130807,,HARV_016-M-3-19-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
24014b19-6acb-46ab-8057-29d80fc6b0ca,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-08-07T18:30Z,NEON.DOC.014048vB,O,,,HARV_016-O-3-19-20130807,,HARV_016-O-3-19-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
5d020501-24ad-4b07-82cc-563fac26d5c5,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-08-07T18:45Z,NEON.DOC.014048vB,O,,,HARV_016-O-19-34-20130807,,HARV_016-O-19-34-20130807-CN,,,,,,OK,,,legacyData,20201217T033900Z,RELEASE-2021
9f4f29bb-4fdb-4cd9-8f10-e7e4eb2a35b6,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-09-11T13:25Z,NEON.DOC.014048vB,O,,,HARV_013-O-0-5-20130911,,HARV_013-O-0-5-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
d09d468d-0b77-474b-9761-c47e22009ae8,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-09-11T13:25Z,NEON.DOC.014048vB,M,,,HARV_013-M-0-5-20130911,,HARV_013-M-0-5-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
0677051d-3c92-4e8c-9a0e-ffc6b2e1f901,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-09-11T13:45Z,NEON.DOC.014048vB,O,,,HARV_013-O-6-30-20130911,,HARV_013-O-6-30-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
887f4c1d-55ba-439a-8268-9821959f6541,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-09-11T13:45Z,NEON.DOC.014048vB,M,,,HARV_013-M-6-30-20130911,,HARV_013-M-6-30-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
77ac0bdc-310c-4343-b6cb-400d6e61a28e,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-09-11T14:10Z,NEON.DOC.014048vB,O,,,HARV_013-O-39-34-20130911,,HARV_013-O-39-34-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
151f7f53-b8be-4106-a1e6-b0c7b5afebca,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2013-09-11T14:10Z,NEON.DOC.014048vB,M,,,HARV_013-M-39-34-20130911,,HARV_013-M-39-34-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
8548e822-6a9b-48b4-b1e0-019ee15ffa1d,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-09-11T14:57Z,NEON.DOC.014048vB,O,,,HARV_001-O-15-37-20130911,,HARV_001-O-15-37-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
2207beee-00e4-4c31-83c2-61377f18fae0,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-09-11T15:17Z,NEON.DOC.014048vB,O,,,HARV_001-O-15-8-20130911,,HARV_001-O-15-8-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
a16b9ccc-a014-4383-bfd8-07ab51e9079a,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-09-11T15:17Z,NEON.DOC.014048vB,M,,,HARV_001-M-15-8-20130911,,HARV_001-M-15-8-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
e47d57c5-c427-4952-849e-1a62937d3547,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-09-11T15:34Z,NEON.DOC.014048vB,O,,,HARV_001-O-30-8-20130911,,HARV_001-O-30-8-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
1c134d18-0008-4fdd-b4e9-cd38b4b919e5,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2013-09-11T15:34Z,NEON.DOC.014048vB,M,,,HARV_001-M-30-8-20130911,,HARV_001-M-30-8-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
6ca70b6a-343f-4235-abcf-b775eb86725c,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-09-11T16:55Z,NEON.DOC.014048vB,O,,,HARV_004-O-37-13-20130911,,HARV_004-O-37-13-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
e3f96044-e811-4638-aa9c-d655de3086e7,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-09-11T16:55Z,NEON.DOC.014048vB,M,,,HARV_004-M-37-13-20130911,,HARV_004-M-37-13-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
44fb4f2b-9c8b-4477-85b1-b4614bb5190b,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-09-11T17:14Z,NEON.DOC.014048vB,O,,,HARV_004-O-34-29-20130911,,HARV_004-O-34-29-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
8f4bf9ee-76c7-4e91-8abe-c317099a1c46,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-09-11T17:14Z,NEON.DOC.014048vB,M,,,HARV_004-M-34-29-20130911,,HARV_004-M-34-29-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
bb0f7fc0-f387-46e7-8afd-53cbf8677192,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-09-11T17:28Z,NEON.DOC.014048vB,M,,,HARV_004-M-23-31-20130911,,HARV_004-M-23-31-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
f0930de0-b192-4a9b-933c-a4b471a8636a,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2013-09-11T17:28Z,NEON.DOC.014048vB,O,,,HARV_004-O-23-31-20130911,,HARV_004-O-23-31-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
df0e297e-a15c-41ca-aa05-134db1341b03,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-09-11T18:14Z,NEON.DOC.014048vB,M,,,HARV_016-M-15-9-20130911,,HARV_016-M-15-9-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
20ca39f7-5249-4979-98d3-19854fbb6caa,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-09-11T18:14Z,NEON.DOC.014048vB,O,,,HARV_016-O-15-9-20130911,,HARV_016-O-15-9-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
9dc45b95-96cd-487d-9a1b-f888471441af,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-09-11T18:29Z,NEON.DOC.014048vB,O,,,HARV_016-O-5-30-20130911,,HARV_016-O-5-30-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
4638d0d4-69a5-49e8-b84b-b79be8f2913f,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-09-11T18:29Z,NEON.DOC.014048vB,M,,,HARV_016-M-5-30-20130911,,HARV_016-M-5-30-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
10c9ce20-f432-4d92-ad47-693cc260ee45,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2013-09-11T18:45Z,NEON.DOC.014048vB,O,,,HARV_016-O-23-31-20130911,,HARV_016-O-23-31-20130911-CN,,,,,,OK,,,legacyData,20201217T034002Z,RELEASE-2021
f12eb634-a959-4cd8-8fe9-8102b7c24d09,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2014-07-15T12:22Z,NEON.DOC.014048vC,M,,,HARV_016-M-16-7-20140715,,HARV_016-M-16-7-20140715-CN,,HARV_016-M-16-7-20140715-BA,,,,OK,,,,20201217T043843Z,RELEASE-2021
c857005e-f097-4e07-906e-cfba1ec80bfc,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2014-07-15T12:22Z,NEON.DOC.014048vC,O,,,HARV_016-O-16-7-20140715,,HARV_016-O-16-7-20140715-CN,,HARV_016-O-16-7-20140715-BA,,,,OK,,,,20201217T043843Z,RELEASE-2021
14efec72-e60f-44b8-af7e-bf005d26a592,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2014-07-15T13:08Z,NEON.DOC.014048vC,M,,,HARV_001-M-7-0-20140715,,HARV_001-M-7-0-20140715-CN,,HARV_001-M-7-0-20140715-BA,,,,OK,,,,20201217T043843Z,RELEASE-2021
30c278ef-0cfa-4d63-ad16-7356864c31be,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2014-07-15T13:08Z,NEON.DOC.014048vC,O,,,HARV_001-O-7-0-20140715,,HARV_001-O-7-0-20140715-CN,,HARV_001-O-7-0-20140715-BA,,,,OK,,,,20201217T043843Z,RELEASE-2021
e44c6df0-14be-4bc7-a1ae-ef03d21c693d,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2014-07-15T13:21Z,NEON.DOC.014048vC,M,,,HARV_016-M-0-30-20140715,,HARV_016-M-0-30-20140715-CN,,HARV_016-M-0-30-20140715-BA,,,,OK,,,,20201217T043843Z,RELEASE-2021
7384346d-eb43-4ca8-be33-41162f681611,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2014-07-15T13:21Z,NEON.DOC.014048vC,O,,,HARV_016-O-0-30-20140715,,HARV_016-O-0-30-20140715-CN,,HARV_016-O-0-30-20140715-BA,,,,OK,,,,20201217T043843Z,RELEASE-2021
5227b7ce-b755-403c-9e14-405892e92fbd,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2014-07-15T14:13Z,NEON.DOC.014048vC,O,,,HARV_001-O-22-32-20140715,,HARV_001-O-22-32-20140715-CN,,HARV_001-O-22-32-20140715-BA,,,,OK,,,,20201217T043843Z,RELEASE-2021
7df02f74-1039-4698-adab-a01b396f4c26,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2014-07-15T14:13Z,NEON.DOC.014048vC,M,,,HARV_001-M-22-32-20140715,,HARV_001-M-22-32-20140715-CN,,HARV_001-M-22-32-20140715-BA,,,,OK,,,,20201217T043843Z,RELEASE-2021
e616362b-7d44-40df-931a-0ee858bad653,D01,HARV,HARV_016,HARV_016.basePlot.bgc,2014-07-15T14:15Z,NEON.DOC.014048vC,M,,,HARV_016-M-23-38-20140715,,HARV_016-M-23-38-20140715-CN,,HARV_016-M-23-38-20140715-BA,,,,OK,,,,20201217T043843Z,RELEASE-2021
