uid,namedLocation,domainID,siteID,plotID,collectDate,sampleID,sampleCode,kclSampleID,kclSampleCode,sampleCondition,ammoniumNAnalysisDate,kclAmmoniumNConc,ammoniumNRepNum,ammoniumNQF,ammoniumNRemarks,nitrateNitriteNAnalysisDate,kclNitrateNitriteNConc,nitrateNitriteNRepNum,nitrateNitriteNQF,nitrateNitriteNRemarks,laboratoryName,ammoniumNMethod,ammoniumNInstrument,ammoniumNAnalyzedBy,ammoniumNReviewedBy,nitrateNitriteNMethod,nitrateNitriteNInstrument,nitrateNitriteNAnalyzedBy,nitrateNitriteNReviewedBy,dataQF,publicationDate,release
61546646-6d41-49b7-b268-ec2eac10aee7,HARV_034.basePlot.bgc,D01,HARV,HARV_034,2018-08-01T12:05Z,HARV_034-O-15.5-30-20180801,A00000000988,HARV_034-O-15.5-30-20180801-KCL,D00000008375,ok,2018-11-26,0.372,1,OK,,2018-11-27,0.31,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
b724be5f-30bc-4e82-a0db-931ac8d101a1,HARV_035.basePlot.bgc,D01,HARV,HARV_035,2018-08-01T13:31Z,HARV_035-O-38-33.5-20180801,A00000000998,HARV_035-O-38-33.5-20180801-KCL,D00000008340,ok,2018-11-26,0.839,1,OK,,2018-11-30,0.334,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
7976b3d0-1f04-4fad-95ab-82fd597e8292,HARV_034.basePlot.bgc,D01,HARV,HARV_034,2018-08-01T12:14Z,HARV_034-M-15.5-30-20180801,A00000000987,HARV_034-M-15.5-30-20180801-KCL,D00000008371,ok,2018-11-26,0.088,1,OK,,2018-11-27,0.188,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
2c1831a6-d7b4-4ecd-a7a4-773bee7385b2,HARV_035.basePlot.bgc,D01,HARV,HARV_035,2018-08-01T13:34Z,HARV_035-M-38-33.5-20180801,A00000001000,HARV_035-M-38-33.5-20180801-KCL,D00000008370,ok,2018-11-26,0.185,1,OK,,2018-11-27,0.192,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
74f1dd1a-ff94-4bf9-9605-78fe2cbbf28e,HARV_034.basePlot.bgc,D01,HARV,HARV_034,2018-08-01T12:20Z,HARV_034-O-16.5-4.5-20180801,A00000000986,HARV_034-O-16.5-4.5-20180801-KCL,D00000008373,ok,2018-11-26,0.475,1,OK,,2018-11-27,0.2,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
85a882b8-f307-4233-a72c-574303d0aaed,HARV_034.basePlot.bgc,D01,HARV,HARV_034,2018-08-01T12:21Z,HARV_034-M-16.5-4.5-20180801,A00000000985,HARV_034-M-16.5-4.5-20180801-KCL,D00000008374,ok,2018-11-26,0.065,1,OK,,2018-11-30,0.204,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
a37e730e-b2e1-420d-96f3-33125133938f,HARV_034.basePlot.bgc,D01,HARV,HARV_034,2018-08-01T12:23Z,HARV_034-O-26-6-20180801,A00000000984,HARV_034-O-26-6-20180801-KCL,D00000008376,ok,2018-11-26,0.462,1,OK,,2018-11-30,0.298,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
9109c07a-b078-4fdc-9d37-acece1ad850f,HARV_034.basePlot.bgc,D01,HARV,HARV_034,2018-08-01T12:28Z,HARV_034-M-26-6-20180801,A00000000983,HARV_034-M-26-6-20180801-KCL,D00000008372,ok,2018-11-26,0.085,1,OK,,2018-11-27,0.16,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
adaf0831-d506-496f-94d9-bb0dda694fe0,HARV_037.basePlot.bgc,D01,HARV,HARV_037,2018-08-01T12:39Z,HARV_037-O-5-13.5-20180801,D00000008327,HARV_037-O-5-13.5-20180801-KCL,D00000008368,ok,2018-11-26,0.067,1,OK,,2018-11-27,0.135,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
dfe4bce7-12c4-4cbf-bfd4-418128c6e96a,HARV_037.basePlot.bgc,D01,HARV,HARV_037,2018-08-01T12:44Z,HARV_037-M-5-13.5-20180801,D00000008328,HARV_037-M-5-13.5-20180801-KCL,D00000008394,ok,2018-11-26,0.064,1,OK,,2018-11-27,0.43,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
c3f71155-cde1-41a3-ab1a-8e144fb05543,HARV_037.basePlot.bgc,D01,HARV,HARV_037,2018-08-01T12:58Z,HARV_037-O-0-34.5-20180801,D00000008331,HARV_037-O-0-34.5-20180801-KCL,D00000008365,ok,2018-11-26,1.211,1,OK,,2019-02-12,0.363,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
442b2771-7bbb-4f45-9851-84fda1d5ac5b,HARV_037.basePlot.bgc,D01,HARV,HARV_037,2018-08-01T13:01Z,HARV_037-M-0-34.5-20180801,D00000008332,HARV_037-M-0-34.5-20180801-KCL,D00000008395,ok,2018-11-26,0.138,1,OK,,2018-11-30,0.094,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
c436e009-66ee-4756-a788-66474ed526af,HARV_037.basePlot.bgc,D01,HARV,HARV_037,2018-08-01T12:49Z,HARV_037-O-34-39-20180801,D00000008329,HARV_037-O-34-39-20180801-KCL,D00000008366,ok,2018-11-26,1.109,1,OK,,2019-02-12,0.179,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
906c6fc3-6e0a-4690-9502-84d14e787b5b,HARV,D01,HARV,"",2018-08-01T16:00Z,"","",HARV-20180801-BREF1-B,D00000008333,ok,2018-11-26,0,1,OK,,2018-11-27,0.108,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
9d6c5ca3-49fb-4323-9d24-c063e97120b1,HARV,D01,HARV,"",2018-08-01T16:00Z,"","",HARV-20180801-BREF1-A,D00000008338,ok,2018-11-26,0,1,OK,,2018-11-27,0.114,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
b297e1ff-32e2-415a-acff-d158813206e2,HARV,D01,HARV,"",2018-08-01T16:00Z,"","",HARV-20180801-BREF1-C,D00000008335,ok,2018-11-26,0.024,1,OK,,2019-02-12,0.088,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
64115f15-b3f1-4201-bc6b-476f53c56698,HARV,D01,HARV,"",2018-08-02T16:00Z,"","",HARV-20180802-BREF1-C,D00000008336,ok,2018-11-26,0.026,1,OK,,2018-11-30,0.099,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
3aa6665f-4b65-4a56-b57e-c78cb0df5ef2,HARV,D01,HARV,"",2018-08-02T16:00Z,"","",HARV-20180802-BREF1-B,D00000008334,ok,2018-11-26,0.019,1,OK,,2019-02-12,0.082,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
3d8bac43-247e-4325-b9ad-a70c88aad19b,HARV,D01,HARV,"",2018-08-02T16:00Z,"","",HARV-20180802-BREF1-A,D00000008337,ok,2018-11-26,0.029,1,OK,,2018-11-30,0.099,1,OK,,EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085129Z,RELEASE-2021
5fbf4025-94b0-4226-99df-f2ba6cd87eff,HARV_005.basePlot.bgc,D01,HARV,HARV_005,2018-10-08T13:29Z,HARV_005-O-0.5-19.5-20181008,A00000032388,HARV_005-O-0.5-19.5-20181008-KCL,B00000030876,ok,2019-01-29,0.119,1,OK,"",2019-01-29,0.189,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
3bf8ca31-558f-46d0-a46c-1a1ec7ba7ebb,HARV_005.basePlot.bgc,D01,HARV,HARV_005,2018-10-29T14:16Z,HARV_005-O-0.5-19.5-20181029,A00000032552,HARV_005-O-0.5-19.5-20181029-KCL,B00000031200,ok,2019-01-29,0.112,1,OK,"",2019-01-29,0.159,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
5f5eb8df-06d5-497d-a02e-b13718ff0924,HARV_005.basePlot.bgc,D01,HARV,HARV_005,2018-10-08T13:40Z,HARV_005-M-0.5-19.5-20181008,A00000032390,HARV_005-M-0.5-19.5-20181008-KCL,B00000030893,ok,2019-01-29,0.207,1,OK,"",2019-01-29,0.174,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
e70853cb-e888-494a-9cd5-3a5ce7d16aff,HARV_005.basePlot.bgc,D01,HARV,HARV_005,2018-10-29T14:07Z,HARV_005-M-0.5-19.5-20181029,A00000032553,HARV_005-M-0.5-19.5-20181029-KCL,B00000031203,ok,2019-01-29,0.131,1,OK,"",2019-01-29,0.255,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
0b1fbc46-4f82-4277-8e87-ba4e43a88b2a,HARV_005.basePlot.bgc,D01,HARV,HARV_005,2018-10-08T13:53Z,HARV_005-O-23-34.5-20181008,A00000032387,HARV_005-O-23-34.5-20181008-KCL,B00000030881,ok,2019-01-29,0.12,1,OK,"",2019-01-29,0.115,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
1ac49bf8-e8ad-4833-8564-17d83faefbf1,HARV_005.basePlot.bgc,D01,HARV,HARV_005,2018-10-29T14:10Z,HARV_005-O-23-34.5-20181029,A00000032568,HARV_005-O-23-34.5-20181029-KCL,B00000031198,ok,2019-01-29,0.247,1,OK,"",2019-01-29,0.224,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
dd494997-241f-4a3b-908c-88d7c3ab83e2,HARV_005.basePlot.bgc,D01,HARV,HARV_005,2018-10-08T13:58Z,HARV_005-M-23-34.5-20181008,A00000032391,HARV_005-M-23-34.5-20181008-KCL,B00000030888,ok,2019-01-29,0.126,1,OK,"",2019-01-29,0.183,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
9847764a-5d1d-4e72-b2dd-a1905a01efa0,HARV_005.basePlot.bgc,D01,HARV,HARV_005,2018-10-29T14:10Z,HARV_005-M-23-34.5-20181029,A00000032567,HARV_005-M-23-34.5-20181029-KCL,B00000031196,ok,2019-01-29,0.072,1,OK,"",2019-01-29,0.172,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
e996db4c-8881-40db-9cf6-4066e7d8fcff,HARV_005.basePlot.bgc,D01,HARV,HARV_005,2018-10-08T14:19Z,HARV_005-O-23.5-6.5-20181008,A00000032386,HARV_005-O-23.5-6.5-20181008-KCL,B00000030870,ok,2019-01-29,0.237,1,OK,"",2019-01-29,0.131,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
23b8e88f-46eb-4bd0-8154-1752c0fb0b74,HARV_005.basePlot.bgc,D01,HARV,HARV_005,2018-10-29T14:16Z,HARV_005-O-23.5-6.5-20181029,A00000032570,HARV_005-O-23.5-6.5-20181029-KCL,B00000031199,ok,2019-01-29,0.172,1,OK,"",2019-01-29,0.122,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
9396e06a-18bd-4073-8134-3df48cdbcf6c,HARV_005.basePlot.bgc,D01,HARV,HARV_005,2018-10-08T14:23Z,HARV_005-M-23.5-6.5-20181008,A00000032389,HARV_005-M-23.5-6.5-20181008-KCL,B00000030890,ok,2019-01-29,0.046,1,OK,"",2019-01-29,0.194,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
f39387bd-a5be-4cdb-a559-530606b70b06,HARV_005.basePlot.bgc,D01,HARV,HARV_005,2018-10-29T14:16Z,HARV_005-M-23.5-6.5-20181029,A00000032569,HARV_005-M-23.5-6.5-20181029-KCL,B00000031197,ok,2019-01-29,0.112,1,OK,"",2019-01-29,0.146,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
1a280d39-50d7-4fb1-9572-0dc94848e094,HARV_002.basePlot.bgc,D01,HARV,HARV_002,2018-10-08T15:19Z,HARV_002-O-12-2.5-20181008,A00000032374,HARV_002-O-12-2.5-20181008-KCL,B00000030853,ok,2019-01-29,0.858,1,OK,"",2019-01-29,0.132,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
d37a1ce4-8fee-4cdb-b2a1-973ff49f4369,HARV_002.basePlot.bgc,D01,HARV,HARV_002,2018-10-29T15:00Z,HARV_002-O-12-2.5-20181029,A00000032554,HARV_002-O-12-2.5-20181029-KCL,B00000031195,ok,2019-01-29,0.467,1,OK,"",2019-01-29,0.102,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
f7899fb6-9593-4074-b3d6-9cb94b34d52b,HARV_002.basePlot.bgc,D01,HARV,HARV_002,2018-10-08T15:24Z,HARV_002-M-12-2.5-20181008,A00000032372,HARV_002-M-12-2.5-20181008-KCL,B00000030859,ok,2019-01-29,0.153,1,OK,"",2019-01-29,0.192,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
0d5cbf6e-1471-47c7-8d57-d72cc0772072,HARV_002.basePlot.bgc,D01,HARV,HARV_002,2018-10-29T14:59Z,HARV_002-M-12-2.5-20181029,A00000032556,HARV_002-M-12-2.5-20181029-KCL,B00000031201,ok,2019-01-29,0.287,1,OK,"",2019-01-29,0.105,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
7b016d2d-9fa7-4aae-84a0-318763cd755b,HARV_002.basePlot.bgc,D01,HARV,HARV_002,2018-10-08T15:37Z,HARV_002-O-37-16.5-20181008,A00000032375,HARV_002-O-37-16.5-20181008-KCL,B00000030851,ok,2019-01-29,0.123,1,OK,"",2019-01-29,0.148,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
7a9a4bb1-5636-4a0f-bc6f-cd9e65d45e8e,HARV_002.basePlot.bgc,D01,HARV,HARV_002,2018-10-29T15:09Z,HARV_002-O-37-16.5-20181029,A00000032558,HARV_002-O-37-16.5-20181029-KCL,B00000031194,ok,2019-01-29,0.126,1,OK,"",2019-01-29,0.191,1,OK,"",EcoCore_CSU,Salicylate/nitroferricyanide (EPA 353.2),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,Cd reduction/sulfanilamide (DIN 38406),OI Analytical 3700 Automated Chemistry Analyzer,Wy/3diD3cK1DOxVNruNwvg==,RHMxnCcsszGVJJM0CIC3lw==,,20201218T085818Z,RELEASE-2021
