uid,domainID,siteID,plotID,namedLocation,plotType,nlcdClass,subplotID,coreCoordinateX,coreCoordinateY,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,collectDate,sampleTiming,biophysicalCriteria,eventID,standingWaterDepth,nTransBoutType,boutType,samplingImpractical,incubationMethod,incubationCondition,sampleID,sampleCode,toxicodendronPossible,horizon,horizonDetails,soilTemp,litterDepth,sampleTopDepth,sampleBottomDepth,sampleExtent,soilSamplingDevice,soilCoreCount,geneticSampleID,geneticSampleCode,geneticArchiveSample1ID,geneticArchiveSample1Code,geneticArchiveSample2ID,geneticArchiveSample2Code,geneticArchiveSample3ID,geneticArchiveSample3Code,geneticArchiveSample4ID,geneticArchiveSample4Code,geneticArchiveSample5ID,geneticArchiveSample5Code,geneticSampleCondition,biomassID,biomassCode,biomassSampleCondition,remarks,collectedBy,dataQF,publicationDate,release
47036aa0-d930-420d-8a1c-45884588ffaa,D01,BART,BART_032,BART_032.basePlot.bgc,tower,deciduousForest,,2,1,WGS84,44.0675,-71.2876,20.2,273.5,0.21,NEON.DOC.014048vC,2014-08-21T13:15Z,other,,,0,No,microbes,,no incubation,,BART_032-M-2-1-20140821,,,M,,14,,5,22,,,3,BART_032-M-2-1-20140821-GEN,,BART_032-M-2-1-20140821-GA1,,,,,,,,,,OK,,,,"Sampling coordinate moved to (2,1) due to clusters of trees (Original point (2,0); also for core 1 mineral horizon depth there was a large rock; QC: no error EM",D01CAB21,,20201217T042530Z,RELEASE-2021
17a65f4d-481f-4865-8a06-47117e2eb921,D01,BART,BART_032,BART_032.basePlot.bgc,tower,deciduousForest,,8,11,WGS84,44.0675,-71.2876,20.2,273.5,0.21,NEON.DOC.014048vC,2014-08-21T13:51Z,other,,,0,No,microbes,,no incubation,,BART_032-O-8-11-20140821,,,O,,15,,0,4.3,,,3,BART_032-O-8-11-20140821-GEN,,BART_032-O-8-11-20140821-GA1,,,,,,,,,,OK,,,,Three soil temperatures taken: 15;14.9;15.3; QC: no error EM,D01DRC25,,20201217T042530Z,RELEASE-2021
637c13fe-67f7-4c42-b71e-c55d7edfe622,D01,BART,BART_032,BART_032.basePlot.bgc,tower,deciduousForest,,8,11,WGS84,44.0675,-71.2876,20.2,273.5,0.21,NEON.DOC.014048vC,2014-08-21T13:51Z,other,,,0,No,microbes,,no incubation,,BART_032-M-8-11-20140821,,,M,,15,,4.3,30,,,3,BART_032-M-8-11-20140821-GEN,,BART_032-M-8-11-20140821-GA1,,,,,,,,,,OK,,,,Three soil temperatures taken: 15;14.9;15.3; QC: no error EM,D01DRC25,,20201217T042530Z,RELEASE-2021
93b4d9f0-9d90-4d46-a05b-119c4632a2dc,D01,BART,BART_002,BART_002.basePlot.bgc,distributed,deciduousForest,,33,17,WGS84,44.035076,-71.272844,20.3,550.6,0.63,NEON.DOC.014048vC,2014-08-21T18:10Z,other,,,0,No,microbes,,no incubation,,BART_002-O-33-17-20140821,,,O,,14.2,,0,0,,,3,BART_002-O-33-17-20140821-GEN,,BART_002-O-33-17-20140821-GA1,,,,,,,,,,OK,,,,Coordinate on steep slope rocky; QC: no error EM,D01JAH27,,20201217T042530Z,RELEASE-2021
09a211c2-424b-4083-af84-525670826453,D01,BART,BART_002,BART_002.basePlot.bgc,distributed,deciduousForest,,33,17,WGS84,44.035076,-71.272844,20.3,550.6,0.63,NEON.DOC.014048vC,2014-08-21T18:10Z,other,,,0,No,microbes,,no incubation,,BART_002-M-33-17-20140821,,,M,,14.2,,0,30,,,3,BART_002-M-33-17-20140821-GEN,,BART_002-M-33-17-20140821-GA1,,,,,,,,,,OK,,,,Coordinate on steep slope rocky; QC: no error EM,D01JAH27,,20201217T042530Z,RELEASE-2021
75db0a2e-9a0d-482e-9270-5b3663a31cd4,D01,BART,BART_002,BART_002.basePlot.bgc,distributed,deciduousForest,,17,37,WGS84,44.035076,-71.272844,20.3,550.6,0.63,NEON.DOC.014048vC,2014-08-21T18:24Z,other,,,0,No,microbes,,no incubation,,BART_002-M-17-37-20140821,,,M,,14.2,,0,30,,,3,BART_002-M-17-37-20140821-GEN,,BART_002-M-17-37-20140821-GA1,,,,,,,,,,OK,,,,Moved one meter west; was on bare rock for x coordinate; coordinate is on steep slope with gravelly soil exposed; QC: changed ''rock'' to ''slope'' in remarks EM,D01KAK22,,20201217T042530Z,RELEASE-2021
343c3f03-a5d2-4117-9808-60ae62cfc14a,D01,BART,BART_002,BART_002.basePlot.bgc,distributed,deciduousForest,,17,37,WGS84,44.035076,-71.272844,20.3,550.6,0.63,NEON.DOC.014048vC,2014-08-21T18:24Z,other,,,0,No,microbes,,no incubation,,BART_002-O-17-37-20140821,,,O,,14.2,,0,0,,,3,BART_002-O-17-37-20140821-GEN,,BART_002-O-17-37-20140821-GA1,,,,,,,,,,OK,,,,Moved one meter west; was on bare rock for x coordinate; coordinate is on steep slope with gravelly soil exposed; ; QC: changed ''rock'' to ''slope'' in remarks EM,D01KAK22,,20201217T042530Z,RELEASE-2021
20f20f02-aa66-47ad-a47d-0598eb6bfaa6,D01,BART,BART_002,BART_002.basePlot.bgc,distributed,deciduousForest,,2,27,WGS84,44.035076,-71.272844,20.3,550.6,0.63,NEON.DOC.014048vC,2014-08-21T18:45Z,other,,,0,No,microbes,,no incubation,,BART_002-O-2-27-20140821,,,O,,14.3,,0,0,,,3,BART_002-O-2-27-20140821-GEN,,BART_002-O-2-27-20140821-GA1,,,,,,,,,,OK,,,,Coordinate on steep slope rocky; QC: no error EM,D01JAH27,,20201217T042530Z,RELEASE-2021
f65abff0-b741-4f41-bd1c-1e7b1484a337,D01,BART,BART_002,BART_002.basePlot.bgc,distributed,deciduousForest,,2,27,WGS84,44.035076,-71.272844,20.3,550.6,0.63,NEON.DOC.014048vC,2014-08-21T18:45Z,other,,,0,No,microbes,,no incubation,,BART_002-M-2-27-20140821,,,M,,14.3,,0,26.3,,,3,BART_002-M-2-27-20140821-GEN,,BART_002-M-2-27-20140821-GA1,,,,,,,,,,OK,,,,Coordinate on steep slope rocky; QC: no error EM,D01JAH27,,20201217T042530Z,RELEASE-2021
dc7e218b-9847-4297-83b6-0ba114d78290,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,38,6,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-09-22T16:38Z,other,,,0,No,microbes,,no incubation,,BART_006-O-38-6-20140922,,,O,,12,,0,10,,,1,BART_006-O-38-6-20140922-GEN,,BART_006-O-38-6-20140922-GA1,,,,,,,,,,OK,,,,moved 1 m north,D01KAK22,,20201217T042319Z,RELEASE-2021
fa8f3c8b-51e5-4459-9cd4-4b9a76f6e0c1,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,38,6,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-09-22T16:38Z,other,,,0,No,microbes,,no incubation,,BART_006-M-38-6-20140922,,,M,,12,,10,30,,,1,BART_006-M-38-6-20140922-GEN,,BART_006-M-38-6-20140922-GA1,,,,,,,,,,OK,,,,moved 1 m north,D01KAK22,,20201217T042319Z,RELEASE-2021
7b806e4b-f16e-4f10-9beb-f115fe24c9be,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,16,40,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-09-22T17:01Z,other,,,0,No,microbes,,no incubation,,BART_006-O-16-40-20140922,,,O,,12.7,,0,4.5,,,1,BART_006-O-16-40-20140922-GEN,,BART_006-O-16-40-20140922-GA1,,,,,,,,,,OK,,,,"",D01NIH14,,20201217T042319Z,RELEASE-2021
2f3b14ef-32fb-4e2a-a127-6b8d2d9890d1,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,16,40,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-09-22T17:01Z,other,,,0,No,microbes,,no incubation,,BART_006-M-16-40-20140922,,,M,,12.7,,4.5,30,,,1,BART_006-M-16-40-20140922-GEN,,BART_006-M-16-40-20140922-GA1,,,,,,,,,,OK,,,,"",D01NIH14,,20201217T042319Z,RELEASE-2021
ec8b2f28-3abe-46c7-b576-dde9cd1dca5d,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,34,40,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-09-22T17:39Z,other,,,0,No,microbes,,no incubation,,BART_006-M-34-40-20140922,,,M,,12.4,,6,30,,,1,BART_006-M-34-40-20140922-GEN,,BART_006-M-34-40-20140922-GA1,,,,,,,,,,OK,,,,"",D01KAK22,,20201217T042319Z,RELEASE-2021
a296ac9c-ba30-4c94-a456-8ebccafdd10e,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,34,40,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-09-22T17:39Z,other,,,0,No,microbes,,no incubation,,BART_006-O-34-40-20140922,,,O,,12.4,,0,6,,,1,BART_006-O-34-40-20140922-GEN,,BART_006-O-34-40-20140922-GA1,,,,,,,,,,OK,,,,"",D01KAK22,,20201217T042319Z,RELEASE-2021
28e65852-a5f3-43dc-bdde-edcbd631e90f,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,8,8,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-09-23T13:30Z,other,,,0,No,microbes,,no incubation,,BART_004-M-8-8-20140923,,,M,,11.1,,10,30,,,1,BART_004-M-8-8-20140923-GEN,,BART_004-M-8-8-20140923-GA1,,,,,,,,,,OK,,,,"",D01NIH14,,20201217T042319Z,RELEASE-2021
9e97fa0f-9a11-466b-9367-d28779849c63,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,8,8,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-09-23T13:30Z,other,,,0,No,microbes,,no incubation,,BART_004-O-8-8-20140923,,,O,,11.1,,0,10,,,1,BART_004-O-8-8-20140923-GEN,,BART_004-O-8-8-20140923-GA1,,,,,,,,,,OK,,,,"",D01NIH14,,20201217T042319Z,RELEASE-2021
a6948279-9124-4512-bfa0-8633c81cb424,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,8,40,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-09-23T13:54Z,other,,,0,No,microbes,,no incubation,,BART_004-M-8-40-20140923,,,M,,11.1,,5,30,,,1,BART_004-M-8-40-20140923-GEN,,BART_004-M-8-40-20140923-GA1,,,,,,,,,,OK,,,,"",D01KAK22,,20201217T042319Z,RELEASE-2021
fcd9faa5-d366-4c76-927b-54a8a920003d,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,8,40,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-09-23T13:54Z,other,,,0,No,microbes,,no incubation,,BART_004-O-8-40-20140923,,,O,,11.1,,0,5,,,1,BART_004-O-8-40-20140923-GEN,,BART_004-O-8-40-20140923-GA1,,,,,,,,,,OK,,,,"",D01KAK22,,20201217T042319Z,RELEASE-2021
7cf410a6-4eb1-4d6d-b31f-a7132b7211b1,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,36,24,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-09-23T14:05Z,other,,,0,No,microbes,,no incubation,,BART_004-O-36-24-20140923,,,O,,11.1,,0,8,,,1,BART_004-O-36-24-20140923-GEN,,BART_004-O-36-24-20140923-GA1,,,,,,,,,,OK,,,,No transcription errors found,D01NIH14,,20201217T042319Z,RELEASE-2021
9dd365dc-ae10-4904-91b7-0d9f8d8a52ef,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,36,24,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-09-23T14:05Z,other,,,0,No,microbes,,no incubation,,BART_004-M-36-24-20140923,,,M,,11.1,,8,30,,,1,BART_004-M-36-24-20140923-GEN,,BART_004-M-36-24-20140923-GA1,,,,,,,,,,OK,,,,No transcription errors found,D01NIH14,,20201217T042319Z,RELEASE-2021
bdeb8d23-148f-4826-8a97-3a07ee9252ba,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,27,7,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-09-23T15:03Z,other,,,0,No,microbes,,no incubation,,BART_001-O-27-7-20140923,,,O,,10.8,,0,8,,,1,BART_001-O-27-7-20140923-GEN,,BART_001-O-27-7-20140923-GA1,,,,,,,,,,OK,,,,"",D01KAK22,,20201217T042319Z,RELEASE-2021
66785206-a55c-4de7-a056-810632dd2a9a,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,27,7,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-09-23T15:03Z,other,,,0,No,microbes,,no incubation,,BART_001-M-27-7-20140923,,,M,,10.8,,8,30,,,1,BART_001-M-27-7-20140923-GEN,,BART_001-M-27-7-20140923-GA1,,,,,,,,,,OK,,,,"",D01KAK22,,20201217T042319Z,RELEASE-2021
730eb1d2-3406-4114-8919-6ccbeabc1cc9,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,38,23,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-09-23T15:15Z,other,,,0,No,microbes,,no incubation,,BART_001-M-38-23-20140923,,,M,,10.7,,4,30,,,1,BART_001-M-38-23-20140923-GEN,,BART_001-M-38-23-20140923-GA1,,,,,,,,,,OK,,,,On root mass,D01NIH14,,20201217T042319Z,RELEASE-2021
fd767e6d-6c6a-48e0-8a76-100ba14cf968,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,38,23,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-09-23T15:15Z,other,,,0,No,microbes,,no incubation,,BART_001-O-38-23-20140923,,,O,,10.7,,0,4,,,1,BART_001-O-38-23-20140923-GEN,,BART_001-O-38-23-20140923-GA1,,,,,,,,,,OK,,,,On root mass,D01NIH14,,20201217T042319Z,RELEASE-2021
fc9a34f7-5f69-4e13-b65d-a24bc9929677,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,4,15,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-09-23T15:28Z,other,,,0,No,microbes,,no incubation,,BART_001-O-4-15-20140923,,,O,,10.7,,0,8,,,1,BART_001-O-4-15-20140923-GEN,,BART_001-O-4-15-20140923-GA1,,,,,,,,,,OK,,,,No transcription errors found,D01KAK22,,20201217T042319Z,RELEASE-2021
1a686b98-df27-4d23-8aac-df183138ed16,D01,BART,BART_001,BART_001.basePlot.bgc,distributed,mixedForest,,4,15,WGS84,44.047079,-71.306661,20.3,467.7,0.62,NEON.DOC.014048vC,2014-09-23T15:28Z,other,,,0,No,microbes,,no incubation,,BART_001-M-4-15-20140923,,,M,,10.7,,8,30,,,1,BART_001-M-4-15-20140923-GEN,,BART_001-M-4-15-20140923-GA1,,,,,,,,,,OK,,,,No transcription errors found,D01KAK22,,20201217T042319Z,RELEASE-2021
737e18e2-39fe-45ea-bb50-48fa6abe2aad,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,14,6,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-09-23T16:30Z,other,,,0,No,microbes,,no incubation,,BART_028-O-14-6-20140923,,,O,,11.4,,0,9,,,1,BART_028-O-14-6-20140923-GEN,,BART_028-O-14-6-20140923-GA1,,,,,,,,,,OK,,,,"",D01NIH14,,20201217T042319Z,RELEASE-2021
08faba3f-4c57-4945-b10a-140a15846e95,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,14,6,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-09-23T16:30Z,other,,,0,No,microbes,,no incubation,,BART_028-M-14-6-20140923,,,M,,11.4,,9,30,,,1,BART_028-M-14-6-20140923-GEN,,BART_028-M-14-6-20140923-GA1,,,,,,,,,,OK,,,,"",D01NIH14,,20201217T042319Z,RELEASE-2021
48520932-d164-432c-8780-14ce843de07f,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,14,30,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-09-23T16:46Z,other,,,0,No,microbes,,no incubation,,BART_028-O-14-30-20140923,,,O,,11,,0,6,,,1,BART_028-O-14-30-20140923-GEN,,BART_028-O-14-30-20140923-GA1,,,,,,,,,,OK,,,,"",D01KAK22,,20201217T042319Z,RELEASE-2021
1b65a94a-baf6-406b-97fb-b671b5976dee,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,14,30,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-09-23T16:46Z,other,,,0,No,microbes,,no incubation,,BART_028-M-14-30-20140923,,,M,,11,,6,30,,,1,BART_028-M-14-30-20140923-GEN,,BART_028-M-14-30-20140923-GA1,,,,,,,,,,OK,,,,"",D01KAK22,,20201217T042319Z,RELEASE-2021
e7efb1ad-872e-4e93-ae44-4da9996cef49,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,26,35,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-09-23T17:00Z,other,,,0,No,microbes,,no incubation,,BART_028-O-26-35-20140923,,,O,,11.1,,0,6,,,1,BART_028-O-26-35-20140923-GEN,,BART_028-O-26-35-20140923-GA1,,,,,,,,,,OK,,,,"",D01NIH14,,20201217T042319Z,RELEASE-2021
d4636748-5e80-4b4f-a70f-f851083d380c,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,26,35,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-09-23T17:00Z,other,,,0,No,microbes,,no incubation,,BART_028-M-26-35-20140923,,,M,,11.1,,6,30,,,1,BART_028-M-26-35-20140923-GEN,,BART_028-M-26-35-20140923-GA1,,,,,,,,,,OK,,,,"",D01NIH14,,20201217T042319Z,RELEASE-2021
6e3bd80a-0c05-434b-af7e-f7779353567b,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,39,5,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-10-27T17:45Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_004-M-39-5-20141027,,,M,,8.9,,4,30,,,1,BART_004-M-39-5-20141027-GEN,,BART_004-M-39-5-20141027-GA1,,,,,,,,,,OK,,,,"",D01KAK22,legacyData,20201217T042039Z,RELEASE-2021
0ec709b3-4f6a-4840-a2b7-75c7d2dd48a2,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,39,5,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-10-27T17:45Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_004-O-39-5-20141027,,,O,,8.9,,0,4,,,1,BART_004-O-39-5-20141027-GEN,,BART_004-O-39-5-20141027-GA1,,,,,,,,,,OK,,,,"",D01KAK22,legacyData,20201217T042039Z,RELEASE-2021
ac077b76-6ac7-4cb1-8add-aa794b72a38b,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,33,6,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-10-27T18:05Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_004-O-33-6-20141027,,,O,,9.3,,0,4,,,1,BART_004-O-33-6-20141027-GEN,,BART_004-O-33-6-20141027-GA1,,,,,,,,,,OK,,,,"",D01KAK22,legacyData,20201217T042039Z,RELEASE-2021
afc52ff6-b541-4446-95e7-ca374e7b03e4,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,33,6,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-10-27T18:05Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_004-M-33-6-20141027,,,M,,9.3,,4,30,,,1,BART_004-M-33-6-20141027-GEN,,BART_004-M-33-6-20141027-GA1,,,,,,,,,,OK,,,,"",D01KAK22,legacyData,20201217T042039Z,RELEASE-2021
1560c769-adbe-4646-81c4-d443d0fd2cb3,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,2,21,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-10-27T18:20Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_004-M-2-21-20141027,,,M,,8.9,,4,30,,,1,BART_004-M-2-21-20141027-GEN,,BART_004-M-2-21-20141027-GA1,,,,,,,,,,OK,,,,"",D01KAK22,legacyData,20201217T042039Z,RELEASE-2021
4003638a-46c6-47ef-8c87-41c18f346519,D01,BART,BART_004,BART_004.basePlot.bgc,distributed,mixedForest,,2,21,WGS84,44.041571,-71.28692,20.2,526.4,0.29,NEON.DOC.014048vC,2014-10-27T18:20Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_004-O-2-21-20141027,,,O,,8.9,,0,4,,,1,BART_004-O-2-21-20141027-GEN,,BART_004-O-2-21-20141027-GA1,,,,,,,,,,OK,,,,"",D01KAK22,legacyData,20201217T042039Z,RELEASE-2021
cf07e011-1176-49ff-8e53-38b5b614f49f,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,7,0,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-10-27T19:35Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_028-M-7-0-20141027,,,M,,9.1,,6,30,,,1,BART_028-M-7-0-20141027-GEN,,BART_028-M-7-0-20141027-GA1,,,,,,,,,,OK,,,,"",D01KAK22,legacyData,20201217T042039Z,RELEASE-2021
006a2472-2bcb-4f8f-a668-112edad337d6,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,7,0,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-10-27T19:35Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_028-O-7-0-20141027,,,O,,9.1,,0,6,,,1,BART_028-O-7-0-20141027-GEN,,BART_028-O-7-0-20141027-GA1,,,,,,,,,,OK,,,,trace litter,D01JRS08,legacyData,20201217T042039Z,RELEASE-2021
965efabc-4093-4bd6-a7e5-27015cd35c13,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,39,27,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-10-27T20:00Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_028-O-39-27-20141027,,,O,,8,,0,5,,,1,BART_028-O-39-27-20141027-GEN,,BART_028-O-39-27-20141027-GA1,,,,,,,,,,OK,,,,trace litter,D01JRS08,legacyData,20201217T042039Z,RELEASE-2021
93f5c030-8009-4bfb-8197-7f61636c87b3,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,39,27,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-10-27T20:00Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_028-M-39-27-20141027,,,M,,8,,5,30,,,1,BART_028-M-39-27-20141027-GEN,,BART_028-M-39-27-20141027-GA1,,,,,,,,,,OK,,,,"",D01JRS08,legacyData,20201217T042039Z,RELEASE-2021
1037cd9c-dd1e-431e-8513-df4c12b2d308,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,24,31,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-10-27T20:30Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_028-M-24-31-20141027,,,M,,8.2,,4,30,,,1,BART_028-M-24-31-20141027-GEN,,BART_028-M-24-31-20141027-GA1,,,,,,,,,,OK,,,,No transcription errors found,D01JRS08,legacyData,20201217T042039Z,RELEASE-2021
ca4d4338-a38b-471b-aaf7-ee12f72c1b67,D01,BART,BART_028,BART_028.basePlot.bgc,distributed,evergreenForest,,24,31,WGS84,44.0541,-71.3065,20.2,485.7,0.19,NEON.DOC.014048vC,2014-10-27T20:30Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_028-O-24-31-20141027,,,O,,8.2,,0,4,,,1,BART_028-O-24-31-20141027-GEN,,BART_028-O-24-31-20141027-GA1,,,,,,,,,,OK,,,,trace litter; No transcription errors found,D01JRS08,legacyData,20201217T042039Z,RELEASE-2021
7436a1ff-34e8-414b-849c-0896569886d3,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,15,5,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-10-28T13:07Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_006-M-15-5-20141028,,,M,,9.1,,5,30,,,1,BART_006-M-15-5-20141028-GEN,,BART_006-M-15-5-20141028-GA1,,,,,,,,,,OK,,,,moved 1m East,D01JRS08,legacyData,20201217T042039Z,RELEASE-2021
7c140db1-7801-4d75-bf4f-3fead0d14f79,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,15,5,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-10-28T13:07Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_006-O-15-5-20141028,,,O,,9.1,,0,5,,,1,BART_006-O-15-5-20141028-GEN,,BART_006-O-15-5-20141028-GA1,,,,,,,,,,OK,,,,moved 1m East,D01KAK22,legacyData,20201217T042039Z,RELEASE-2021
afc7a1ba-5576-45a4-bed1-dc98ac0732e4,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,2,38,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-10-28T13:25Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_006-O-2-38-20141028,,,O,,9.2,,0,2,,,1,BART_006-O-2-38-20141028-GEN,,BART_006-O-2-38-20141028-GA1,,,,,,,,,,OK,,,,"",D01KAK22,legacyData,20201217T042039Z,RELEASE-2021
8805e20a-f5d5-4c2f-b0cc-1785a1277db3,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,2,38,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-10-28T13:25Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_006-M-2-38-20141028,,,M,,9.2,,2,30,,,1,BART_006-M-2-38-20141028-GEN,,BART_006-M-2-38-20141028-GA1,,,,,,,,,,OK,,,,"",D01KAK22,legacyData,20201217T042039Z,RELEASE-2021
2f3c915f-9dba-4bec-a37e-3e7036b8187a,D01,BART,BART_006,BART_006.basePlot.bgc,distributed,deciduousForest,,26,38,WGS84,44.0605,-71.3109,20.1,432.7,0.21,NEON.DOC.014048vC,2014-10-28T13:45Z,fallWinterTransition,,,0,No,microbes,,no incubation,,BART_006-M-26-38-20141028,,,M,,9.5,,5,30,,,1,BART_006-M-26-38-20141028-GEN,,BART_006-M-26-38-20141028-GA1,,,,,,,,,,OK,,,,"",D01KAK22,legacyData,20201217T042039Z,RELEASE-2021
