uid,domainID,siteID,plotID,namedLocation,collectDate,sampleID,sampleCode,moistureSampleID,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,boatMass,freshMassBoatMass,dryMassBoatMass,soilMoisture,dryMassFraction,smRemarks,smMeasuredBy,smDataQF,publicationDate,release
0f84ddc2-5327-4521-9571-800b8a2a97a8,D01,BART,BART_023,BART_023.basePlot.bgc,2019-09-30T19:11Z,BART_023-O-3-4-20190930,A00000068358,BART_023-O-3-4-20190930-SM,NEON.DOC.014048vL,O,2019-10-02T15:37Z,2019-10-07T20:36Z,2.15,7.42,4.97,0.869,0.535,,0000-0003-3463-8507,,20201218T160422Z,RELEASE-2021
7e0387df-53d3-43f0-95ad-333bb02fd942,D01,BART,BART_042,BART_042.basePlot.bgc,2019-09-30T20:33Z,BART_042-O-30.5-11.5-20190930,A00000068349,BART_042-O-30.5-11.5-20190930-SM,NEON.DOC.014048vL,O,2019-10-02T15:37Z,2019-10-07T20:35Z,2.07,8,5.23,0.877,0.533,,0000-0003-3463-8507,,20201218T160422Z,RELEASE-2021
b0d4334a-042b-4f61-b37e-1c9fcb8dd906,D01,BART,BART_042,BART_042.basePlot.bgc,2019-09-30T20:57Z,BART_042-O-0-39.5-20190930,A00000068350,BART_042-O-0-39.5-20190930-SM,NEON.DOC.014048vL,O,2019-10-02T15:37Z,2019-10-07T20:34Z,2.06,7.3,4.46,1.183,0.458,,0000-0003-3463-8507,,20201218T160422Z,RELEASE-2021
38447696-a4e8-463f-8f09-4fb9409dac5f,D01,BART,BART_042,BART_042.basePlot.bgc,2019-09-30T21:33Z,BART_042-O-0-11-20190930,A00000068351,BART_042-O-0-11-20190930-SM,NEON.DOC.014048vL,O,2019-10-02T15:37Z,2019-10-07T20:34Z,2.15,7.62,4.68,1.162,0.463,,0000-0003-3463-8507,,20201218T160422Z,RELEASE-2021
1e5ca83e-df0e-45d3-8f4f-25c05b42e207,D01,BART,BART_001,BART_001.basePlot.bgc,2019-10-01T12:44Z,BART_001-O-39-16-20191001,A00000068101,BART_001-O-39-16-20191001-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:51Z,2.06,7.21,3.76,2.029,0.33,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
31304678-7ad4-4f6e-a07b-d3d52d8fc1db,D01,BART,BART_001,BART_001.basePlot.bgc,2019-10-01T13:18Z,BART_001-O-2.5-27-20191001,A00000068102,BART_001-O-2.5-27-20191001-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:52Z,2.05,7.34,4.19,1.472,0.405,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
0c0f1826-b052-4272-8de4-b8f4017c0e29,D01,BART,BART_001,BART_001.basePlot.bgc,2019-10-01T13:47Z,BART_001-O-10.5-9-20191001,A00000068103,BART_001-O-10.5-9-20191001-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:55Z,2.09,7.17,4.25,1.352,0.425,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
b8aa6374-a341-4441-830e-fb25568d9731,D01,BART,BART_004,BART_004.basePlot.bgc,2019-10-01T15:56Z,BART_004-O-29-9-20191001,A00000068367,BART_004-O-29-9-20191001-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:56Z,2.07,8.55,4.68,1.483,0.403,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
ea76155a-b003-4708-88eb-d1aa084420d2,D01,BART,BART_004,BART_004.basePlot.bgc,2019-10-01T16:26Z,BART_004-O-36-27-20191001,A00000068365,BART_004-O-36-27-20191001-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:38Z,2.15,7.39,4.72,1.039,0.49,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
6ab18e7e-0b9a-4549-a1b4-33f7c9553f6d,D01,BART,BART_004,BART_004.basePlot.bgc,2019-10-01T16:49Z,BART_004-O-14.5-39-20191001,A00000068366,BART_004-O-14.5-39-20191001-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:58Z,2.19,7.69,5.9,0.482,0.675,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
b864c16d-5460-4ec4-a896-9e5118abfda8,D01,BART,BART_036,BART_036.basePlot.bgc,2019-10-01T18:12Z,BART_036-O-34.5-19-20191001,A00000068355,BART_036-O-34.5-19-20191001-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:37Z,2.11,8.57,5,1.235,0.447,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
de7c18f1-f113-4b92-be7b-85ded9a41f12,D01,BART,BART_036,BART_036.basePlot.bgc,2019-10-01T18:33Z,BART_036-O-7.5-10.5-20191001,A00000068356,BART_036-O-7.5-10.5-20191001-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:39Z,2.1,7.49,3.66,2.455,0.289,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
010eaa57-4318-40be-9b48-935e15245343,D01,BART,BART_036,BART_036.basePlot.bgc,2019-10-01T18:52Z,BART_036-O-15.5-35.5-20191001,A00000068357,BART_036-O-15.5-35.5-20191001-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:38Z,2.16,7.8,4.83,1.112,0.473,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
2418ef74-cce3-40ae-bf90-e7832be9c91b,D01,BART,BART_002,BART_002.basePlot.bgc,2019-10-02T12:38Z,BART_002-O-33.5-26.5-20191002,A00000068104,BART_002-O-33.5-26.5-20191002-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-09T18:22Z,2.13,7.16,4.75,0.92,0.521,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
d9ca8ccb-41ba-4e8b-bc48-202e8f51ab37,D01,BART,BART_002,BART_002.basePlot.bgc,2019-10-02T13:01Z,BART_002-O-30-15.5-20191002,A00000068372,BART_002-O-30-15.5-20191002-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:41Z,2.15,7.87,5.26,0.839,0.544,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
bcc1bd2e-8e3b-4132-83cf-62ac678c283a,D01,BART,BART_002,BART_002.basePlot.bgc,2019-10-02T13:27Z,BART_002-O-4.5-20.5-20191002,A00000068371,BART_002-O-4.5-20.5-20191002-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:54Z,2.06,4.72,3.53,0.81,0.553,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
a60e84cf-6102-4ed6-befe-f9a73ad57bef,D01,BART,BART_003,BART_003.basePlot.bgc,2019-10-02T15:14Z,BART_003-O-38.5-8.5-20191002,A00000068370,BART_003-O-38.5-8.5-20191002-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:54Z,2.12,7.29,4.71,0.996,0.501,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
78748a00-fd8f-4014-9d90-ad47d30552c4,D01,BART,BART_003,BART_003.basePlot.bgc,2019-10-02T15:39Z,BART_003-O-13.5-30-20191002,A00000068369,BART_003-O-13.5-30-20191002-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:51Z,2.12,7.19,4.89,0.83,0.546,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
e737b33c-3699-4fc8-b50d-34d825da93aa,D01,BART,BART_003,BART_003.basePlot.bgc,2019-10-02T16:03Z,BART_003-O-2.5-16.5-20191002,A00000068368,BART_003-O-2.5-16.5-20191002-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:41Z,2.06,7.51,4.48,1.252,0.444,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
53d448f8-fde7-4500-b918-73da34cdd59f,D01,BART,BART_071,BART_071.basePlot.bgc,2019-10-02T18:19Z,BART_071-O-36.5-2.5-20191002,A00000068347,BART_071-O-36.5-2.5-20191002-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:53Z,2.07,7.6,4.46,1.314,0.432,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
fa27d1f0-719a-47a6-9d1b-a04df54a913a,D01,BART,BART_071,BART_071.basePlot.bgc,2019-10-02T18:41Z,BART_071-O-7.5-3.5-20191002,A00000068346,BART_071-O-7.5-3.5-20191002-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:55Z,2.17,7.61,4.21,1.667,0.375,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
26cfb3dd-a24f-4602-bded-d059d08a5379,D01,BART,BART_071,BART_071.basePlot.bgc,2019-10-02T19:03Z,BART_071-O-2.5-32.5-20191002,A00000068348,BART_071-O-2.5-32.5-20191002-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:57Z,2.1,7.44,4.39,1.332,0.429,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
77f8bf6b-2d48-4bcd-9b60-50fdb013a897,D01,BART,BART_040,BART_040.basePlot.bgc,2019-10-02T19:55Z,BART_040-O-10.5-5.5-20191002,A00000068354,BART_040-O-10.5-5.5-20191002-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:58Z,2.11,7.4,4.1,1.658,0.376,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
0771de5e-4302-4ac8-b5b1-cfdff3091776,D01,BART,BART_040,BART_040.basePlot.bgc,2019-10-02T20:12Z,BART_040-O-39-20-20191002,A00000068353,BART_040-O-39-20-20191002-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:42Z,2.03,7.91,3.31,3.594,0.218,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
6bf1f3df-9f01-42fa-9d29-3ac459586f6d,D01,BART,BART_040,BART_040.basePlot.bgc,2019-10-02T20:39Z,BART_040-O-39.5-14.5-20191002,A00000068352,BART_040-O-39.5-14.5-20191002-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-09T18:23Z,2.09,8.04,4.27,1.729,0.366,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
18119fea-e619-4f16-95fd-343822e4ca38,D01,BART,BART_005,BART_005.basePlot.bgc,2019-10-03T11:40Z,BART_005-O-0.5-3-20191003,A00000068361,BART_005-O-0.5-3-20191003-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:56Z,2.13,7.87,5.08,0.946,0.514,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
044ebdab-e026-43b5-acb9-4cadc079857d,D01,BART,BART_005,BART_005.basePlot.bgc,2019-10-03T12:00Z,BART_005-O-9.5-32.5-20191003,A00000068363,BART_005-O-9.5-32.5-20191003-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:40Z,2.14,8.63,4.22,2.12,0.32,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
836230a7-3af7-4b7a-b854-3c539844768f,D01,BART,BART_005,BART_005.basePlot.bgc,2019-10-03T12:24Z,BART_005-O-38-35-20191003,A00000068362,BART_005-O-38-35-20191003-SM,NEON.DOC.014048vL,O,2019-10-04T13:14Z,2019-10-07T20:57Z,2.08,8.54,3.97,2.418,0.293,,0000-0003-3463-8507,,20201218T162207Z,RELEASE-2021
89d1eecc-81c2-4cd8-8acf-33bc993bc505,D01,BART,BART_071,BART_071.basePlot.bgc,2020-06-28T16:31Z,BART_071-O-8.5-39.5-20200628,A00000156377,BART_071-O-8.5-39.5-20200628-SM,NEON.DOC.014048vN,O,2020-06-30T11:34Z,2020-07-02T14:10Z,2.14,7.19,5,0.766,0.566,,0000-0001-8260-4067,,20210405T211949Z,PROVISIONAL
f86afe5f-8cce-44f1-997c-8280d17837bb,D01,BART,BART_071,BART_071.basePlot.bgc,2020-06-28T16:59Z,BART_071-O-21-31.5-20200628,A00000156383,BART_071-O-21-31.5-20200628-SM,NEON.DOC.014048vN,O,2020-06-30T11:46Z,2020-07-02T14:09Z,2.14,7.03,4.69,0.918,0.521,,0000-0002-7459-3860,,20210405T211949Z,PROVISIONAL
d9d217a3-f2d2-4de2-b6cf-a7a014eadc46,D01,BART,BART_071,BART_071.basePlot.bgc,2020-06-28T17:38Z,BART_071-O-4-10-20200628,A00000156384,BART_071-O-4-10-20200628-SM,NEON.DOC.014048vN,O,2020-06-30T11:23Z,2020-07-02T14:10Z,2.04,6.84,4.72,0.791,0.558,,0000-0001-8260-4067,,20210405T211949Z,PROVISIONAL
f10a5f1d-3c60-48cb-a2cf-da90a7e24b26,D01,BART,BART_040,BART_040.basePlot.bgc,2020-06-28T18:45Z,BART_040-O-26.5-31-20200628,A00000156372,BART_040-O-26.5-31-20200628-SM,NEON.DOC.014048vN,O,2020-06-30T11:43Z,2020-07-02T14:08Z,2.07,7.34,4.74,0.974,0.507,,0000-0002-7459-3860,,20210405T211949Z,PROVISIONAL
ded3fd88-8483-4a9e-97c5-fba59b5649c1,D01,BART,BART_040,BART_040.basePlot.bgc,2020-06-28T19:06Z,BART_040-O-20.5-4-20200628,A00000156373,BART_040-O-20.5-4-20200628-SM,NEON.DOC.014048vN,O,2020-06-30T11:30Z,2020-07-02T14:09Z,2.06,7.17,3.13,3.776,0.209,,0000-0001-8260-4067,,20210405T211949Z,PROVISIONAL
2af5939f-05b4-4d24-a585-1670832b3aec,D01,BART,BART_040,BART_040.basePlot.bgc,2020-06-28T19:31Z,BART_040-O-5.5-21-20200628,A00000156371,BART_040-O-5.5-21-20200628-SM,NEON.DOC.014048vN,O,2020-06-30T11:50Z,2020-07-02T14:10Z,2.09,7.02,3.53,2.424,0.292,,0000-0002-7459-3860,,20210405T211949Z,PROVISIONAL
e0441c3e-2224-4ddd-b113-7a8451b605f8,D01,BART,BART_036,BART_036.basePlot.bgc,2020-06-29T12:14Z,BART_036-O-24-39-20200629,A00000156368,BART_036-O-24-39-20200629-SM,NEON.DOC.014048vN,O,2020-07-02T13:16Z,2020-07-06T12:12Z,2.06,7.24,4.39,1.223,0.45,,0000-0002-7459-3860,,20210405T211949Z,PROVISIONAL
2df00303-de49-4079-85c7-1a7dbe56f64b,D01,BART,BART_036,BART_036.basePlot.bgc,2020-06-29T12:41Z,BART_036-O-4.5-26.5-20200629,A00000156369,BART_036-O-4.5-26.5-20200629-SM,NEON.DOC.014048vN,O,2020-07-02T13:16Z,2020-07-06T12:12Z,2.1,7.02,3.76,1.964,0.337,,0000-0002-7459-3860,,20210405T211949Z,PROVISIONAL
1394db42-9ed0-46da-b79b-05b2a7eef28a,D01,BART,BART_036,BART_036.basePlot.bgc,2020-06-29T13:11Z,BART_036-O-32.5-1.5-20200629,A00000156370,BART_036-O-32.5-1.5-20200629-SM,NEON.DOC.014048vN,O,2020-07-02T13:16Z,2020-07-06T12:12Z,2.1,7.46,3.72,2.309,0.302,,0000-0002-7459-3860,,20210405T211949Z,PROVISIONAL
baeba05a-451e-4ea5-ba21-dfe1fa092ca9,D01,BART,BART_042,BART_042.basePlot.bgc,2020-06-29T14:09Z,BART_042-O-34-0.5-20200629,A00000156374,BART_042-O-34-0.5-20200629-SM,NEON.DOC.014048vN,O,2020-07-02T13:16Z,2020-07-06T12:12Z,2.13,7.14,4.13,1.505,0.399,,0000-0001-8260-4067,,20210405T211949Z,PROVISIONAL
46e8e203-a3a9-479a-aaf7-f9b6748a3bbe,D01,BART,BART_042,BART_042.basePlot.bgc,2020-06-29T14:43Z,BART_042-O-4-15.5-20200629,A00000156375,BART_042-O-4-15.5-20200629-SM,NEON.DOC.014048vN,O,2020-07-02T13:16Z,2020-07-06T12:12Z,2.12,7.14,3.42,2.862,0.259,,0000-0001-8260-4067,,20210405T211949Z,PROVISIONAL
8e075fc4-8498-42b2-97be-ec1cf9423bdf,D01,BART,BART_042,BART_042.basePlot.bgc,2020-06-29T15:11Z,BART_042-O-35.5-27-20200629,A00000156376,BART_042-O-35.5-27-20200629-SM,NEON.DOC.014048vN,O,2020-07-02T13:16Z,2020-07-06T12:12Z,2.12,7.01,3.62,2.26,0.307,,0000-0001-8260-4067,,20210405T211949Z,PROVISIONAL
687fb02b-bc64-4d00-b9cd-f4719646cad0,D01,BART,BART_001,BART_001.basePlot.bgc,2020-06-29T17:59Z,BART_001-O-35-25.5-20200629,A00000156441,BART_001-O-35-25.5-20200629-SM,NEON.DOC.014048vN,O,2020-07-02T13:16Z,2020-07-06T12:12Z,2.12,7.06,3.14,3.843,0.206,,0000-0001-8260-4067,,20210405T211949Z,PROVISIONAL
8c503915-98d0-401a-a598-450dfc28f649,D01,BART,BART_001,BART_001.basePlot.bgc,2020-06-29T18:29Z,BART_001-O-26.5-1-20200629,A00000156363,BART_001-O-26.5-1-20200629-SM,NEON.DOC.014048vN,O,2020-07-02T13:16Z,2020-07-06T12:12Z,2.09,7,3.79,1.888,0.346,,0000-0001-8260-4067,,20210405T211949Z,PROVISIONAL
664de26e-3bca-4e25-ae9a-cfe6a7af5136,D01,BART,BART_001,BART_001.basePlot.bgc,2020-06-29T19:02Z,BART_001-O-2-2-20200629,A00000156362,BART_001-O-2-2-20200629-SM,NEON.DOC.014048vN,O,2020-07-02T13:16Z,2020-07-06T12:12Z,2.1,7.08,3.46,2.662,0.273,,0000-0001-8260-4067,,20210405T211949Z,PROVISIONAL
2ddd1cdf-8871-44b9-b038-96d019a39c6b,D01,BART,BART_002,BART_002.basePlot.bgc,2020-06-30T13:12Z,BART_002-O-0-6.5-20200630,A00000156430,BART_002-O-0-6.5-20200630-SM,NEON.DOC.014048vN,O,2020-07-02T12:38Z,2020-07-06T12:12Z,2.15,7.12,3.71,2.186,0.314,,0000-0001-8260-4067,,20210405T211949Z,PROVISIONAL
a8a6f55f-22ce-4854-a4b5-a64e48068c9a,D01,BART,BART_002,BART_002.basePlot.bgc,2020-06-30T13:54Z,BART_002-O-21-35.5-20200630,A00000156432,BART_002-O-21-35.5-20200630-SM,NEON.DOC.014048vN,O,2020-07-02T12:38Z,2020-07-06T12:12Z,2.09,6.95,3.13,3.673,0.214,,0000-0001-8260-4067,,20210405T211949Z,PROVISIONAL
fa51701b-373b-49a4-89cc-452d3d3c6384,D01,BART,BART_002,BART_002.basePlot.bgc,2020-06-30T14:25Z,BART_002-O-39-13.5-20200630,A00000156431,BART_002-O-39-13.5-20200630-SM,NEON.DOC.014048vN,O,2020-07-02T12:38Z,2020-07-06T12:12Z,2.06,7.08,3.75,1.97,0.337,,0000-0001-8260-4067,,20210405T211949Z,PROVISIONAL
031cac37-5c7d-43e3-8b6d-56a586172660,D01,BART,BART_004,BART_004.basePlot.bgc,2020-06-30T18:18Z,BART_004-O-0.5-16-20200630,A00000156354,BART_004-O-0.5-16-20200630-SM,NEON.DOC.014048vN,O,2020-07-02T13:16Z,2020-07-06T12:12Z,2.13,7.13,3.43,2.846,0.26,,0000-0002-7459-3860,,20210405T211949Z,PROVISIONAL
b28008ab-da88-4f82-b59c-adbcf1214f8a,D01,BART,BART_004,BART_004.basePlot.bgc,2020-06-30T18:35Z,BART_004-O-26.5-7-20200630,A00000156355,BART_004-O-26.5-7-20200630-SM,NEON.DOC.014048vN,O,2020-07-02T12:38Z,2020-07-06T12:12Z,2.13,7.35,3.81,2.107,0.322,,0000-0002-7459-3860,,20210405T211949Z,PROVISIONAL
fbfa954d-7dcc-4e09-9ed0-1f67926f4887,D01,BART,BART_004,BART_004.basePlot.bgc,2020-06-30T19:07Z,BART_004-O-37-36.5-20200630,A00000156356,BART_004-O-37-36.5-20200630-SM,NEON.DOC.014048vN,O,2020-07-02T12:38Z,2020-07-06T12:12Z,2.06,7.42,3.35,3.155,0.241,,0000-0002-7459-3860,,20210405T211949Z,PROVISIONAL
3d40c29b-de8e-4042-bf33-54a1dd5aa6d6,D01,BART,BART_005,BART_005.basePlot.bgc,2020-06-30T20:11Z,BART_005-O-18-38-20200630,A00000156357,BART_005-O-18-38-20200630-SM,NEON.DOC.014048vN,O,2020-07-02T13:16Z,2020-07-06T12:12Z,2.07,7.07,3.08,3.95,0.202,,0000-0002-7459-3860,,20210405T211949Z,PROVISIONAL
a72dd246-7b80-48e0-8e29-1bcca563280c,D01,BART,BART_005,BART_005.basePlot.bgc,2020-06-30T20:39Z,BART_005-O-6-16-20200630,A00000156359,BART_005-O-6-16-20200630-SM,NEON.DOC.014048vN,O,2020-07-02T12:38Z,2020-07-06T12:12Z,2.13,6.91,3.09,3.979,0.201,,0000-0002-7459-3860,,20210405T211949Z,PROVISIONAL
0b1b0cf3-957e-49d4-ba2a-224749559e6b,D01,BART,BART_005,BART_005.basePlot.bgc,2020-06-30T21:04Z,BART_005-O-37.5-5-20200630,A00000156358,BART_005-O-37.5-5-20200630-SM,NEON.DOC.014048vN,O,2020-07-02T12:37Z,2020-07-06T12:12Z,2.13,7.56,2.96,5.542,0.153,,0000-0002-7459-3860,,20210405T211949Z,PROVISIONAL
fbd522cb-2ed9-4a65-ae9c-aade616a9a30,D01,BART,BART_023,BART_023.basePlot.bgc,2020-07-01T12:33Z,BART_023-O-2.5-1.5-20200701,A00000156360,BART_023-O-2.5-1.5-20200701-SM,NEON.DOC.014048vN,O,2020-07-02T13:16Z,2020-07-06T12:12Z,2.11,7.05,2.92,5.099,0.164,,0000-0002-7459-3860,,20210504T170541Z,PROVISIONAL
02810c46-20f7-4337-8ef5-8af964edd98a,D01,BART,BART_023,BART_023.basePlot.bgc,2020-07-01T13:01Z,BART_023-O-32-2-20200701,A00000156361,BART_023-O-32-2-20200701-SM,NEON.DOC.014048vN,O,2020-07-02T12:38Z,2020-07-06T12:12Z,2.2,7.2,3.41,3.132,0.242,,0000-0001-8260-4067,,20210504T170541Z,PROVISIONAL
dcb88af3-8f23-4a89-8200-2bac6598336e,D01,BART,BART_023,BART_023.basePlot.bgc,2020-07-01T13:44Z,BART_023-O-37.5-39.5-20200701,A00000156367,BART_023-O-37.5-39.5-20200701-SM,NEON.DOC.014048vN,O,2020-07-02T12:38Z,2020-07-06T12:12Z,2.09,7.05,3.33,3,0.25,,0000-0001-8260-4067,,20210504T170541Z,PROVISIONAL
a11ef2ac-bb48-4f8f-ab65-ec79171dc0d0,D01,BART,BART_001,BART_001.basePlot.bgc,2020-09-28T17:12Z,BART_001-O-37.5-27-20200928,A00000127176,BART_001-O-37.5-27-20200928-SM,NEON.DOC.014048vN,O,2020-09-30T18:38Z,2020-10-03T11:34Z,2.14,7.17,3.36,3.123,0.243,,0000-0002-6931-9699,,20210706T215310Z,PROVISIONAL
333eb835-94cd-4a1c-824f-1b5143adad14,D01,BART,BART_001,BART_001.basePlot.bgc,2020-09-28T17:32Z,BART_001-O-35-6-20200928,A00000127177,BART_001-O-35-6-20200928-SM,NEON.DOC.014048vN,O,2020-09-30T18:31Z,2020-10-03T11:34Z,2.16,6.93,4.11,1.446,0.409,,0000-0002-6931-9699,,20210706T215310Z,PROVISIONAL
ab712f3d-ef22-40ca-bdcf-f6eb5af1c45a,D01,BART,BART_001,BART_001.basePlot.bgc,2020-09-28T17:55Z,BART_001-O-14.5-27.5-20200928,A00000127125,BART_001-O-14.5-27.5-20200928-SM,NEON.DOC.014048vN,O,2020-09-30T18:34Z,2020-10-03T11:34Z,2.13,6.92,4.54,0.988,0.503,,0000-0002-6931-9699,,20210706T215310Z,PROVISIONAL
c9bf62a4-9a23-4eee-9c90-dbcea541614f,D01,BART,BART_004,BART_004.basePlot.bgc,2020-09-28T18:51Z,BART_004-O-11-37.5-20200928,A00000127246,BART_004-O-11-37.5-20200928-SM,NEON.DOC.014048vN,O,2020-09-30T18:16Z,2020-10-03T11:34Z,2.13,7.26,4.66,1.028,0.493,,0000-0002-6931-9699,,20210706T215310Z,PROVISIONAL
4da28e77-77d0-4d59-a86a-d4f09e183b3b,D01,BART,BART_004,BART_004.basePlot.bgc,2020-09-28T19:10Z,BART_004-O-6.5-0.5-20200928,A00000127229,BART_004-O-6.5-0.5-20200928-SM,NEON.DOC.014048vN,O,2020-09-30T18:22Z,2020-10-03T11:34Z,2.13,7.03,4.78,0.849,0.541,,0000-0002-6931-9699,,20210706T215310Z,PROVISIONAL
1de2ab0c-c795-4a65-a920-57983262a3a7,D01,BART,BART_004,BART_004.basePlot.bgc,2020-09-28T19:30Z,BART_004-O-30-29.5-20200928,A00000127245,BART_004-O-30-29.5-20200928-SM,NEON.DOC.014048vN,O,2020-09-30T18:25Z,2020-10-03T11:34Z,2.06,6.96,5.05,0.639,0.61,,0000-0002-6931-9699,,20210706T215310Z,PROVISIONAL
532721cd-9987-4b4e-840d-02550847ba50,D01,BART,BART_042,BART_042.basePlot.bgc,2020-09-28T20:26Z,BART_042-O-32.5-0-20200928,A00000156885,BART_042-O-32.5-0-20200928-SM,NEON.DOC.014048vN,O,2020-09-30T18:52Z,2020-10-03T11:34Z,2.1,6.92,4.44,1.06,0.485,,0000-0002-6931-9699,,20210706T215310Z,PROVISIONAL
5ed7f0e5-360a-4356-9b1a-a1945bd3fbe2,D01,BART,BART_042,BART_042.basePlot.bgc,2020-09-28T20:43Z,BART_042-O-24.5-30-20200928,A00000156883,BART_042-O-24.5-30-20200928-SM,NEON.DOC.014048vN,O,2020-09-30T18:43Z,2020-10-03T11:34Z,2.11,6.86,4.67,0.855,0.539,,0000-0002-6931-9699,,20210706T215310Z,PROVISIONAL
e9b8bc2f-4421-435e-812c-331dafcc43e2,D01,BART,BART_042,BART_042.basePlot.bgc,2020-09-28T21:14Z,BART_042-O-9-24.5-20200928,A00000156884,BART_042-O-9-24.5-20200928-SM,NEON.DOC.014048vN,O,2020-09-30T18:47Z,2020-10-03T11:34Z,2.13,6.9,4.75,0.821,0.549,,0000-0002-6931-9699,,20210706T215310Z,PROVISIONAL
a23a2743-52d1-4929-8a72-3aaa4f85f522,D01,BART,BART_002,BART_002.basePlot.bgc,2020-09-29T12:06Z,BART_002-O-7.5-9-20200929,A00000127160,BART_002-O-7.5-9-20200929-SM,NEON.DOC.014048vN,O,2020-09-30T18:57Z,2020-10-03T11:34Z,2.08,7.12,4.5,1.083,0.48,,0000-0002-6931-9699,,20210706T215310Z,PROVISIONAL
3fa27b85-dedc-45ec-85b6-c405a63a6114,D01,BART,BART_002,BART_002.basePlot.bgc,2020-09-29T12:27Z,BART_002-O-4-28.5-20200929,A00000127143,BART_002-O-4-28.5-20200929-SM,NEON.DOC.014048vN,O,2020-09-30T18:55Z,2020-10-03T11:34Z,2.07,7.31,4.66,1.023,0.494,,0000-0002-6931-9699,,20210706T215310Z,PROVISIONAL
beafdb28-89ab-40f1-ab05-fa4063c0c11c,D01,BART,BART_002,BART_002.basePlot.bgc,2020-09-29T13:02Z,BART_002-O-33.5-33.5-20200929,A00000127159,BART_002-O-33.5-33.5-20200929-SM,NEON.DOC.014048vN,O,2020-09-30T18:59Z,2020-10-03T11:34Z,2.12,7,5.43,0.474,0.678,,0000-0002-6931-9699,,20210706T215310Z,PROVISIONAL
5516b647-4bfe-4ec3-8154-891b0c35d872,D01,BART,BART_071,BART_071.basePlot.bgc,2020-10-04T17:27Z,BART_071-O-17.5-33-20201004,A00000156886,BART_071-O-17.5-33-20201004-SM,NEON.DOC.014048vN,O,2020-10-07T21:42Z,2020-10-13T16:20Z,2.05,7.54,4.28,1.462,0.406,,0000-0003-3463-8507,,20210804T172612Z,PROVISIONAL
