"table","fieldName","description","dataType","units","downloadPkg","pubFormat","primaryKey","categoricalCodeName"
"spc_perplot","referenceCorner","Reference corner from which distance and compass bearing were measured","string",NA,"basic","LOV","N","spc.referenceCorner"
"spc_perplot","sampleDistance","Distance of the sample location from a plot reference corner","real","meter","basic","*.#(round)","N",""
"spc_perplot","sampleBearing","Compass bearing of the sample location from a plot reference corner","real","degree","basic","integer","N",""
"spc_perplot","pitID","An identifier for the soil pit","string",NA,"basic","asIs","Y",""
"spc_perplot","testProtocolVersion","The protocol version used to test the sample","string",NA,"basic","LOV","N","spc.testProtocolVersion"
"spc_perplot","soilSamplingMethod","The methodology used for collecting soil at a plot (pit or core)","string",NA,"basic","LOV","N","spc.soilSamplingMethod"
"spc_perplot","sampleRelativeLocation","Relative position of a sample location","string",NA,"basic","asIs","N",""
"spc_perplot","pitDepth","Depth of the bottom of the soil pit below the soil surface","real","centimeter","basic","integer","N",""
"spc_perplot","recordedByA","An identifier for one of the people who recorded the data","string",NA,"basic","obfuscate","N",""
"spc_perplot","soilProfileDescriberA","An identifier for one of the people who described the soil profile","string",NA,"basic","obfuscate","N",""
"spc_perplot","soilProfileDescriberInst","Institution of the person/people that performed the soil profile description","string",NA,"basic","asIs","N",""
"spc_perplot","nrcsDescriptionID","NRCS identifier assigned to the soil profile description","string",NA,"basic","asIs","N",""
"spc_perplot","soilSeries","Soil taxonomy at the series level","string",NA,"basic","asIs","N",""
"spc_perplot","soilFamily","Soil taxonomy at the family level","string",NA,"basic","asIs","N",""
"spc_perplot","soilSubgroup","Soil taxonomy at the subgroup level","string",NA,"basic","asIs","N",""
"spc_perplot","soilGreatGroup","Soil taxonomy at the great group level","string",NA,"basic","asIs","N",""
"spc_perplot","soilSuborder","Soil taxonomy at the suborder level","string",NA,"basic","asIs","N",""
"spc_perplot","soilOrder","Soil taxonomy at the order level","string",NA,"basic","asIs","N",""
"spc_perplot","remarks","Technician notes; free text comments accompanying the record","string",NA,"basic","asIs","N",""
"spc_perplot","dataQF","Data quality flag","string",NA,"basic","asIs","N",""
"spc_perplot","publicationDate","Date of data publication on the NEON data portal","dateTime",NA,"appended by stackByTable",NA,"N",""
"spc_perplot","release","Identifier for data release","string",NA,"appended by stackByTable",NA,"N",""
