uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF,publicationDate,release,cactiPresent,cactiAbsentList,fernsPresent,fernsAbsentList,yuccasPresent,yuccasAbsentList,palmsPresent,palmsAbsentList,ocotillosPresent,ocotillosAbsentList,xerophyllumPresent,xerophyllumAbsentList,nestedSubplotAreaOther,totalSampledAreaOther
84bfc914-ba3d-4887-bbb9-d1232aa8f858,BART_015.basePlot.vst,2021-07-26,D01,BART,BART_015,distributed,mixedForest,44.042915,-71.27314,WGS84,20.2,317882.77,4879151.5,19N,437.9,0.3,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,presentInAll,N,,25,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,400
5f3a9c08-be07-4648-9440-e516bfda6121,BART_007.basePlot.vst,2021-07-26,D01,BART,BART_007,distributed,mixedForest,44.049697,-71.298504,WGS84,20.2,315871.66,4879961.18,19N,388.5,0.5,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,presentInAll,N,,10,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,400
60f701d8-b48d-4ff6-9b05-40d0bfe2cac4,BART_040.basePlot.vst,2021-07-26,D01,BART,BART_040,tower,deciduousForest,44.06576,-71.29199,WGS84,20.1,316443.15,4881730.79,19N,260.2,0.2,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,21 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,21_4,N,,25,noneSelected,800,800,800,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,100,800
5ef6aa69-71cb-43b2-8ebe-f920a5b4cbca,BART_003.basePlot.vst,2021-07-26,D01,BART,BART_003,distributed,deciduousForest,44.055247,-71.263146,WGS84,20.3,318721.11,4880499.19,19N,439,0.4,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,32_4|40_3|41_4,N,,10,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,400
e3e6f9cd-f9bd-4d1d-bf22-1376364a5089,BART_025.basePlot.vst,2021-07-26,D01,BART,BART_025,distributed,evergreenForest,44.059386,-71.313142,WGS84,20.2,314729.25,4881070.19,19N,542.8,0.3,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,presentInAll,N,,10,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,400
0c8d7306-b9b9-4873-9d58-f31205c0dfe2,BART_019.basePlot.vst,2021-07-26,D01,BART,BART_019,distributed,mixedForest,44.069366,-71.286161,WGS84,20.1,316921.1,4882118.34,19N,240.3,0.2,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,presentInAll,N,,10,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,400
f5a47c17-3553-47e1-b4eb-119ecf760612,BART_073.basePlot.vst,2021-07-26,D01,BART,BART_073,tower,mixedForest,44.064774,-71.288616,WGS84,20.1,316710.32,4881613.76,19N,274.9,0.2,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,23 | 39,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,presentInAll,N,,25,noneSelected,800,800,800,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,800
80f41e6f-2f92-42f0-9a9b-9d16fca9ef76,BART_012.basePlot.vst,2021-07-26,D01,BART,BART_012,distributed,deciduousForest,44.046097,-71.316312,WGS84,20.3,314433.83,4879601.29,19N,556.9,0.4,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,presentInAll,N,,10,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,400
75e79857-8727-4853-b9fb-6805cb9c6812,BART_018.basePlot.vst,2021-07-26,D01,BART,BART_018,distributed,mixedForest,44.058473,-71.277866,WGS84,20.2,317551.92,4880890.02,19N,314.9,0.5,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,41_1|41_4,N,,10,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,400
4beee76b-df58-492e-b944-a08aebab2289,BART_002.basePlot.vst,2021-07-26,D01,BART,BART_002,distributed,deciduousForest,44.035076,-71.272844,WGS84,20.3,317882.46,4878280.16,19N,550.6,0.6,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,presentInAll,N,,10,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,400
6d26f221-dd74-4a45-987f-411c7625ee82,BART_011.basePlot.vst,2021-07-26,D01,BART,BART_011,distributed,mixedForest,44.050004,-71.296272,WGS84,20.2,316051.42,4879990.29,19N,370.5,0.2,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,presentInAll,N,,10,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,10,400
8e140b17-8097-42b5-b517-634fad8c1786,BART_004.basePlot.vst,2021-07-26,D01,BART,BART_004,distributed,mixedForest,44.041571,-71.28692,WGS84,20.2,316774.59,4879032.78,19N,526.4,0.3,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,32_2|40_1,N,,10,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,400
346451f3-33ea-452e-b0e9-61ecdf94b23b,BART_026.basePlot.vst,2021-07-26,D01,BART,BART_026,distributed,evergreenForest,44.061261,-71.313922,WGS84,20.2,314672.62,4881280.2,19N,511.7,0.3,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,32_2,N,,10,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,10,400
84d6b185-7f35-43dd-a2e0-acaa5c9f3f60,BART_042.basePlot.vst,2021-07-26,D01,BART,BART_042,tower,deciduousForest,44.060194,-71.288052,WGS84,20.2,316741.36,4881103.79,19N,288.3,0.2,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,39 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,presentInAll,N,,100,noneSelected,800,800,800,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,25,800
b412a2e6-918d-4f3e-8a68-46af408e942c,BART_016.basePlot.vst,2021-07-26,D01,BART,BART_016,distributed,mixedForest,44.051234,-71.288463,WGS84,20.2,316680.78,4880109.5,19N,319.1,0.3,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,presentInAll,N,,25,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,400
941aba2b-17dd-4c37-821e-3da0cd671cdf,BART_071.basePlot.vst,2021-07-26,D01,BART,BART_071,tower,mixedForest,44.067944,-71.290624,WGS84,20.1,316559.3,4881970.33,19N,256.4,0.2,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,21 | 39,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,presentInAll,N,,25,noneSelected,800,800,800,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,800
ce0b101c-c076-422e-b9a6-26472500dee5,BART_013.basePlot.vst,2021-07-26,D01,BART,BART_013,distributed,deciduousForest,44.041737,-71.277598,WGS84,20.2,317521.98,4879030.53,19N,415.4,0.2,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,presentInAll,N,,10,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,400
4c80606d-e2aa-4bcb-9b69-e04a1c11ccaf,BART_005.basePlot.vst,2021-07-26,D01,BART,BART_005,distributed,mixedForest,44.054614,-71.282188,WGS84,20.3,317193.86,4880470.98,19N,306.9,0.4,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,presentInAll,N,,25,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,400
7740a738-2847-461e-a3cb-2fbd83c1d5e9,BART_027.basePlot.vst,2021-07-26,D01,BART,BART_027,distributed,evergreenForest,44.057941,-71.261742,WGS84,20.2,318841.79,4880795.33,19N,425.1,0.3,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,31,N,,noneSelected,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,400
6d9b99b1-08d7-430a-a47d-f653dca85bd7,BART_023.basePlot.vst,2021-07-26,D01,BART,BART_023,distributed,evergreenForest,44.049319,-71.263643,WGS84,20.2,318663.2,4879841.85,19N,503,0.5,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,31 | 32 |  40 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,31_1|31_4|32_2|41_1,N,,10,noneSelected,400,400,400,,,,,20220313T200928Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,400
d99cfdde-098b-4894-b96a-68751dd07a86,BART_036.basePlot.vst,2021-08-11,D01,BART,BART_036,tower,deciduousForest,44.062082,-71.285878,WGS84,20.2,316921.3,4881308.66,19N,291,0.2,OK,vst_BART_2021,distributedAndTowerSubset,allGrowthForms,21 | 41,NEON.DOC.000987vJ,Y,Y,N,Y,presentInAll,Y,presentInAll,N,,noneSelected,noneSelected,800,800,800,,,,,20220313T193701Z,PROVISIONAL,N,,N,,N,,N,,N,,N,,noneSelected,800
2decfef6-c702-4ad3-b1ec-c75e9771a183,HARV_013.basePlot.vst,2014-01-13,D01,HARV,HARV_013,distributed,evergreenForest,42.392282,-72.254598,WGS84,20.2,725973.86,4696983.89,18N,184.6,0.2,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,1,noneSelected,400,8,400,QC: No Errors,D01KMG16,,legacyData,20220104T180838Z,RELEASE-2022,,,,,,,,,,,,,,
220830e5-a63b-4886-b0f7-ee0bc7de92b2,HARV_022.basePlot.vst,2014-02-07,D01,HARV,HARV_022,distributed,evergreenForest,42.434188,-72.198776,WGS84,20.2,730415.32,4701787.58,18N,193.5,0.3,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,400,400,400,QC: No Error,D01DRC25,,legacyData,20220104T181244Z,RELEASE-2022,,,,,,,,,,,,,,
0014eada-be75-4465-802f-6d84fb5f4f83,HARV_008.basePlot.vst,2014-05-27,D01,HARV,HARV_008,distributed,deciduousForest,42.444557,-72.226082,WGS84,20.2,728131.45,4702865.25,18N,242.2,0.2,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,10,noneSelected,400,80,400,,D01LEL27,,legacyData,20220104T180705Z,RELEASE-2022,,,,,,,,,,,,,,
de8eb07a-66f6-451e-9b52-eb39fde54aba,HARV_004.basePlot.vst,2014-07-25,D01,HARV,HARV_004,distributed,mixedForest,42.427091,-72.229737,WGS84,20.2,727894.17,4700915.85,18N,199.7,0.2,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,400,400,400,"",D01LEL27,,legacyData,20220104T182527Z,RELEASE-2022,,,,,,,,,,,,,,
7ac3b715-969a-404e-a42c-75e2eb079ec7,HARV_024.basePlot.vst,2014-07-29,D01,HARV,HARV_024,distributed,woodyWetlands,42.460002,-72.250871,WGS84,20.1,726037.03,4704514.04,18N,175,0.1,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,unknown,unknown,400,,,"","",,legacyData,20220104T182527Z,RELEASE-2022,,,,,,,,,,,,,,
5c563b37-2ab6-4e32-94dd-4d7e2b724f8e,HARV_001.basePlot.vst,2014-07-30,D01,HARV,HARV_001,distributed,deciduousForest,42.424246,-72.258285,WGS84,20.1,725555.73,4700523.64,18N,190,0.2,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,400,400,400,"",D01JLU02,,legacyData,20220104T182527Z,RELEASE-2022,,,,,,,,,,,,,,
a489206a-3ac6-4d67-b1a6-d4e257d040f4,HARV_010.basePlot.vst,2014-07-30,D01,HARV,HARV_010,distributed,mixedForest,42.424723,-72.254599,WGS84,20.1,725857.27,4700586.41,18N,206.9,0.1,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,400,400,400,"",D01JLU02,,legacyData,20220104T182527Z,RELEASE-2022,,,,,,,,,,,,,,
1d1cbfdf-b04d-43ac-b285-6bbb5e0ae1f9,HARV_006.basePlot.vst,2014-07-30,D01,HARV,HARV_006,distributed,deciduousForest,42.403087,-72.25372,WGS84,20.1,726007.33,4698186.1,18N,188.8,0.1,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,400,400,400,"",D01DRC25,,legacyData,20220104T182527Z,RELEASE-2022,,,,,,,,,,,,,,
46a3e25b-c117-42b4-b4d3-cb95ba5e732b,HARV_027.basePlot.vst,2014-07-31,D01,HARV,HARV_027,distributed,evergreenForest,42.43035,-72.253258,WGS84,20.1,725947.38,4701214.85,18N,183.1,0.2,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,400,400,400,"",D01JRS08,,legacyData,20220104T182527Z,RELEASE-2022,,,,,,,,,,,,,,
4e144614-fc57-4b2a-8446-5f21f8acd342,HARV_005.basePlot.vst,2014-07-31,D01,HARV,HARV_005,distributed,deciduousForest,42.489469,-72.275158,WGS84,20.1,723934.82,4707721.88,18N,189.8,0.3,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,unknown,unknown,400,,,nested subplot sizes not recorded at time of measurement.,"",,legacyData,20220104T182527Z,RELEASE-2022,,,,,,,,,,,,,,
540c5241-e9d1-4b95-a502-e4a37d05fa30,HARV_035.basePlot.vst,2014-08-01,D01,HARV,HARV_035,tower,evergreenForest,42.539966,-72.178072,WGS84,20.2,731727.38,4713590.7,18N,365.8,0.3,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,800,800,800,"",D01GMV31,,legacyData,20220104T183306Z,RELEASE-2022,,,,,,,,,,,,,,
788db5a7-e5d3-45b1-9aaa-1ef443eea6a6,HARV_043.basePlot.vst,2014-08-01,D01,HARV,HARV_043,tower,evergreenForest,42.541027,-72.176583,WGS84,20.1,731845.73,4713712.6,18N,354.4,0.2,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,800,800,800,"",D01JRS08,,legacyData,20220104T183306Z,RELEASE-2022,,,,,,,,,,,,,,
a899d236-2db2-4eef-81ab-946e69c9d1ff,HARV_020.basePlot.vst,2014-08-04,D01,HARV,HARV_020,distributed,woodyWetlands,42.436767,-72.228878,WGS84,20.2,727929.75,4701992.66,18N,225.4,0.3,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,400,400,400,QC: NO ERRORS,D01EJH18,,legacyData,20220104T183306Z,RELEASE-2022,,,,,,,,,,,,,,
af9ebafc-3576-41ca-b4f9-c6d7c83e1dd3,HARV_037.basePlot.vst,2014-08-04,D01,HARV,HARV_037,tower,evergreenForest,42.537308,-72.179312,WGS84,20.1,731635.38,4713292.13,18N,361.9,0.2,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,800,800,800,"",D01SN112,,legacyData,20220104T183306Z,RELEASE-2022,,,,,,,,,,,,,,
aafa0ba2-626c-42e4-a311-d14f2c8aa50c,HARV_023.basePlot.vst,2014-08-04,D01,HARV,HARV_023,distributed,evergreenForest,42.414314,-72.226622,WGS84,20.2,728196.81,4699505.34,18N,170.4,0.2,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,10,noneSelected,400,80,400,QC: NO ERRORS,D01EJH18,,legacyData,20220104T183306Z,RELEASE-2022,,,,,,,,,,,,,,
0bafe9a2-d816-4a11-9cff-2e5028152c7e,HARV_014.basePlot.vst,2014-08-05,D01,HARV,HARV_014,distributed,mixedForest,42.471449,-72.265709,WGS84,20.1,724775.96,4705745.78,18N,199.4,0.2,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,10,noneSelected,400,80,400,QC: NO ERRORS,D01DRC25,,legacyData,20220104T183306Z,RELEASE-2022,,,,,,,,,,,,,,
9ba54d5e-2277-457c-9c21-c584ab7d20ec,HARV_011.basePlot.vst,2014-08-06,D01,HARV,HARV_011,distributed,deciduousForest,42.455924,-72.238278,WGS84,20.3,727087.27,4704094.82,18N,231.5,0.4,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,400,400,400,"",D01SNI12,,legacyData,20220104T183306Z,RELEASE-2022,,,,,,,,,,,,,,
e84aacfa-f196-4373-94d8-c74a58923f23,HARV_025.basePlot.vst,2014-08-06,D01,HARV,HARV_025,distributed,mixedForest,42.475428,-72.273927,WGS84,20.2,724086.14,4706165.89,18N,179.6,0.5,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,400,400,400,"",D01KAK22,,legacyData,20220104T183306Z,RELEASE-2022,,,,,,,,,,,,,,
beac7fdd-f188-4ba4-ab97-9a467f3960ce,HARV_002.basePlot.vst,2014-08-07,D01,HARV,HARV_002,distributed,deciduousForest,42.478565,-72.259572,WGS84,20.1,725254.96,4706552.29,18N,193.6,0.1,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,400,400,400,trees mapped with compass so accuracy to nearest degree QC: no error EM,D01CEG10,,legacyData,20220104T183306Z,RELEASE-2022,,,,,,,,,,,,,,
35220195-3892-4558-b6e8-e194d96c265c,HARV_012.basePlot.vst,2014-08-07,D01,HARV,HARV_012,distributed,deciduousForest,42.429486,-72.239802,WGS84,20.2,727057.47,4701154.83,18N,233.3,0.2,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,10,noneSelected,400,80,400,QC: NO ERRORS,D01KAK22,,legacyData,20220104T183306Z,RELEASE-2022,,,,,,,,,,,,,,
5f29e48e-eea2-4793-ab5a-43391f981943,HARV_026.basePlot.vst,2014-08-08,D01,HARV,HARV_026,distributed,evergreenForest,42.410762,-72.247271,WGS84,20.1,726510.45,4699055.59,18N,194.3,0.2,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,10,noneSelected,400,80,400,QC: NO ERRORS,D01BAC30,,legacyData,20220104T183306Z,RELEASE-2022,,,,,,,,,,,,,,
e8b0b7a7-7094-40f3-8876-2f4a7d49e8ff,HARV_016.basePlot.vst,2014-08-11,D01,HARV,HARV_016,distributed,woodyWetlands,42.45847,-72.231992,WGS84,20.1,727594.95,4704394.4,18N,232.2,0.3,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,10,noneSelected,400,80,400,"",D01CEG10,,legacyData,20220104T183306Z,RELEASE-2022,,,,,,,,,,,,,,
12e2c65f-156d-4763-a0ad-ea224cbd3923,HARV_039.basePlot.vst,2014-08-12,D01,HARV,HARV_039,tower,mixedForest,42.533247,-72.17769,WGS84,20.2,731783.62,4712845.59,18N,373.2,0.2,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,800,800,800,"",D01LEL27,,legacyData,20220104T183306Z,RELEASE-2022,,,,,,,,,,,,,,
9ec9647a-6fe5-43b9-b960-9464b33d987a,HARV_021.basePlot.vst,2014-08-12,D01,HARV,HARV_021,distributed,evergreenForest,42.45243,-72.250472,WGS84,20.1,726097.1,4703674.24,18N,175.1,0.1,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,10,noneSelected,400,80,400,QC: NO ERRORS,D01KAK22,,legacyData,20220104T183306Z,RELEASE-2022,,,,,,,,,,,,,,
5f25c6aa-dc2e-4fb4-a427-4f963bd25af4,HARV_045.basePlot.vst,2014-08-14,D01,HARV,HARV_045,tower,deciduousForest,42.542078,-72.1713,WGS84,20.1,732275.68,4713843.79,18N,370,0.1,,vst_HARV_2014,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,800,800,800,QC: NO ERRORS,D01CEG10,,legacyData,20220104T183306Z,RELEASE-2022,,,,,,,,,,,,,,
01465bba-fd60-49df-b74d-9306ecc66e24,HARV_035.basePlot.vst,2015-07-27,D01,HARV,HARV_035,tower,evergreenForest,42.539966,-72.178072,WGS84,20.2,731727.38,4713590.7,18N,365.8,0.3,,vst_HARV_2015,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,800,800,800,,gbreault@field-ops.org,auccello@field-ops.org,legacyData,20220104T175811Z,RELEASE-2022,,,,,,,,,,,,,,
52a46373-3458-4cc5-a1c3-95e49e2f2433,HARV_006.basePlot.vst,2015-08-27,D01,HARV,HARV_006,distributed,deciduousForest,42.403087,-72.25372,WGS84,20.1,726007.33,4698186.1,18N,188.8,0.1,,vst_HARV_2015,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,400,400,400,,sives@field-ops.org,nhall@field-ops.org,legacyData,20220104T180750Z,RELEASE-2022,,,,,,,,,,,,,,
da1e80b8-0189-43c1-9f4a-00fe46a31b36,HARV_004.basePlot.vst,2015-08-27,D01,HARV,HARV_004,distributed,mixedForest,42.427091,-72.229737,WGS84,20.2,727894.17,4700915.85,18N,199.7,0.2,,vst_HARV_2015,,,,NEON.DOC.000987vD,,,,,,,,,,10,noneSelected,400,80,400,,sives@field-ops.org,nhall@field-ops.org,legacyData,20220104T180750Z,RELEASE-2022,,,,,,,,,,,,,,
0450c4b0-8cc0-42e9-85fd-e2c5ea9e16a1,HARV_027.basePlot.vst,2015-09-16,D01,HARV,HARV_027,distributed,evergreenForest,42.43035,-72.253258,WGS84,20.1,725947.38,4701214.85,18N,183.1,0.2,,vst_HARV_2015,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,400,400,400,o transcription errors,dcrandall@neoninc.org,llukas@neoninc.org,legacyData,20220104T182709Z,RELEASE-2022,,,,,,,,,,,,,,
79409c90-4161-4d28-926f-ba479bb8fa9d,HARV_008.basePlot.vst,2015-09-17,D01,HARV,HARV_008,distributed,deciduousForest,42.444557,-72.226082,WGS84,20.2,728131.45,4702865.25,18N,242.2,0.2,,vst_HARV_2015,,,,NEON.DOC.000987vD,,,,,,,,,,10,noneSelected,400,80,400,no transcription errors found,sives@field-ops.org,llukas@field-ops.org,legacyData,20220104T182709Z,RELEASE-2022,,,,,,,,,,,,,,
a32574f5-2a01-4634-838b-cd4bca0cd09e,HARV_013.basePlot.vst,2015-09-21,D01,HARV,HARV_013,distributed,evergreenForest,42.392282,-72.254598,WGS84,20.2,725973.86,4696983.89,18N,184.6,0.2,,vst_HARV_2015,,,,NEON.DOC.000987vD,,,,,,,,,,noneSelected,noneSelected,400,400,400,"",dcrandall@neoninc.org,auccello@field-ops.org,legacyData,20220104T182709Z,RELEASE-2022,,,,,,,,,,,,,,
590cb524-f175-4402-b188-c9c7af086367,HARV_012.basePlot.vst,2015-09-22,D01,HARV,HARV_012,distributed,deciduousForest,42.429486,-72.239802,WGS84,20.2,727057.47,4701154.83,18N,233.3,0.2,,vst_HARV_2015,,,,NEON.DOC.000987vD,,,,,,,,,,10,noneSelected,400,80,400,"",gbreault@field-ops.org,ccahill@field-ops.org,legacyData,20220104T182709Z,RELEASE-2022,,,,,,,,,,,,,,
4aa41c54-edf5-4551-9cbd-fb9833a2e530,HARV_020.basePlot.vst,2015-09-22,D01,HARV,HARV_020,distributed,woodyWetlands,42.436767,-72.228878,WGS84,20.2,727929.75,4701992.66,18N,225.4,0.3,,vst_HARV_2015,,,,NEON.DOC.000987vD,,,,,,,,,,25,noneSelected,400,200,400,"",ccahill@field-ops.org,gbreault@field-ops.org,legacyData,20220104T182709Z,RELEASE-2022,,,,,,,,,,,,,,
f9ce4694-7436-48ef-828d-19781cd92a09,HARV_011.basePlot.vst,2015-09-22,D01,HARV,HARV_011,distributed,deciduousForest,42.455924,-72.238278,WGS84,20.3,727087.27,4704094.82,18N,231.5,0.4,,vst_HARV_2015,,,,NEON.DOC.000987vD,,,,,,,,,,10,noneSelected,400,80,400,"",ccahill@field-ops.org,ssmith@field-ops.org,legacyData,20220104T182709Z,RELEASE-2022,,,,,,,,,,,,,,
870b488c-ea6b-4297-be34-8886190614a0,HARV_026.basePlot.vst,2015-09-22,D01,HARV,HARV_026,distributed,evergreenForest,42.410762,-72.247271,WGS84,20.1,726510.45,4699055.59,18N,194.3,0.2,,vst_HARV_2015,,,,NEON.DOC.000987vD,,,,,,,,,,10,noneSelected,400,80,400,"",dcrandall@neoninc.org,gbreault@field-ops.org,legacyData,20220104T182709Z,RELEASE-2022,,,,,,,,,,,,,,
fc9d48fa-23f3-4db8-80ba-b4d825109cb0,HARV_023.basePlot.vst,2015-09-23,D01,HARV,HARV_023,distributed,evergreenForest,42.414314,-72.226622,WGS84,20.2,728196.81,4699505.34,18N,170.4,0.2,,vst_HARV_2015,,,,NEON.DOC.000987vD,,,,,,,,,,10,noneSelected,400,80,400,"",ccahill@field-ops.org,gbreault@field-ops.org,legacyData,20220104T182709Z,RELEASE-2022,,,,,,,,,,,,,,
